Word,Value,Freq,Method,Label
food!.,0.1901360345394572,One,DistilBERT_Partition,Positive
joyful,0.1902849501930177,One,DistilBERT_Partition,Positive
paprikash-,0.1905559775991057,One,DistilBERT_Partition,Positive
sevice,0.1910401636002851,One,DistilBERT_Partition,Positive
giuliani,0.1920529347844422,One,DistilBERT_Partition,Positive
prawn,0.1922632315079681,One,DistilBERT_Partition,Positive
teavana,0.1933170953942906,One,DistilBERT_Partition,Positive
here!!the,0.1938049754571347,One,DistilBERT_Partition,Positive
mystique,0.1946827947728293,One,DistilBERT_Partition,Positive
glassware,0.1950432416672508,One,DistilBERT_Partition,Positive
frash,0.1964093432761728,One,DistilBERT_Partition,Positive
vapes,0.1966601021898289,One,DistilBERT_Partition,Positive
d.c.,0.1978340679042352,One,DistilBERT_Partition,Positive
poosja,0.1978985298774205,One,DistilBERT_Partition,Positive
professioanlly,0.1980810158316874,One,DistilBERT_Partition,Positive
jaclyn,0.1986034560422095,One,DistilBERT_Partition,Positive
paster,0.2003662289353087,One,DistilBERT_Partition,Positive
food(taco,0.2008292665761528,One,DistilBERT_Partition,Positive
scratch.wonderful,0.2008304612750717,One,DistilBERT_Partition,Positive
excellentes,0.2010318956027428,One,DistilBERT_Partition,Positive
awesome-,0.2029314873260211,One,DistilBERT_Partition,Positive
suizas,0.2033202913420444,One,DistilBERT_Partition,Positive
j.p,0.2040089922957122,One,DistilBERT_Partition,Positive
stews,0.2041804815021654,One,DistilBERT_Partition,Positive
sooooooooo​,0.2052660202680272,One,DistilBERT_Partition,Positive
blooming,0.2064880041538604,One,DistilBERT_Partition,Positive
dinner.everything,0.2069634672254324,One,DistilBERT_Partition,Positive
gladiator,0.20739900400596,One,DistilBERT_Partition,Positive
frappucinos,0.2098309089375437,One,DistilBERT_Partition,Positive
attentive!we,0.210325151261,One,DistilBERT_Partition,Positive
a++++++,0.211124540767115,One,DistilBERT_Partition,Positive
delicioso,0.2137826626421883,One,DistilBERT_Partition,Positive
gino,0.2138260209467262,One,DistilBERT_Partition,Positive
cranna,0.2144607618451118,One,DistilBERT_Partition,Positive
-friendly,0.214594997651875,One,DistilBERT_Partition,Positive
bulgolgi,0.2177859339863062,One,DistilBERT_Partition,Positive
",,really",0.2180913231801241,One,DistilBERT_Partition,Positive
dagwood,0.2200908252127867,One,DistilBERT_Partition,Positive
good.will,0.2208571467814701,One,DistilBERT_Partition,Positive
nice!!the,0.2212190942088271,One,DistilBERT_Partition,Positive
amazinggggggggggggggggggg,0.221773371714252,One,DistilBERT_Partition,Positive
themselves----thank,0.2222657982262414,One,DistilBERT_Partition,Positive
restaurant!!.,0.2227423392200412,One,DistilBERT_Partition,Positive
leeeoooonnn,0.2232242569526923,One,DistilBERT_Partition,Positive
bevys,0.2260722896943871,One,DistilBERT_Partition,Positive
enviroment,0.227441569045186,One,DistilBERT_Partition,Positive
sonny,0.227597151696682,One,DistilBERT_Partition,Positive
onsite,0.2282103657955304,One,DistilBERT_Partition,Positive
beach!yummmyyyyyy,0.2283723907715354,One,DistilBERT_Partition,Positive
wayyyyy,0.2303066924672969,One,DistilBERT_Partition,Positive
awesome!.,0.2306154572870582,One,DistilBERT_Partition,Positive
sooooooooo,0.2318171068856661,One,DistilBERT_Partition,Positive
hangovers,0.2322251066565513,One,DistilBERT_Partition,Positive
pinoy,0.2327999211951262,One,DistilBERT_Partition,Positive
newyork,0.2339626569367413,One,DistilBERT_Partition,Positive
disappointed!live,0.2341845577272276,One,DistilBERT_Partition,Positive
sangaria,0.2342170162508929,One,DistilBERT_Partition,Positive
dochev,0.2404871803442281,One,DistilBERT_Partition,Positive
organised,0.2415335246672233,One,DistilBERT_Partition,Positive
gelatos,0.2416296765829126,One,DistilBERT_Partition,Positive
lovingly,0.2429860956734046,One,DistilBERT_Partition,Positive
marviin,0.245092209080724,One,DistilBERT_Partition,Positive
4.5/5,0.2456567854290673,One,DistilBERT_Partition,Positive
sycamore,0.2473578591831028,One,DistilBERT_Partition,Positive
cappuccinos,0.2543243810844918,One,DistilBERT_Partition,Positive
hhhhhooooooooooonnnnnnkkkk,0.2544736537812768,One,DistilBERT_Partition,Positive
quattro,0.2575656398199498,One,DistilBERT_Partition,Positive
unusal,0.2582887708641854,One,DistilBERT_Partition,Positive
kefir,0.2600155798270582,One,DistilBERT_Partition,Positive
courtious,0.2602850341548522,One,DistilBERT_Partition,Positive
cajeta,0.2620554673175017,One,DistilBERT_Partition,Positive
amazing.if,0.2649500655298609,One,DistilBERT_Partition,Positive
cioppino,0.2656137619965843,One,DistilBERT_Partition,Positive
barbier,0.2664474880089983,One,DistilBERT_Partition,Positive
poppyseed,0.2667416704818606,One,DistilBERT_Partition,Positive
barbelo,0.2692600467707962,One,DistilBERT_Partition,Positive
excited!!highly,0.2701802839484106,One,DistilBERT_Partition,Positive
sightseeing,0.2739222002370904,One,DistilBERT_Partition,Positive
atmopsphere,0.2846641677499671,One,DistilBERT_Partition,Positive
http://www.dovenetq.net.au/~mahayes/graphics/yeslogofullcircle1.jpg,0.2874079003869729,One,DistilBERT_Partition,Positive
falafals,0.2878547335724132,One,DistilBERT_Partition,Positive
bdays,0.2908742753072427,One,DistilBERT_Partition,Positive
superkid,0.2937307707034051,One,DistilBERT_Partition,Positive
chinese/,0.295008986373432,One,DistilBERT_Partition,Positive
jeffery,0.3041539352852851,One,DistilBERT_Partition,Positive
pescetarian,0.3070213417189994,One,DistilBERT_Partition,Positive
sarra,0.3079607110470533,One,DistilBERT_Partition,Positive
.com,0.3222553688887651,One,DistilBERT_Partition,Positive
a++++++++++++++++++++++++++++,0.3276032840162615,One,DistilBERT_Partition,Positive
bruchetta,0.3338872963979438,One,DistilBERT_Partition,Positive
yeeeeeeeaaaaaahhhhhh(jeezy,0.3473704290330345,One,DistilBERT_Partition,Positive
