Word,Value,Freq,Method,Label
byow,0.0997292213524089,Multi,DistilBERT_Partition,Positive
redeemed,0.0999264809239927,Multi,DistilBERT_Partition,Positive
chickpea,0.1007287714801045,Multi,DistilBERT_Partition,Positive
hygienist,0.1011393967437618,Multi,DistilBERT_Partition,Positive
playground,0.1013471897426675,Multi,DistilBERT_Partition,Positive
couscous,0.1014713461689297,Multi,DistilBERT_Partition,Positive
airy,0.1019188577909344,Multi,DistilBERT_Partition,Positive
beginner,0.1024754252491725,Multi,DistilBERT_Partition,Positive
carton,0.1027451538434195,Multi,DistilBERT_Partition,Positive
tasteful,0.1030275106221431,Multi,DistilBERT_Partition,Positive
yummy,0.1031488001525447,Multi,DistilBERT_Partition,Positive
8.00,0.1034707708604858,Multi,DistilBERT_Partition,Positive
yummm,0.1037348713351867,Multi,DistilBERT_Partition,Positive
billiards,0.1045533772304527,Multi,DistilBERT_Partition,Positive
yakitori,0.1049228574555197,Multi,DistilBERT_Partition,Positive
robins,0.1049879292966262,Multi,DistilBERT_Partition,Positive
joynt,0.1053359806537628,Multi,DistilBERT_Partition,Positive
eiffel,0.1056967878049453,Multi,DistilBERT_Partition,Positive
staffs,0.10574645361519,Multi,DistilBERT_Partition,Positive
helpings,0.1059987303079458,Multi,DistilBERT_Partition,Positive
milkshakes,0.1061363345694355,Multi,DistilBERT_Partition,Positive
sweetest,0.1068445136893509,Multi,DistilBERT_Partition,Positive
chia,0.1076589312335719,Multi,DistilBERT_Partition,Positive
macarons,0.1077445598034289,Multi,DistilBERT_Partition,Positive
ulta,0.108043803618737,Multi,DistilBERT_Partition,Positive
conscientious,0.1084738365245086,Multi,DistilBERT_Partition,Positive
great-,0.1088849641090234,Multi,DistilBERT_Partition,Positive
sunnys,0.1095492100751646,Multi,DistilBERT_Partition,Positive
baristas,0.1096545018887838,Multi,DistilBERT_Partition,Positive
chilies,0.1109072483064318,Multi,DistilBERT_Partition,Positive
posole,0.1110132120156264,Multi,DistilBERT_Partition,Positive
omelets,0.1115531348632782,Multi,DistilBERT_Partition,Positive
mesquite,0.1116117896786771,Multi,DistilBERT_Partition,Positive
pookie,0.112828908573261,Multi,DistilBERT_Partition,Positive
infusion,0.1134622428743446,Multi,DistilBERT_Partition,Positive
algobertos,0.1144216037529375,Multi,DistilBERT_Partition,Positive
dermatology,0.1147156320083732,Multi,DistilBERT_Partition,Positive
truffles,0.1152789842146149,Multi,DistilBERT_Partition,Positive
croissants,0.1156515201399918,Multi,DistilBERT_Partition,Positive
skillets,0.1159674452025994,Multi,DistilBERT_Partition,Positive
chambana,0.1167700239746769,Multi,DistilBERT_Partition,Positive
indulgent,0.116837377943788,Multi,DistilBERT_Partition,Positive
jamison,0.118250496044641,Multi,DistilBERT_Partition,Positive
barbershop,0.1188974947346444,Multi,DistilBERT_Partition,Positive
unwavering,0.1189334645147387,Multi,DistilBERT_Partition,Positive
shaleen,0.1194161980723341,Multi,DistilBERT_Partition,Positive
eggspectation,0.1194343157133764,Multi,DistilBERT_Partition,Positive
suzzy,0.1202687589597664,Multi,DistilBERT_Partition,Positive
sunscreens,0.12309658637286,Multi,DistilBERT_Partition,Positive
sizing,0.1233345775480201,Multi,DistilBERT_Partition,Positive
omelettes,0.1236512183003718,Multi,DistilBERT_Partition,Positive
noelck,0.1239835912590876,Multi,DistilBERT_Partition,Positive
scrumptious,0.1240509256481416,Multi,DistilBERT_Partition,Positive
haircuts,0.1243930623822481,Multi,DistilBERT_Partition,Positive
attractions,0.1248677141265943,Multi,DistilBERT_Partition,Positive
extremly,0.1249861430444144,Multi,DistilBERT_Partition,Positive
imaginable,0.1252546290360139,Multi,DistilBERT_Partition,Positive
barista,0.1255332139878171,Multi,DistilBERT_Partition,Positive
accommodating,0.1286463521164824,Multi,DistilBERT_Partition,Positive
collette,0.1291002744808058,Multi,DistilBERT_Partition,Positive
suzi,0.1308139573527171,Multi,DistilBERT_Partition,Positive
dairiki,0.1316584970991885,Multi,DistilBERT_Partition,Positive
lakefront,0.1317847283369499,Multi,DistilBERT_Partition,Positive
humongous,0.1327360661848376,Multi,DistilBERT_Partition,Positive
etobicoke,0.1328243569637051,Multi,DistilBERT_Partition,Positive
responsiveness,0.1332378715669128,Multi,DistilBERT_Partition,Positive
buttermilk,0.1335871906589884,Multi,DistilBERT_Partition,Positive
waxes,0.1338652326675677,Multi,DistilBERT_Partition,Positive
knowledgable,0.1345910532665501,Multi,DistilBERT_Partition,Positive
j.e.p,0.1364018247637032,Multi,DistilBERT_Partition,Positive
chimichangas,0.1382672277655535,Multi,DistilBERT_Partition,Positive
cheeseburgers,0.1385558463044427,Multi,DistilBERT_Partition,Positive
punctual,0.1405450727431993,Multi,DistilBERT_Partition,Positive
tranquil,0.1411988519829335,Multi,DistilBERT_Partition,Positive
colorist,0.1432181057726602,Multi,DistilBERT_Partition,Positive
daisha,0.1444970510434359,Multi,DistilBERT_Partition,Positive
homestyle,0.1446497684014805,Multi,DistilBERT_Partition,Positive
sociable,0.1447217429064226,Multi,DistilBERT_Partition,Positive
decore,0.1465831526170303,Multi,DistilBERT_Partition,Positive
swenson,0.1471681695296745,Multi,DistilBERT_Partition,Positive
zizzy,0.1476240946876323,Multi,DistilBERT_Partition,Positive
striploin,0.149383071288304,Multi,DistilBERT_Partition,Positive
kraut,0.1515979371316331,Multi,DistilBERT_Partition,Positive
jacinda,0.1520287110033678,Multi,DistilBERT_Partition,Positive
hospitable,0.1520382416431089,Multi,DistilBERT_Partition,Positive
frittes,0.1520645246375352,Multi,DistilBERT_Partition,Positive
kassie,0.1544420036468907,Multi,DistilBERT_Partition,Positive
airdrie,0.1563779884999218,Multi,DistilBERT_Partition,Positive
stromboli,0.1570223819348029,Multi,DistilBERT_Partition,Positive
quencher,0.1626579395661662,Multi,DistilBERT_Partition,Positive
unquestionably,0.1651518514832585,Multi,DistilBERT_Partition,Positive
sooooooo,0.1658112801211275,Multi,DistilBERT_Partition,Positive
broccolini,0.1669065567779658,Multi,DistilBERT_Partition,Positive
omakase,0.1700728803186665,Multi,DistilBERT_Partition,Positive
confit,0.1732828488960476,Multi,DistilBERT_Partition,Positive
perogies,0.1853478648350574,Multi,DistilBERT_Partition,Positive
nutritious,0.1923029046173074,Multi,DistilBERT_Partition,Positive
babka,0.1929187669767014,Multi,DistilBERT_Partition,Positive
furikake,0.206475030580263,Multi,DistilBERT_Partition,Positive
heatstroke,0.2078908353578299,Multi,DistilBERT_Partition,Positive
http://www.jrn.com/ktnv/news/dirty-dining/dirty-dining-kahunaville-278585471.html,-0.7397461015737771,Multi,DistilBERT_Partition,Negtive
150.00service,-0.5662090145273223,Multi,DistilBERT_Partition,Negtive
disappointed:/,-0.4252228857755351,Multi,DistilBERT_Partition,Negtive
disrespect,-0.3043484796071425,Multi,DistilBERT_Partition,Negtive
https://instagram.com/p/bnsq-ozfvaf/,-0.2922691535413833,Multi,DistilBERT_Partition,Negtive
http://webapps.achd.net/restaurant/restaurantdetail.aspx?id=201302080011,-0.2792038272282474,Multi,DistilBERT_Partition,Negtive
http://flic.kr/p/c7gdis,-0.2775681442612069,Multi,DistilBERT_Partition,Negtive
https://www.consumeraffairs.com/pets/banfield.html,-0.2685451251601075,Multi,DistilBERT_Partition,Negtive
overpriced,-0.2537597514216001,Multi,DistilBERT_Partition,Negtive
unchewable,-0.2484738954475947,Multi,DistilBERT_Partition,Negtive
overdone,-0.2426341319351455,Multi,DistilBERT_Partition,Negtive
spooky,-0.2421427845705433,Multi,DistilBERT_Partition,Negtive
molester,-0.2379319165290022,Multi,DistilBERT_Partition,Negtive
d'amato,-0.2377888869028538,Multi,DistilBERT_Partition,Negtive
katarina,-0.2335070528523911,Multi,DistilBERT_Partition,Negtive
-------------------------------------,-0.2248441491239146,Multi,DistilBERT_Partition,Negtive
09/02/18,-0.2161441051946548,Multi,DistilBERT_Partition,Negtive
overprice,-0.2152927736170404,Multi,DistilBERT_Partition,Negtive
inconviniences,-0.2122202322065031,Multi,DistilBERT_Partition,Negtive
musty,-0.2113032051226279,Multi,DistilBERT_Partition,Negtive
uneventful,-0.2087869462231735,Multi,DistilBERT_Partition,Negtive
2.5hrs,-0.2030362246128229,Multi,DistilBERT_Partition,Negtive
watermelons,-0.2019241421997624,Multi,DistilBERT_Partition,Negtive
disrespectful,-0.2013283524035736,Multi,DistilBERT_Partition,Negtive
cacophony,-0.2003807547017156,Multi,DistilBERT_Partition,Negtive
https://youtu.be/p7jfzklykos,-0.1930462193889764,Multi,DistilBERT_Partition,Negtive
overhyped,-0.1787370041944087,Multi,DistilBERT_Partition,Negtive
http://www.thedrake.ca/blog/2012/10/zombie-brunch-drake/,-0.1771163701750157,Multi,DistilBERT_Partition,Negtive
inhibiting,-0.1765326654745472,Multi,DistilBERT_Partition,Negtive
nowland,-0.1712777514476329,Multi,DistilBERT_Partition,Negtive
dumbest,-0.1704073141988955,Multi,DistilBERT_Partition,Negtive
inflexible,-0.1684522751408318,Multi,DistilBERT_Partition,Negtive
irresponsible,-0.1665278334637946,Multi,DistilBERT_Partition,Negtive
zerostars,-0.16353880887024,Multi,DistilBERT_Partition,Negtive
inefficient,-0.1628083186438097,Multi,DistilBERT_Partition,Negtive
boycotting,-0.1603865888901054,Multi,DistilBERT_Partition,Negtive
slowest,-0.1585371524616406,Multi,DistilBERT_Partition,Negtive
jitb.,-0.1581114216848756,Multi,DistilBERT_Partition,Negtive
overwhlemed,-0.1578719980547268,Multi,DistilBERT_Partition,Negtive
unseasoned,-0.1577790395487536,Multi,DistilBERT_Partition,Negtive
smudged,-0.157116183645225,Multi,DistilBERT_Partition,Negtive
inattentive,-0.1554750857410937,Multi,DistilBERT_Partition,Negtive
uninteresting,-0.1528461192578466,Multi,DistilBERT_Partition,Negtive
disrespected,-0.1528282214969615,Multi,DistilBERT_Partition,Negtive
gag,-0.1515705381098767,Multi,DistilBERT_Partition,Negtive
malfunctioning,-0.1513813627872033,Multi,DistilBERT_Partition,Negtive
overcrowding,-0.1510535132450362,Multi,DistilBERT_Partition,Negtive
undesirable,-0.1492100078113643,Multi,DistilBERT_Partition,Negtive
nunthaporn,-0.1491146436798377,Multi,DistilBERT_Partition,Negtive
2-starred,-0.1485153313313441,Multi,DistilBERT_Partition,Negtive
stirfry,-0.1484311135449335,Multi,DistilBERT_Partition,Negtive
