Word,Value,Freq
absoulute,-14.438649805304642,1
hosanna,-12.056389933167454,1
praised,-12.00345131648422,1
chuffed,-11.457318601352567,1
terrify,-11.368864942750479,1
crazyshit,-11.363461061583608,1
duely,-11.005986443349686,1
gide,-10.696082265287124,1
energies,-10.441508026740882,1
praise,-10.21441630072309,2
b-,-9.988588437311465,1
snakes,-9.951596394289359,2
scare,-9.933509806000993,3
phobia,-9.896327835713798,1
havefun,-9.854055206493625,1
grandbaby,-9.843415295474818,1
radiated,-9.584773647672932,1
pissin,-9.558048976768642,1
fright,-9.506823298905582,1
roadworks,-9.489559318496767,1
carjack,-9.473663626437052,1
boldness,-9.376305079036259,1
nusery,-9.320632744012448,1
savin,-9.295074170914456,1
radiate,-9.237352591147642,1
fearless,-9.192975306928236,2
esquire,-9.18528552542869,1
waitrose,-9.138216780298768,1
scares,-9.130533841979846,1
tounge,-9.104726498245922,1
calm,-9.054935785386874,3
bestows,-9.044956917920649,1
crimbo,-9.034952461943698,1
manger,-9.030454401165274,1
abduct,-8.986462984144687,1
divinity,-8.826419079232606,1
m25,-8.799849036513857,1
helpfull,-8.75015470414905,1
taketh,-8.718746955833002,1
trusting,-8.71356550957798,1
-at,-8.704915814604258,1
serpent,-8.68427509726511,1
booked,-8.543100034489019,1
feasibility,-8.52353151562435,1
underpass,-8.506407385816065,1
release,-8.478822261109688,4
checkit,-8.457484994524968,1
installing,-8.430370214389235,1
doorbell,-8.40315100643519,1
defuse,-8.397693033005902,1
cinnamon,-8.373344253426898,3
payslips,-8.37150214103434,1
suprise,-8.360082586335203,1
reared,-8.35598359438937,1
chitterlings,-8.330802951696617,1
waitin,-8.325625414494798,2
homme,-8.289857840873193,1
receptionist,-8.250290709321849,1
delight,-8.235835366907736,2
kooks,-8.188061297611458,1
plc,-8.185314121928018,1
appt,-8.172904163452111,3
carols,-8.135745067424162,2
calmness,-8.128016198499802,1
tiling,-8.098280151222351,1
nextweek,-8.09028198025191,1
antiwrinkle,-7.975009300236119,1
strengthens,-7.971687265550505,1
charged,-7.9433407820638084,1
delivering,-7.9356183183170295,1
bracknell,-7.9202125581520235,1
bundle,-7.887771833279283,1
rated,-7.8403945569166975,1
spreading,-7.799003324011613,2
clinching,-7.790630181106346,1
clenching,-7.727486299485653,1
finna,-7.703133677001862,4
mailroom,-7.690743217306775,1
eyeful,-7.688019772207193,1
preparing,-7.67664000474298,3
gospel,-7.664836988003087,1
prezzie,-7.656037832684019,2
capable,-7.6548485603063074,1
toothpick,-7.613440432677729,1
radiant,-7.587892369357666,1
amazes,-7.584926709035793,3
tweetathon,-7.5462639083827785,1
terrified,-7.524877333832567,1
blessed,-7.51745876166385,13
blasting,-7.516554226259963,1
15minutes,-7.516367372392724,1
hymns,-7.493238575871501,1
thankful,-7.491246006388634,19
„,-7.455972309669631,1
channeling,-7.413842732911631,1
circulating,-7.371112387947312,1
ordeals,-7.368433640788469,1
collaborated,-7.36371182502829,1
79.5,-7.361737116258997,1
christmastime,-7.354190294935108,1
bundling,-7.353064374911643,1
excellence,-7.345068504303981,1
joyness,-7.3213720335157895,1
freaky,-7.321139826430782,1
highest,-7.311484141362854,2
orthodontist,-7.233842064774409,1
overcharge,-7.2298945553289045,1
battering,-7.223643395298735,1
kontrol,-7.209385628146197,1
readying,-7.207435384760336,1
sauna,-7.196618744708717,1
screamin,-7.196570787607287,1
frightening,-7.1904358180645875,5
attacking,-7.176284757445018,1
ginn,-7.164417227208027,1
aerobics,-7.1437850255988735,1
freaked,-7.1373171997974385,3
proud,-7.124134909737306,5
scary,-7.08997924590488,2
shove,-7.089335937879284,1
germs,-7.084274264584437,1
angriest,-7.075173141317437,1
pret,-7.068660894083326,1
spiced,-7.054577640212939,1
subjected,-7.052240477628423,1
taster,-7.051116505932859,1
bathrooms,-7.047498885767297,1
drakes,-7.0368393964318265,1
pumpin,-7.020764488111537,1
messin,-6.9999721977817995,1
pleased,-6.999372902364607,1
anticipation,-6.9691946028386536,1
grateful,-6.947107369566249,6
throu,-6.943441612189423,1
knots,-6.928132302414772,1
assured,-6.911821428032468,1
neutralise,-6.911564136178628,1
chosen,-6.909511906762445,1
decorating,-6.893127717915332,5
a27,-6.879752860655646,1
courage,-6.879619237315758,8
gladness,-6.872642218082484,1
ufo,-6.859745405148134,1
belief,-6.8360096180574,1
sleeting,-6.821375014977674,1
hypnosis,-6.8119718932019815,1
haaaaaaa,-6.811273245321992,1
gutsy,-6.804967005689004,1
scented,-6.771119375868505,2
nightmares,-6.759363971037184,1
celebrates,-6.721452750552357,1
bodyshop,-6.69891044007824,2
amazed,-6.6948630294239955,1
masculin,-6.694585427444091,1
install,-6.685962312133803,1
persuasion,-6.6853225611569265,1
compliments,-6.67068504752609,1
taxi,-6.667284692081994,1
m.,-6.660888785187717,3
nutjobs,-6.646977807560896,1
godmother,-6.641466841007373,1
quotes,-6.634586350843927,1
stoked,-6.633550635028071,1
satan,-6.633099148611372,2
profanities,-6.630769601068616,1
thank,-6.627836504048885,30
press,-6.619806699791043,1
symbole,-6.6174800459109875,1
guarding,-6.615697438354021,1
birth,-6.6090512495121185,2
rationally,-6.599409224479986,1
pregnancy,-6.5898845440126355,1
rapids,-6.5838651657879765,1
thanking,-6.583078021739148,1
deliver,-6.550096572880669,1
announce,-6.54920139743543,2
unalloyed,-6.546829076568282,1
casteth,-6.514332658903278,2
spook,-6.506965849263363,1
adventurous,-6.493870840917114,1
-gen,-6.489712392447433,1
offspring,-6.479565810870634,1
carrying,-6.4757474811816955,1
queuing,-6.472010915388301,1
6am-11pm,-6.4623913696956485,1
blessings,-6.4580227149721905,9
proclaim,-6.45688418286003,1
showering,-6.451557285845025,1
masters,-6.445073579032542,2
beastin,-6.4446694185046205,1
prepare,-6.441288852394468,2
confirmation,-6.433792528103651,2
encounter,-6.427588185397459,1
bless,-6.421704342309971,5
impressed,-6.421614105657827,1
fury,-6.405330581591199,1
urself,-6.393700637592462,4
released,-6.392992231347787,4
mumia,-6.386134093192098,1
defends,-6.3836367557379425,1
provoked,-6.379791379045427,1
diligence,-6.36528553968595,1
wisdom,-6.363085965123284,6
™,-6.355101367630197,25
positive,-6.352693860468443,5
allt,-6.3514513124368435,1
test,-6.3480943904829426,21
joy,-6.345563385987453,43
woop,-6.337221420031229,1
richly,-6.328079782030977,1
gratitude,-6.327284562509035,6
surprises,-6.317573598094832,2
selected,-6.315009059558576,1
peed,-6.312416502845615,1
c.,-6.30999201801039,1
peeing,-6.304916325412471,1
wits,-6.292780974119506,1
nickname,-6.291836966084226,1
scared,-6.289391175741883,25
peppermint,-6.288766678851469,3
leap,-6.28199036391099,2
spine,-6.27462046704677,1
giggled,-6.2735145891465915,1
grammys,-6.270335938133817,1
psyched,-6.268336717464365,1
born,-6.264433210558179,6
effer,-6.252199237575603,1
thanx,-6.2506683169060135,1
excited,-6.233733004934006,39
whoop,-6.233566250550942,1
psyc,-6.214946512825206,1
v.,-6.200565965603965,1
awaits,-6.18429164226221,1
chavs,-6.167033877940871,1
motorway,-6.16538053819383,1
tomorow,-6.162919439787671,1
mouth,-6.149190901039485,7
sleepytime,-6.141059602641919,1
joyful,-6.1372612185677555,4
pleasant,-6.122175157953681,1
creepiness,-6.110305450592508,1
tesco,-6.096327663626157,1
beyonce,-6.094443235891061,1
joys,-6.08795730345329,2
unborn,-6.080387001474568,2
heaviest,-6.0764864011605075,1
cave,-6.075738028539644,1
miracle,-6.070644344198332,1
lesson,-6.069643945257244,4
youâ,-6.063696359682817,1
dirtiest,-6.052428240139491,1
kierkegaard,-6.047550394186974,1
spokesperson,-6.04524449587466,1
