Word,Value,Freq
sohappy,-16.369736601176154,1
opie,-14.690830343861824,1
christmassy,-14.54394084959665,1
thanksgivings,-14.35399856888011,1
ipod,-14.353546819926349,3
ipods,-13.934063315220984,2
chargers,-13.789853307023103,1
ornaments,-13.769132613795287,1
charger,-13.759862295763076,2
waldo,-13.492940696121053,1
ornament,-13.293508602565971,1
getty,-13.279782625091693,1
soak,-13.248313993762256,5
package,-12.786626412984935,4
strawberry,-12.778712292725347,2
bundle,-12.773037755927001,1
gladness,-12.292553633097313,1
dana,-12.24544184838331,1
satsang,-12.137197065919013,1
gifts,-11.985724908562604,6
madrigal,-11.877279824518743,1
schoolwork,-11.722206653753934,1
sunny,-11.530282344830427,2
napping,-11.504903054135228,1
prezzie,-11.444427013049932,1
sock,-11.325974659266885,1
spoons,-11.287697652150635,1
kristen,-11.205758164907506,1
healing,-11.19619856594798,1
beiber,-11.147878968449346,2
flakes,-11.044357731016458,1
homeroom,-10.90999649006287,1
foodnetwork,-10.746682340822595,1
bath,-10.637638012805327,6
congestion,-10.61713966283663,1
comforter,-10.556314387258508,1
decorated,-10.550473110083606,2
vacation,-10.539844456307852,5
happiness,-10.485274585066916,22
joy,-10.476370714049073,42
scented,-10.466610433534447,1
pula,-10.357810018211216,1
bieber,-10.349814204354368,2
caps,-10.347734044145506,1
wicker,-10.323775345910496,1
kindle,-10.305253075622774,2
socks,-10.250072040164742,4
kernels,-10.238929366367621,1
reflectin,-10.223565466286727,1
aww,-10.216456433784137,1
bliss,-10.21316342243482,3
orthodontist,-10.173418473177238,1
jolly,-10.09395163729392,1
pillow,-10.020353624895375,4
bookclub,-10.003692430301754,1
psalm,-10.000703634884427,1
slackin,-9.975034060068038,1
tweeter,-9.940202703189373,1
cantata,-9.865386882977875,1
decorating,-9.864802458900796,5
lazy,-9.858590038951354,2
appointed,-9.857240523217474,1
gchat,-9.851868521527305,1
teacher,-9.818569826760738,12
wondrful,-9.739359403884533,1
snuggie,-9.73181738187856,1
