word,score,wordCount,SVM_Rank
surprise,12.654073808619408,534,0
suprise,12.331534195328594,19,1
surprises,11.854366004360994,33,2
snuck,11.537087446927462,6,3
guessed,10.16621306589811,6,4
sinterklaas,10.150362995295296,9,5
surprize,10.121593596491197,9,6
surprised,10.0973058958418,58,7
toker,9.880415980531948,1,8
guesses,9.820855129462348,6,9
shayna,9.423010537842464,4,10
bday,9.201695653564315,112,11
suprised,9.116950529141274,1,12
lasvegas,9.103761389048707,1,13
prezzie,9.090662444909423,11,14
celeb,9.038108022461977,4,15
stashed,8.92008355199038,8,16
sneak,8.899617576975402,18,17
guessing,8.894201093462323,5,18
aisle,8.881281786456833,7,19
flattered,8.851020811917286,1,20
sil,8.786074710793674,1,21
stash,8.719948444817925,1,22
sneaky,8.705978175116089,11,23
dyer,8.69394972793949,2,24
cadeau,8.660236593824083,8,25
motorcade,8.562338997597397,1,26
unexpected,8.361122021256643,66,27
pssst,8.289932334295044,1,28
eyeful,8.265251774467984,1,29
fooled,8.219664634620145,8,30
surprising,8.20483705093392,30,31
overheard,8.191620516200006,1,32
raffle,8.146984046377082,12,33
pressie,8.135696401876503,8,34
deadmau5,8.115888182833324,1,35
sorprender,8.10828890871557,11,36
shhhh,8.049699079989471,19,37
julio,8.03467986039627,1,38
superexcited,7.9632966743793885,9,39
lingerie,7.872103058303198,1,40
limo,7.870143002342254,1,41
radar,7.85076317249625,1,42
panties,7.814247753278987,6,43
clever,7.806062959615918,7,44
expecting,7.705766802077379,65,45
drawer,7.692367743172487,1,46
shhh,7.670264981105121,7,47
patty,7.668687387923433,1,48
prank,7.667687621623956,6,49
peek,7.52550919016622,5,50
shhhhhhh,7.51818005253305,1,51
husby,7.516052946053761,1,52
marijuana,7.499159797434985,4,53
dedans,7.489132495807714,2,54
congrats,7.416584703472926,16,55
bola,7.377410890240095,4,56
cheddars,7.368357930892481,1,57
avid,7.345109877156998,7,58
cleverest,7.31589241520314,1,59
mommys,7.315052174361927,2,60
arlo,7.303500091035278,1,61
serenaded,7.292919349025319,1,62
unusual,7.289277786243736,2,63
vegas,7.272902467784506,14,64
pret,7.267643038944462,1,65
shadiest,7.249581664834747,1,66
arsenal,7.2265336314618995,9,67
browns,7.202339477993081,7,68
hiba,7.190668642665574,1,69
favored,7.184619289027629,1,70
ocu,7.177382449042349,1,71
neat,7.15673257563654,4,72
hyvee,7.129278834703139,1,73
unwrap,7.088781517975609,1,74
underwear,7.088581377215545,45,75
complimented,7.06678340110907,8,76
coors,7.033660786847498,1,77
randomest,7.006068628127542,5,78
happybirthday,7.002165783301963,12,79
butters,6.998778166388764,1,80
unwrapped,6.965872659465633,10,81
mossad,6.9566071639223415,1,82
camo,6.954628703742155,1,83
unsecured,6.946117132354828,1,84
brewer,6.926952846586681,7,85
hangers,6.911560429572852,1,86
vidushi,6.908110631688106,1,87
saran,6.904297978160465,13,88
closet,6.903937571554723,20,89
disney.com,6.876443468916186,1,90
anticipating,6.868928229606795,2,91
burglar,6.8599059201764065,7,92
sneaking,6.854926825120112,7,93
shhhhhh,6.8543122046906895,15,94
veggies,6.853025690275373,7,95
gardner,6.835978025000024,2,96
buckeyes,6.819335126755461,1,97
300th,6.767505286069892,1,98
newberry,6.757927374745416,1,99
keurig,6.744067341434022,8,100
extenders,6.74341445962614,1,101
amused,6.738068751494462,1,102
persil,6.735013549094075,1,103
misspell,6.733757638417891,7,104
pitcher,6.724615480648327,1,105
judges,6.719898153639999,12,106
retainer,6.718056579165412,2,107
disguising,6.709983688994677,1,108
react,6.692176304520831,11,109
delaware,6.68767483334604,1,110
compliment,6.683445057713574,3,111
wonks,6.680061364271073,1,112
disguise,6.6789114455076914,7,113
sniff,6.671691753495087,1,114
flashmob,6.670826464923865,6,115
undies,6.6703053535537675,1,116
cosplayer,6.667185219475278,2,117
joann,6.656564684938175,1,118
ecoute,6.650414799830705,9,119
gawker,6.6482491187417905,4,120
initials,6.63631389754927,1,121
announced,6.6321439979681776,9,122
stuffers,6.632111670183599,1,123
cooks,6.60355656704206,1,124
birthday,6.588081221029202,553,125
huh,6.587610776529469,10,126
gsp,6.583440208290055,1,127
teehee,6.580079780037924,1,128
regalo,6.576901349655823,5,129
frisked,6.567434722326907,1,130
blindside,6.5578799798438,5,131
greyson,6.544758053186782,6,132
beliebers,6.518835526335512,1,133
enero,6.515488222185769,1,134
spy,6.513718552419266,2,135
spotted,6.498103563545542,2,136
lololol,6.4966933705277095,1,137
mmhmm,6.494504770594786,1,138
ranked,6.4823033962923855,33,139
maryland,6.481600480665598,4,140
urinal,6.479121340009839,1,141
nod,6.465255836300152,2,142
wut,6.4598351443359725,2,143
terps,6.448857270626759,1,144
wink,6.427891679632001,9,145
bayern,6.417005342721237,1,146
escort,6.415406528872759,1,147
elbert,6.413208407835537,2,148
coolest,6.40836143755491,4,149
jays,6.398257857667545,1,150
peeked,6.397610531187402,6,151
#surprise,6.393798243745594,5,152
maury,6.392203164048214,1,153
booth,6.380937463105782,3,154
naming,6.37364431138333,1,155
premo,6.368577968072008,2,156
gardener,6.365750962767767,1,157
bfff,6.361037170903319,3,158
joanns,6.360770750131279,1,159
impromptu,6.36073780732229,6,160
hurrr,6.354614296792028,1,161
aggies,6.347005352792895,1,162
probate,6.339418549777544,1,163
aquarium,6.338078087203059,1,164
award,6.3374852207726535,17,165
visitors,6.296942798447512,1,166
colby,6.275119475401124,2,167
wonderwoman,6.2682803612531295,1,168
cutler,6.265649603447476,3,169
twist,6.256046921731094,7,170
lmaooo,6.24658293417311,2,171
chinchilla,6.235193664296541,1,172
nahh,6.216265523926787,3,173
giftcard,6.20252895772571,1,174
nani,6.1914243206235104,1,175
2xist,6.183702200649125,1,176
bouquet,6.183433234183567,7,177
parked,6.17884190744055,1,178
cahill,6.171748773575372,1,179
derry,6.160995509014713,1,180
picked,6.153121083638614,42,181
jk,6.123657814573726,26,182
streamers,6.120367824062514,4,183
dresser,6.090848674152216,4,184
visitor,6.090062377712426,1,185
bushes,6.072323751149403,1,186
overeem,6.072284769453197,1,187
hihi,6.068152143856009,8,188
huey,6.0664618240943735,10,189
brewers,6.059385646980284,1,190
niece,6.052067320857379,27,191
gunny,6.036330414003067,1,192
augustus,6.0246348177033395,1,193
pantless,6.0239054398149685,1,194
requested,6.01858932061688,7,195
salmon,6.018453719735141,2,196
nices,6.017418824665949,1,197
wetter,6.011116825066056,4,198
additions,6.0061507310139985,1,199
gf,6.003439039159993,21,200
appreciates,5.98036720715331,9,201
farris,5.977159137103744,5,202
april,5.973963248971001,1,203
smellin,5.963450375241972,1,204
announcing,5.951202981397518,2,205
newark,5.942168564328791,12,206
tempah,5.942071007213522,1,207
xd,5.93915810767334,14,208
intials,5.937012237607768,4,209
cooler,5.936727622799142,1,210
voted,5.93251451629233,4,211
teri,5.930773216874337,5,212
interesting,5.914299115010246,52,213
tucked,5.912925998992203,2,214
patrons,5.910400863458402,1,215
killian,5.906720618419349,1,216
suds,5.900332580882521,7,217
lookout,5.885606891034159,4,218
spotter,5.885577381993861,1,219
refrigerator,5.878881911206408,3,220
picks,5.877096393344236,5,221
awee,5.874484470781467,1,222
denver,5.867344692348909,4,223
getready,5.860883019558325,6,224
woow,5.85574828770169,1,225
salts,5.855318955680963,1,226
requests,5.854798076683568,1,227
