word,score,wordCount,SVM_Rank
rollator,55.559708073414896,1,0
breeze,52.384853135788376,11,1
bonus-,51.19346001216576,1,2
-beautiful,49.25856319926034,1,3
breeze-,47.11497338785581,1,4
shoutout,46.32301091709786,3,5
misti,45.379870771848886,3,6
mazing,45.028202757332025,2,7
maltipoo,44.7938037964569,5,8
outdoorsman,44.596130837336304,1,9
18-pound,44.57751969415115,3,10
gaslamp,44.527506495445635,3,11
2-bedroom,43.76722347062804,1,12
alissa,43.31090633158615,1,13
spanakopita,43.202956240880155,2,14
calzones,43.12638384814754,2,15
responsive,42.743496413645886,23,16
lifesaver,42.17204226349648,1,17
retractable,41.90335678928075,1,18
xanh,41.81286144122262,1,19
bitesize,41.64882833499597,1,20
athleta,41.59208507573845,3,21
fineliners,41.51492260770591,1,22
calming,41.49787676815865,12,23
puzzles,41.363685296108414,2,24
promptness,40.97244818194025,1,25
ferris,40.81604791737496,4,26
popovers,40.78917149078042,1,27
mixins,40.34994451823174,3,28
retriever,40.20541377885941,1,29
versatile,40.15417154532078,2,30
2-element,40.14851201078426,1,31
linc,39.92898002842752,1,32
mahalo,39.81902932744998,2,33
cmu,39.69455626171816,1,34
seamless,39.649036339276776,5,35
adirondack,39.3762825785993,1,36
-friendly,39.28929710866804,1,37
friendliest,39.18293704900576,16,38
diggity,39.1584104903785,1,39
adorable,39.14630642087309,17,40
purrfect,39.01727438152926,8,41
dottie,39.000233589966356,1,42
unstressed,38.879750401539965,1,43
apperciate,38.74605361482524,1,44
snickerdoodle,38.629089404381645,2,45
bahama,38.60207740518875,3,46
zippered,38.39651000779317,1,47
approachable,38.382152969104354,11,48
soleil,38.35187013750712,1,49
favs,38.32387257525271,7,50
handy,38.32116830273381,12,51
ncaa,38.3155611660558,1,52
sweetest,38.11403213442364,8,53
smile,38.07138616164387,126,54
outkast,38.054250947344954,1,55
6-piece,38.04415456694312,1,56
unrushed,37.99081783685614,1,57
joys,37.874133577690074,1,58
punctual,37.8575653819922,8,59
whipsmart,37.5609664425305,1,60
wheaten,37.551981323433495,1,61
simons,37.544377896642715,1,62
pleaser,37.48748124665083,2,63
awning,37.29057965904424,2,64
lawrenceville,37.24304088985791,5,65
personable,37.196765790118434,48,66
intuitive,37.12413257234611,5,67
deadlines,37.12332980487923,4,68
relaxing,37.02635091645618,66,69
popover,36.99849322670403,1,70
cutest,36.99204320704001,4,71
365,36.96924038016272,1,72
pescetarian,36.93268484582347,2,73
audrey,36.92832132309991,2,74
kronos,36.860588259974946,3,75
easing,36.782277995818575,2,76
shakshuka,36.74323454900082,2,77
camus,36.69665072806805,1,78
terrance,36.69513631379802,2,79
istanbul,36.689335100228135,2,80
alexa,36.66619421172389,2,81
pastitsio,36.6609373264683,3,82
ease,36.61079599225093,14,83
carin,36.59107916379999,2,84
melinda,36.58397858001541,1,85
pie,36.563542037437,99,86
casbah,36.53082636286534,4,87
painless,36.501694254685134,8,88
beavertail,36.35884830039825,2,89
julia,36.35100972196986,1,90
perks,36.34900728172576,2,91
rockin,36.2705531423336,4,92
kutz,36.12934134042203,1,93
housemade,36.12442136344552,3,94
bookmark,36.10043778242583,1,95
eased,36.073321132324025,1,96
companionable,36.05590104881877,1,97
affogato,36.03764513919239,1,98
faves,35.99704196030581,6,99
sportsbook,35.97663620361821,1,100
pomodoro,35.971917760962654,1,101
mystere,35.96170541958385,11,102
bobbies,35.92766910183016,2,103
bonnie,35.916951898554814,1,104
koobideh,35.89413536743831,5,105
petite,35.85371789541165,6,106
cheerful,35.81486081201611,8,107
spacious,35.79367506208895,50,108
norcal,35.79298222364507,2,109
roomy,35.78505578007423,4,110
fitbit,35.75951148076365,2,111
awnings,35.75812571856876,1,112
atc,35.74308466170008,1,113
coeur,35.70769934007555,1,114
pomodori,35.64495094028683,1,115
saganaki,35.507571473934135,2,116
cristo,35.45307606147452,4,117
thoughtful,35.43642987544216,10,118
loveeee,35.425900294123934,1,119
challenges,35.41706713316616,5,120
unparallelled,35.318210830503574,1,121
awesome,35.194357936132874,699,122
toughest,35.13426694957141,1,123
scrumptious,35.08293639808248,10,124
goodie,35.05301049758188,1,125
thanh,34.842064453835675,1,126
spunky,34.80511240878286,1,127
hearty,34.78463365143749,22,128
blondies,34.75375381939243,1,129
neat,34.75010164078624,39,130
carefree,34.71281859431494,2,131
backgammon,34.68891025975604,1,132
prompt,34.57930475383199,69,133
unassuming,34.55926777646282,4,134
-fresh,34.52514442172895,1,135
benedicts,34.50706069237985,1,136
obstacles,34.503280627904005,3,137
cannolis,34.47486243818784,2,138
amaxing,34.45829007844898,1,139
pies,34.44220959261513,10,140
eases,34.41915583129911,1,141
furbabies,34.36502878291576,1,142
redhead,34.35047459468316,5,143
adam,34.302136345314096,18,144
dependable,34.29332311307009,3,145
discreetness,34.28275712451561,1,146
laidback,34.12156645378499,1,147
goodies,34.097983847711575,13,148
savory,34.06019301953329,31,149
tribulations,33.99318323620848,1,150
sturdy,33.98960564381008,2,151
stromboli,33.95360185302145,2,152
terrific,33.95040427241685,32,153
rad,33.941565994806766,5,154
gorgeous,33.928170639346206,41,155
vapes,33.88975809069119,1,156
lobsta,33.887961353489274,1,157
-fun,33.87834623375821,1,158
northstar,33.81526679189908,1,159
stetson,33.763907202730664,5,160
nanaimo,33.71754954650183,1,161
stainless,33.663773832055185,8,162
caleb,33.63811819418726,1,163
vaporizer,33.47270247245092,3,164
uprights,33.41787048185601,1,165
gyros,33.41081163187337,25,166
jenga,33.39444575163837,2,167
grin,33.37475639136693,5,168
moleskines,33.36477019931088,1,169
emily,33.23654171750427,4,170
baklava,33.19327224470956,22,171
4-piece,33.14691512463541,1,172
lovin,33.13959657381973,1,173
alabama,33.06107084082643,1,174
you.the,33.058335582323636,1,175
tranditional,33.03669256058288,1,176
daphne,33.03279908347061,1,177
collard,32.96986830419769,14,178
chevy,32.91505914536816,7,179
bastille,32.89885938261065,1,180
bonheur,32.88306050214567,1,181
serene,32.822411913031104,2,182
portable,32.81775032600183,5,183
asheville,32.813181086520615,2,184
georgian,32.79678848600473,6,185
contentment,32.77916075161457,2,186
buttah,32.77037617773206,1,187
cpr,32.69497042299308,3,188
toscana,32.670053384557505,1,189
poppyseed,32.65367231219528,2,190
souvlakis,32.595265273127154,1,191
smoothly,32.55207072469349,11,192
pleins,32.517189647874176,1,193
courteous,32.493003187709945,80,194
nautical,32.44561948311414,1,195
gr8,32.444871270486814,1,196
vitello,32.38533893498696,1,197
yorkville,32.37137861515774,1,198
calmer,32.33020848771719,6,199
piccata,32.32765734126876,6,200
letzte,32.317547163979995,1,201
sleek,32.28466107469664,6,202
jessi,32.26095333070755,1,203
wahoo,32.20061118655917,1,204
meilleurs,32.181614797233536,2,205
mp5,32.16878871632484,2,206
molly,32.12471866294244,1,207
vivian,32.05775347753108,1,208
temptations,32.03660800288377,1,209
formaggio,32.032044850997735,1,210
raindrop,32.02812111613399,4,211
ibiza,31.977903536818932,1,212
gadgets,31.88208766907336,5,213
accommodating,31.860753612585132,90,214
rooftop,31.84952105784515,9,215
benedict,31.845737385353583,47,216
