Word,Value,Freq
dentist,-15.58036551890132,1
grammys,-14.461551503976871,1
denist,-14.373012984887906,1
thanksgiving,-13.894955885554145,12
float,-13.553306892327571,1
exam,-13.449222983781754,6
candy,-13.248422355707818,1
pumpkin,-13.068907573711517,2
eber,-12.634632070659983,1
thankfulness,-12.483888752398409,1
pinterest,-12.315869154252267,1
carnival,-12.173447081074153,1
strep,-12.155030791234338,1
inspring,-12.137130166974357,1
nutcracker,-11.981494160279022,1
wonka,-11.921305651196159,1
infection,-11.759986496066373,1
scary,-11.742966501187821,1
inspiration,-11.620229090924157,1
toe,-11.27612333083612,1
bday,-11.218658242666079,2
immanuel,-11.202398041210396,1
robin,-11.193083168264867,2
vision,-11.117650496086368,1
tunnel,-11.092813801758167,1
sparkly,-10.968065626393214,1
horsies,-10.884999933624542,1
disney.com,-10.80894848718213,1
ray,-10.748524270143987,2
shaq,-10.618045934229345,2
invisible,-10.537464015239083,1
surgery,-10.390957339618467,1
blessings,-10.364006181600807,1
unwrapped,-10.20658496659451,1
creations,-10.167835231307437,1
viva,-10.103988415964187,1
glitter,-10.092601765673262,1
inspirational,-9.951906010537867,1
visiting,-9.926278742051133,3
wings,-9.910674730846535,1
walker,-9.86033177417881,1
thursday,-9.778860440318725,2
tomorrows,-9.761026661821791,1
tuesday,-9.758003588728375,2
popcorn,-9.74675359593476,1
orthodontist,-9.67463721251809,2
surveys,-9.668747118808506,6
circumcised,-9.668065416825876,1
superexcited,-9.595641396167068,1
search,-9.573245478331724,1
exams,-9.519473086790954,3
horses,-9.513254912837807,3
nod,-9.456107053517508,1
cinderella,-9.447513859159178,2
surprise,-9.409674328105556,13
crawling,-9.405949847018992,1
bye,-9.394668141793494,1
tweeties,-9.37093150815137,1
visited,-9.366352710843895,2
cookies,-9.35692613188132,1
pasadena,-9.340745237142045,1
visit,-9.31601012483994,3
snoopy,-9.311557667697121,1
eliot,-9.292131916242994,1
chicken,-9.274517511779736,1
appointment,-9.152913720060742,4
dressed,-9.150893559727429,1
snowglobe,-9.11670348015867,1
joy,-9.108919300612827,20
painting,-9.075599046592043,1
joyous,-9.063980651623048,2
chair,-9.017655170642808,1
angels,-9.004279032882874,1
parade,-8.971810304350177,2
smiles,-8.927317745823673,2
phobia,-8.923506356976791,1
buffies,-8.91887768344586,1
presence,-8.899236188944496,1
uplifting,-8.890843476299338,1
flappin,-8.84895340896687,1
chirstmas,-8.83506383374871,1
owl,-8.78637524904393,1
presentation,-8.738917703366367,5
carrot,-8.714368021613367,1
lab,-8.692303711617063,5
momm,-8.66931955264685,1
mission,-8.665766574825033,2
booths,-8.663760725976337,1
swish,-8.64151353561287,1
