word,score,wordCount,SVM_Rank
joy-,15.36472801283428,1,0
lemsip,12.2293794972862,3,1
carols,11.545457193960793,14,2
sunshiny,11.01200207525001,1,3
joys,10.84112862965888,9,4
sunshines,10.728400270074875,1,5
joyness,10.27242736343463,1,6
meridian,10.243681562974754,1,7
achey,10.220821780939794,1,8
yule,10.213696796622994,2,9
gladness,10.135745242250923,5,10
joy,10.134706268554002,388,11
sunbeams,10.044807909908982,2,12
jolly,9.946621754294053,5,13
fettling,9.88492156620918,2,14
excelsis,9.84099026245471,1,15
unltd,9.833132221751743,1,16
radiate,9.732559251575363,5,17
christmassy,9.620574852051394,4,18
choristers,9.451490594517217,2,19
hosanna,9.43761607521882,1,20
energies,9.33857786144922,1,21
mercies,9.248245767702926,7,22
joyous,9.208967206167262,15,23
joyful,9.14400615349512,23,24
teething,8.972497085525038,1,25
brighten,8.804421614632524,1,26
blessings,8.718491561431378,33,27
radiant,8.716543831901575,2,28
gospel,8.626712044768073,12,29
panto,8.623262799838411,2,30
quarterbacking,8.552429222822369,1,31
fellowship,8.469859165420793,2,32
thanksgivings,8.46800690489745,3,33
m25,8.463709375008435,4,34
thankfulness,8.457858805859992,3,35
caroling,8.438802147061928,5,36
merry,8.437278181318984,23,37
cheerful,8.400577703584332,2,38
uplifting,8.35836177683348,4,39
labours,8.349223569690665,1,40
evenings,8.322059053366448,1,41
contentment,8.267293774795746,4,42
divinity,8.216738077325076,1,43
snuggle,8.20833878871385,6,44
massage,8.165903476596792,7,45
richly,8.131513023111648,1,46
mornings,8.11977054733148,6,47
unalloyed,8.068402799825474,2,48
lighten,8.053603187341608,1,49
grapejuice,8.016797211460666,1,50
cheeks,7.983532356699805,2,51
hallelujah,7.982794508253371,2,52
gloriously,7.9681972370991945,1,53
lewisham,7.95750667305314,1,54
bless,7.912145660916619,18,55
sunshine,7.90145098846983,16,56
happines,7.894766041204032,3,57
pedis,7.862784723094795,1,58
deaconess,7.860936410678549,2,59
microsystem,7.83774616381944,1,60
rom,7.819240187976043,4,61
15am,7.814378922626333,2,62
fibro,7.770684654311721,4,63
errands,7.722695196229334,5,64
housework,7.683051258306164,2,65
hymns,7.656067864656653,2,66
jammie,7.628858168530958,1,67
8am-8pm,7.615696327227217,4,68
prac,7.614696785266072,1,69
holyspirit,7.593891047147058,1,70
immanuel,7.592156568742525,8,71
xrays,7.588181488912263,1,72
commute,7.56308731738637,5,73
shining,7.3721757944134785,6,74
dozing,7.362383523400847,3,75
cuddles,7.350478660169215,7,76
philippians,7.331232308850805,1,77
choir,7.324604761172275,10,78
radiance,7.317904685483005,2,79
duvet,7.309864713134103,1,80
pract,7.305996636732194,1,81
7.50am,7.2979755399947885,1,82
reflectin,7.267397478910225,2,83
beatitudes,7.2630696092979585,1,84
chores,7.247857198752002,2,85
blissful,7.233704004564701,1,86
christmastime,7.220777457657927,5,87
12days,7.217802259555392,1,88
lifeskills,7.191616934122629,1,89
blessed,7.189538288671353,50,90
bonding,7.175371528376124,1,91
relaxation,7.165411083082955,3,92
physiotherapy,7.158335034117024,3,93
breakie,7.157710465194808,1,94
cafs,7.145758448775493,2,95
beam,7.1366502998484895,1,96
oneness,7.133121414173332,2,97
healing,7.126871246089794,3,98
uplift,7.112307736311206,1,99
mornin,7.110847692893153,3,100
4oo,7.105982132876023,1,101
glorious,7.063238071691575,4,102
goodness,7.060828420998599,16,103
unhurried,7.048586714256865,1,104
appt,7.0471091174384535,5,105
merriment,7.033360700112611,1,106
knackered,7.001810262166802,1,107
larch,6.968013483722133,1,108
extolling,6.946871695406547,1,109
allday,6.9460974889894365,2,110
novocaine,6.940178993544902,1,111
pleasures,6.935063071084639,2,112
happyness,6.932803058127878,2,113
rebooked,6.915237310385284,1,114
uplifted,6.907079414554711,1,115
soaking,6.903397930935461,1,116
barnes,6.891744428005892,1,117
grace,6.856250581934819,31,118
gratitude,6.839529090936055,29,119
hobnobs,6.787346710003864,2,120
exams,6.781900914123294,35,121
infusion,6.774835731719752,1,122
morn,6.746069875495875,9,123
matin,6.725197502058076,2,124
lights-,6.724517545484169,1,125
resume,6.718256917418381,2,126
feasting,6.712906681714282,2,127
supper,6.706688089635477,4,128
tutor,6.698034073687339,1,129
chanukah,6.676763458068858,2,130
jumper,6.665217761699053,2,131
