Word,Value,Freq,SVM_Rank
circuses,42.02384060100978,1,0
graham,32.56347392501601,1,1
fernandez,32.26731667989242,2,2
shipwreck,29.81590433306686,2,3
sacrament,26.75704410814319,1,4
job.i,26.68977210368015,1,5
dehumanizes,26.00397964241263,1,6
empathic,25.664778509337204,1,7
mueller,25.63201262700551,1,8
empathy,25.40545461775958,4,9
aerial,25.051826710548717,1,10
meranti,24.936456240354147,4,11
chartered,24.45577784582197,1,12
catchment,24.326703112957624,1,13
cetera,24.27562712339804,1,14
mutilate,24.102133791207763,2,15
gilbert,24.067087495343436,1,16
"1,200-calorie",23.953994398675896,1,17
nicolas,23.94438639123645,1,18
janis,23.697567564320295,1,19
zambia,23.465610160526417,1,20
grieve,23.333165228958975,2,21
gaza,23.306226784515545,3,22
plane,23.224790282021203,1,23
kils,22.74686894489561,1,24
compensation,22.65140578619527,1,25
comey,22.570776003729108,1,26
caimans,22.561449642188656,1,27
uganda,22.54250451878457,4,28
transit,22.329970910359577,1,29
snorkeling,22.026951490856547,1,30
vandalism,21.88461834421806,1,31
bus,21.70415486483911,9,32
calais,21.680074276250913,4,33
shanahan,21.6427333322042,1,34
brady,21.597591328143288,1,35
churches,21.559883199899907,1,36
burma,21.454461791884533,2,37
methylmercury,21.401846359445344,2,38
thomas,21.358159111822673,4,39
healing,20.790280268651514,3,40
normalize,20.74543743558032,1,41
malnourishment,20.652668590671638,1,42
brazil,20.631904112437375,11,43
wrecks,20.478638322686272,2,44
approx,20.477032611940146,1,45
cdc,20.45119205714431,1,46
duckworth,20.280340334358335,2,47
inopportune,20.27630014648188,1,48
heartbreaking,20.201194853407827,17,49
biographical,20.166220867670944,1,50
carraway,20.133878563362494,2,51
tears,20.12184142907701,9,52
sympathize,20.070705401999682,3,53
seats,20.04811626007772,2,54
rwanda,19.99401572428426,1,55
boat,19.8655242044874,8,56
alexandria,19.852722213855543,1,57
capsized,19.848572793084216,1,58
mining,19.819162471877966,6,59
reproduction,19.81696416626744,1,60
tour,19.80678128810915,1,61
circus,19.80077600964701,3,62
parole,19.7480570139517,1,63
intern,19.668388915252407,1,64
swastikas,19.646760714976764,2,65
abuja,19.623204995099535,1,66
dehumanizing,19.6053858829412,1,67
comunale,19.560496022126088,1,68
collins,19.524358542356005,1,69
oct,19.402034966534494,4,70
measles,19.369731736132643,1,71
primal,19.366593516374735,2,72
ad,19.348208744097484,2,73
reef,19.34399992492078,5,74
palmer,19.201223253540107,4,75
nino,19.13546049801859,2,76
upheaval,19.118337181821786,1,77
"220,000",19.036806731353607,1,78
boarding,19.029702367583113,1,79
habitat,18.904790178017578,6,80
commissioned,18.89471953018527,1,81
torn,18.858139652701013,11,82
thiols,18.76424686899523,1,83
conveyor,18.699736192294807,1,84
tumor,18.687912649470782,1,85
awareof,18.685011168129833,1,86
requ,18.65807047426965,1,87
churn,18.602904944659358,1,88
afrikaans,18.587416050076072,1,89
emotional,18.58573588495173,14,90
raphael,18.57960124468388,5,91
ceding,18.542990887302935,1,92
church,18.514567033745372,4,93
emotionally,18.449612112114508,7,94
cruise,18.433599356396144,3,95
buses,18.417889107189062,3,96
infants,18.40258029257764,3,97
tulsa,18.39400762478924,1,98
oprah,18.33675932810106,2,99
fasciitis,18.334285175816362,1,100
sugar,18.28860823490693,1,101
soonest,18.267373425556286,1,102
firsthand,18.25802055869829,1,103
reporting,18.18639339961404,6,104
dubose,18.178063623972598,2,105
buss,18.065803693438674,1,106
monty,18.042148177428224,2,107
sandu,18.036820388958994,1,108
insight,17.98814155449736,1,109
nile,17.986850872494244,1,110
geographic,17.937411969440667,1,111
interview,17.919535880907567,5,112
relaying,17.90660308897965,1,113
aircraft,17.905548487079734,4,114
salines,17.886432539387826,1,115
journey,17.802055227445358,1,116
privileges,17.80181267074645,1,117
"18,000",17.771262462018434,1,118
myanmar,17.764210456507243,1,119
orphaned,17.75387081980538,2,120
healer,17.75031701118371,1,121
iud,17.746225797079994,1,122
bono,17.739747229822484,1,123
ulterior,17.68913927119545,1,124
fortunate,17.683098479611175,3,125
orangutans,17.664104317168224,3,126
glaciers,17.662299638512565,3,127
nurturing,17.65776471887738,1,128
flyers,17.653932811387357,1,129
job,17.57297775075157,35,130
conversion,17.54994900335449,4,131
bleeding,17.518047872418478,1,132
awww,17.506930823714796,1,133
landed,17.48783988062847,1,134
months.i,17.47984899975316,1,135
salary,17.38827625551781,3,136
riot,17.368037666034866,2,137
arsons,17.36375984435181,1,138
hire,17.34216858752997,1,139
grader,17.32974297775435,1,140
senate,17.309839684684,2,141
angelia,17.291126931920132,1,142
board,17.256048537757927,5,143
prayers,17.2517725561613,8,144
pruitt,17.226643853400347,1,145
passengers,17.218120240727657,3,146
busch,17.171562413536698,3,147
ticks,17.128468739753437,1,148
cbs,17.113179904276265,2,149
enclosure,17.074654753378887,3,150
wounded,17.065449722837485,3,151
