Word,Bert,Distilbert,Bert_Mask,DistilBert_Mask
incapable,-0.000349815,8.57e-06,0.10940051078796388,-0.11870062351226808
tide,-0.000318198,-3.63e-06,-0.023442983627319336,0.030556678771972656
temptation,-0.000299444,1.0300000000000001e-05,-0.2754948139190674,-0.1213531494140625
bane,-0.000278617,-3.66e-05,0.2294381856918335,-0.0023839473724365234
folded,-0.000262963,-6.3e-05,-0.042316317558288574,-0.4296051263809204
smartphone,-0.000258624,-2.4e-05,0.054660439491271966,-0.07374835014343263
poker,-0.000256086,3.4200000000000005e-05,0.13454818725585938,-0.02458035945892334
coloured,-0.000253357,-3.87e-05,0.0926508903503418,-0.07344168424606322
finishes,-0.000249556,-2.84e-05,0.012973546981811523,0.01985692977905273
breathed,-0.000247322,-3.3799999999999995e-05,0.11665964126586915,0.0021696090698242188
continuous,-0.000246026,-1.0800000000000002e-05,-0.1827075481414795,-0.14300525188446045
greene,-0.000240486,5.39e-06,-0.0814216136932373,-0.04797959327697754
effective,-0.00023459900000000002,-4.5799999999999995e-05,-0.05941241979598999,-0.10370683670043944
gentlemen,-0.000232063,-2.9100000000000003e-05,-0.16273856163024902,-0.06017863750457764
59,-0.000229628,-5.31e-05,-0.006219625473022461,0.007493495941162109
encouraging,-0.000221948,1.39e-06,-0.23511070013046265,0.0003837049007415772
rory,-0.000217407,-5.3400000000000004e-05,0.039325714111328125,0.0346527099609375
mcgraw,-0.00021690000000000001,-3.2500000000000004e-05,-0.05775892734527587,0.12170147895812987
mistaken,-0.00021679400000000003,-2.9999999999999997e-05,-0.004083991050720215,0.09037244319915773
guinness,-0.000212937,-2.7699999999999996e-05,0.02097296714782715,0.03338181972503662
thanking,-0.000211687,2.7600000000000003e-05,-0.15618765354156494,0.0043500661849975595
iss,-0.00020859,-8.55e-05,-0.031584739685058594,0.02256119251251221
flashes,-0.000205994,-3.28e-05,-0.038601160049438484,0.024331331253051758
thoughtful,-0.000205879,-2.52e-05,0.09155702590942384,0.09275126457214357
occupied,-0.00020567,2.58e-06,0.15903353691101074,0.13473498821258545
dubai,-0.00020276400000000003,-2.8199999999999998e-05,0.015980005264282227,0.07752853631973268
gb,-0.00020182599999999997,1.35e-06,-0.056885838508605964,0.08428406715393066
metres,-0.00020113599999999998,-5.65e-05,0.03904128074645996,0.02967190742492676
chores,-0.000198142,-2.95e-06,-0.19853544235229487,-0.18079477548599246
