Word,Bert,Distilbert,Bert_Mask,DistilBert_Mask
perfection,-0.000378931,3.75e-05,0.03198504447937012,0.021192073822021484
supernatural,-0.00030278099999999996,-0.000121834,-0.092695951461792,0.04851019382476807
mount,-0.000277058,-1.89e-05,-0.06329977512359619,0.06620347499847412
encouraged,-0.000275278,-5.3500000000000006e-05,0.013936519622802734,0.05046534538269043
54,-0.000252137,-4.71e-05,-0.008124351501464844,-0.056018471717834466
comparison,-0.000246785,-1.27e-05,-0.32556456327438354,0.20142680406570435
winding,-0.00022668,5.15e-05,-0.1932229995727539,-0.08581564575433731
rev,-0.000210162,-7.329999999999999e-05,-0.003945133648812771,0.011483343318104744
trophy,-0.000205368,-7.730000000000001e-05,-0.08257925510406494,0.0026040077209472656
gathering,-0.000193525,2.22e-05,0.13102376461029053,0.026847481727600098
danced,-0.00018816599999999997,-2.94e-05,-0.2757555246353149,-0.2762637138366699
judgment,-0.000188023,-5.12e-05,-0.019060969352722168,-0.02685117721557617
infinite,-0.00018611,1.74e-05,-0.021947264671325684,0.035361289978027344
candles,-0.00018501599999999998,5.95e-06,-0.01208949089050293,-0.06911027431488037
powers,-0.00017972599999999998,6.8e-05,-0.037789583206176765,0.005204439163208008
citizens,-0.00017395599999999999,-5.24e-05,-0.061476647853851325,-0.03213353455066681
wonders,-0.00017240900000000002,-6.0899999999999996e-05,0.20176982879638672,0.07869628071784973
sings,-0.000169707,3.69e-05,0.00023293495178222656,0.07218635082244873
compares,-0.000166409,3.98e-05,-0.12063002586364745,-0.13066112995147705
resting,-0.000159988,3.18e-05,0.30100464820861816,0.3240104913711548
pursue,-0.000159858,4.47e-05,-0.391780287027359,-0.13414627313613892
clouds,-0.00015862,-3.6099999999999997e-05,-0.01102288533002138,-0.04027654603123665
10th,-0.000158469,-8.23e-06,-0.017171144485473633,0.00583183765411377
leo,-0.000152721,6.27e-05,0.0660238265991211,0.08022841811180115
attract,-0.000150991,-2.8899999999999998e-05,-0.004832267761230469,0.017771581187844276
44,-0.000150801,1.4499999999999998e-05,-0.0188637375831604,-0.001498063444159925
pillows,-0.0001505,2.34e-05,-0.046433806419372566,0.06617987155914308
medication,-0.00014989,1.95e-05,0.2928752601146698,0.21096211671829224
mourning,-0.00014835600000000001,-3.28e-06,-0.07594284415245056,-0.034723877906799316
marley,-0.000148106,-2.9600000000000005e-05,-0.44344979524612427,0.04322199523448944
remedy,-0.000145723,-0.000113435,0.018985271453857425,0.06705018132925034
emotionally,-0.000143949,5.6e-06,-0.2073558419942856,-0.022741738706827164
jumps,-0.000143463,-7.06e-05,-0.09976506233215332,-0.03586351871490478
fireplace,-0.000142976,6.620000000000001e-05,0.023846298456192017,0.006634488701820374
mystery,-0.00013974200000000002,5.6399999999999995e-05,-0.10248619318008424,0.07968264818191527
22nd,-0.000138447,9.15e-05,0.09972041845321657,0.17044784128665924
lamar,-0.000138169,-7.26e-05,-0.13660472631454468,0.03547254204750061
beliefs,-0.00013780200000000002,-8.190000000000001e-05,0.005721330642700195,-0.008524894714355469
placement,-0.000137575,-9.82e-05,0.04259701073169708,0.1315089464187622
stitches,-0.000135887,-2.71e-05,0.05513763427734375,0.2997422516345978
spirits,-0.00013422100000000001,-5.08e-05,-0.04565876722335816,0.0273934006690979
experiences,-0.00013112,-4.68e-06,-0.03719894960522652,0.019174586981534958
malcolm,-0.000128203,-8.26e-05,-0.006109237670898438,-0.0142747163772583
honored,-0.000127641,1.7e-05,0.0760570764541626,0.08216118812561035
capt,-0.000126467,2.0300000000000002e-05,-0.04443031549453736,0.2364696562290192
flower,-0.00012421,-0.00012015100000000001,0.16335271298885345,0.020415090024471283
experiencing,-0.000123537,-3.289999999999999e-05,0.1079702079296112,0.14883953332901
friendships,-0.000122431,4.6700000000000003e-05,0.006582260131835938,0.02029132843017578
eleven,-0.000122027,3.32e-05,0.2452191114425659,0.1404939889907837
remix,-0.000121705,-4.8200000000000006e-05,-0.07822331041097641,-0.07090200483798981
toward,-0.000119546,-4.8899999999999996e-05,-0.2546977996826172,-0.09127143770456314
electric,-0.000119409,-0.000116049,0.03453265130519867,-0.11414200067520143
seeds,-0.00011923299999999999,-2.61e-05,-0.04941362142562866,0.08804330974817276
exempt,-0.00011829700000000001,4.59e-06,0.4429750442504883,-0.046999335289001465
renew,-0.000117856,-4.6500000000000005e-05,0.02407455444335937,0.056499481201171875
greeted,-0.00011776,4.6e-05,0.21252202987670896,0.3236416280269623
quran,-0.00011599100000000001,-4.52e-05,0.18523728847503665,-0.08333009481430054
severe,-0.00011483799999999999,1.14e-06,0.014494895935058594,0.11681213974952698
praises,-0.00011473100000000001,7.8e-05,0.0307844877243042,0.019069552421569824
