Word,Bert,Distilbert,Bert_Mask,DistilBert_Mask
hormones,-0.000144876,-2.7399999999999995e-05,-0.14566147327423096,-0.6389561891555786
neglect,-0.000128212,-7.38e-06,-0.024689197540283203,-0.04653000831604004
defending,-0.000123769,-5.85e-06,0.2343326359987259,0.2344330996274948
shelter,-0.000116594,-1.13e-05,0.01756554841995239,-0.07658952474594116
keeper,-0.000110028,-3.32e-05,-0.05681180953979492,0.004818201065063477
pawn,-9.350000000000001e-05,5.91e-06,0.12604856491088867,0.10843133926391603
avatar,-9.19e-05,4.5e-05,-0.04398155212402344,0.012625455856323242
govt,-9.159999999999999e-05,-3.17e-05,-0.14060771465301514,-0.1193094253540039
bites,-8.759999999999999e-05,-3.4e-05,0.01609891653060913,0.1380295753479004
deeply,-8.68e-05,-9.36e-06,-0.0015099915908649564,-0.04652952775359154
atlantic,-8.65e-05,-2.09e-05,0.02068424224853516,0.02078700065612793
greet,-8.55e-05,1.7100000000000002e-05,-0.09302306175231934,-0.11222338676452637
explains,-8.52e-05,-3.63e-05,0.0933551788330078,0.07458186149597168
harsh,-8.190000000000001e-05,-1.39e-05,0.26311632990837097,0.4820474982261658
playoffs,-8.120000000000001e-05,2.54e-05,-0.04314954578876496,-0.07103137671947479
aspect,-8.04e-05,-4.93e-06,-5.91278076171875e-05,0.02472019195556641
wounds,-8.04e-05,-1.56e-05,-0.007351607084274292,0.07661712169647218
designer,-7.759999999999999e-05,1.0199999999999999e-05,-0.0112152099609375,0.002804279327392578
tragedy,-7.759999999999999e-05,-9.11e-06,-0.16189873218536374,-0.00832186173647642
allows,-7.57e-05,-2.62e-05,0.0129590705037117,0.06302331387996674
records,-7.4e-05,1.9399999999999997e-05,-0.0046653375029563895,0.32849329710006714
divorced,-7.13e-05,7.52e-06,-0.08896529674530029,0.023551225662231445
17th,-6.95e-05,1.25e-06,-0.03583216667175293,-0.12839704751968384
horribly,-6.709999999999999e-05,5.610000000000001e-05,0.03995251655578613,0.048288822174072266
segment,-6.69e-05,1.8e-05,-0.10927623510360718,0.2417026162147522
blues,-6.56e-05,-2.23e-05,0.0433046817779541,0.10710573196411133
lasts,-6.4e-05,-1.74e-05,-0.006629705429077149,0.060128647834062576
devastated,-6.35e-05,-2.53e-06,0.09427917003631593,0.02698802947998047
inadequate,-6.24e-05,2.9100000000000003e-05,0.4672625660896301,0.09588581323623656
teens,-6.159999999999999e-05,1.3800000000000002e-05,-0.2551064491271973,0.10043799877166748
rangers,-5.9999999999999995e-05,-1.74e-05,0.10705479234457016,0.1654454469680786
somethin,-5.9699999999999994e-05,-1.64e-05,-0.038238197565078735,0.02276948094367981
mentions,-5.9699999999999994e-05,-7.7e-06,-0.07387830317020416,-0.11064812541007996
informed,-5.91e-05,-5.96e-05,-0.06357426941394806,0.10733482986688614
trusted,-5.7799999999999995e-05,2.62e-05,-0.008613109588623047,-0.08033561706542969
hugging,-5.65e-05,-1.92e-05,-0.03454327583312988,-0.033672571182250984
violent,-5.56e-05,1.39e-05,0.3798637688159943,0.472590982913971
noticing,-5.539999999999999e-05,9.88e-06,-0.4212815761566162,-0.24089562892913816
affects,-5.520000000000001e-05,-3.91e-05,0.03915497660636902,0.09573633968830107
asia,-5.479999999999999e-05,-3.98e-06,-0.06801033020019531,-0.04562051966786385
reporter,-5.41e-05,5.34e-06,0.05333691835403442,0.12245810031890868
understood,-5.3200000000000006e-05,-8.759999999999999e-05,0.006949901580810547,0.14995265007019046
34,-5.28e-05,-4.43e-06,0.06492026150226593,0.006548547651618719
joseph,-5.27e-05,-1.6100000000000002e-05,-0.05604634806513786,-0.03936100006103516
doom,-5.25e-05,-1.0199999999999999e-05,0.07003903388977051,0.2451581507921219
syria,-5.17e-05,9.47e-06,-0.16833019256591794,-0.03601759672164917
involved,-5.15e-05,-1.22e-05,0.06229443475604057,0.06681881099939346
accurate,-5.0900000000000004e-05,3.86e-05,0.10341167449951172,0.06757926940917969
grasp,-5.0900000000000004e-05,-1.57e-05,0.01973847486078739,0.039439618587493896
deadly,-5e-05,1.25e-05,0.13742142915725708,0.33067190647125244
talked,-5e-05,-6.25e-07,-0.05263155698776245,0.14169307053089142
colder,-4.98e-05,5.91e-06,0.05482757091522217,0.07010960578918457
recall,-4.98e-05,1.75e-05,0.02359150536358356,0.10116277635097504
deprived,-4.88e-05,1.2e-05,0.014650201424956322,-0.004456758499145508
explaining,-4.8700000000000005e-05,2.01e-05,-0.0637488067150116,-0.02323251962661743
souls,-4.8599999999999995e-05,-1.58e-05,0.0074714659713208675,0.014437493868172169
canceled,-4.77e-05,-4.42e-06,-0.005658388137817383,0.18519918620586395
myth,-4.7600000000000005e-05,-5.38e-06,-0.06122295558452606,-0.04789653420448303
eagles,-4.6700000000000003e-05,-8.379999999999999e-05,0.12291324138641355,-0.12789368629455564
technically,-4.66e-05,-2.8999999999999997e-05,0.0980888605117798,0.17187237739562988
noisy,-4.6399999999999996e-05,-6.97e-05,-0.06517481803894043,0.07102704048156737
permission,-4.6399999999999996e-05,-2.3199999999999998e-05,0.0309839490801096,0.06593499332666397
moral,-4.5799999999999995e-05,-3.04e-05,0.10990843176841736,0.16101813316345215
mostly,-4.5799999999999995e-05,1.59e-06,-0.007911413908004759,0.029275506734848026
greedy,-4.55e-05,-2.27e-05,0.12040764838457108,0.2423638701438904
pocket,-4.51e-05,-1.62e-05,0.0045788371935486785,0.0329672209918499
vivid,-4.5e-05,4.26e-06,-0.08162832260131836,-0.03377455472946167
buddies,-4.429999999999999e-05,2.2800000000000002e-05,-0.18883784115314484,-0.12878836691379547
protect,-4.4e-05,7.02e-07,0.017310479655861855,0.0617690272629261
petty,-4.35e-05,3.73e-05,0.4182024598121643,0.5228790044784546
facing,-4.29e-05,-1.59e-05,0.018991470336914062,0.014301379211246969
snacks,-4.18e-05,3.229999999999999e-05,0.008261442184448242,0.0106276273727417
majority,-4.18e-05,1.82e-05,0.004625235218554735,0.13719810545444489
attended,-4.16e-05,1.22e-05,-0.0387272834777832,-0.002598285675048828
shared,-4.14e-05,-1.64e-05,0.014406367205083368,0.10661232471466063
cure,-4.1200000000000005e-05,-8.88e-06,-0.0354459173977375,-0.019702648743987083
skies,-4.1200000000000005e-05,3.3600000000000004e-05,0.033551692962646484,-0.016686439514160156
familiar,-4.0600000000000004e-05,-3.54e-05,-0.03761601448059082,-0.055508706718683236
became,-4.0600000000000004e-05,-1.29e-05,0.012062907218933105,0.03319351375102997
lineup,-4.05e-05,8.209999999999999e-05,0.009369373321533205,0.029027700424194336
whom,-4.04e-05,-1.7899999999999998e-05,-0.010453777387738228,0.020814478397369385
tequila,-4.04e-05,-2.8899999999999998e-05,-0.0021507740020751953,0.2603583335876465
funk,-4.03e-05,-1.25e-05,0.02345353364944458,0.1929166913032532
mexico,-3.97e-05,8.44e-06,0.13102006912231445,-0.019123077392578125
analysis,-3.97e-05,-2.99e-05,0.13508766889572146,0.04129131510853768
nashville,-3.96e-05,4.7499999999999996e-05,-0.00707685947418213,0.00027555227279663086
melbourne,-3.9500000000000005e-05,-3.02e-05,-0.00643293047323823,0.01923735998570919
