text,label
On hold to the bank to find out why they've taken my money but after 5 days still haven't sent it on...,1
Doesn't matter that I don't know all the words to Have Yourself A Merry Little  I sound GOOD. #smoovebaritone,1
I feel like a young child waking up to presents on Christmas morning.,1
I wish these next few weeks could fly by so that it could be Christmas Break.   cant wait for Christmas,1
About to head back to the church. #ChristmasTime #Busy,1
@Mrctn615 wat up bro am feeling nothing but rite now to.ite we gon turn up..........literally,1
I've been at my aunts house for about a half hour and I already feel like I gained 100 pounds,1
Working a double tomorrow and training some new employee,1
pumped for sistahd this morning with @bobbiehouston & @ChristineCaine!! make a loud shout for He is good.,1
I'm pretty bored right now! Great way to spend the weekend at the house/:......,1
"I dropped my phone trying to tickle tyler, and the battery popped out.",1
"Only got a German speaking exam to go, then it's Christmas",1
Finally a change! Instead of watching multiple Golf games..I get to watch NCAA games all night. #yaheard,1
There is no concrete equation for joy. you can't explain how to get in your life.,1
Note to all ya people - Smile and others will smile back to you :) Never underestimate the power of smile :)   #Peace #:),1
Sitting in my bathtub with all my pets home alone.,1
Iron hill for dinner then christmas parade in west chester it's the holidays!,1
"Feeling accomplished tonight...Found a new yoga class I love, baked some yummy treats for work and caught up w/an old friend.",1
Black Friday shopping for the first time ever! Good thing I'm not clastraphobic!,1
I think it's safe to say I won't be sleeping tonight nor tomorrow night #loveschool NAWT,1
have to wake up at 3 in the morning so we can drive 13 hours to  south carolina... #sarcasm,1
keep praying ! LOLOOoo DONT STOP ! praying keeps you in Happy ! happy =   . dont let that ole devil drag u down  #JOY.Y!,1
"â™¥ I look around at all the love in my life, and I can't believe how blessed I am.â™¥",1
Wrestling tournament tomorrow what a,1
Going to bed early for community service in the morning,1
Its the countdown to the end of the end of the semester! Only have to survive finals one more time EVER,1
"Oh great, Ljubljana is already hooked up with december's tasteless kitsch.",1
"Just felt an unborn baby in my friend's tummy kicking for the first time. I wonder if it cares that I'm singing ""pokey pokey, hi baby!""",1
Lovely is the person who can look at an enemy with perfect and #peace because they know God will handle all of it.,1
Love can change the worlds view <3 but hate can destroy all man kind!,1
"No matter what emotions the night holds, the morning always holds something better!",1
Open your arms and welcomethe joy of today! - Anonymous #Happiness #Gratitude,1
"welllllp, one more free day/night tomorrow, then serving greedy asses friday-sunday!",1
"// At the end of the day, I never really cook for myself. I'd rather cook for people.",1
"@TheBodyShopUK sitting by the fire, with my family, all cosy watching Christmas films. The simple things!",1
Happy early sunday! Bon matin tout le monde!,1
Christmas Music makes December full of  and,1
And what greets me once I arrive home...media coursework.,1
15 txts/10 missed calls.... Sometimes I wish I didn't have a phone! Time to reply...call back!,1
All town centres and retail parks will be busy today and tomorrow #doitonlineinstead,1
@michellejcarter im not even at Anna house and I have to drive to Gainesville,1
Humor. & understanding of the role  plays in life bringing wealth richness.otherwise #StayFarAwayFromMeIf â€¦,1
"Ah it's catching on, RT @ohitspat: @michellemillerr good Christmas girl",1
Mall with jake and dakota #not #faggets,1
LMAO!!  RT @danecook I just shit my pants. Pure 100% gravy.,1
Chilling with my cousins in Harlem! Going to Queens later for a thanksgiving feast! I'm in such a great mood right! #noturkeys,1
I'm so happy with my life! @thecitydc this morning getting filled with faith now  getting filled with cupcakes #lifer,1
"Finally going to bed, Love you all!  #friendship",1
Oh good lord...struthers v Campbell Friday...my timeline will be filled with how both places are trashy..,1
My week is almost guaranteed to be wild. It started at 12:01 a.m. when I realized most of my half-hour special had been deleted.,1
Being the reason of a friend's smile.,1
I have almost completed all of my Christmas shopping,1
girl starting shit on my birthday,1
just tweeted tupac lines reminded me how my step dad calls me tupac... :),1
Train rides would be more enjoyable if my ears didn't bleed the entire trip...,1
"Ahhhh, I just love getting sick two days before my birthday.",1
"Oh, only 15 more days of bein a 1st semester freshman.",1
"Just got home from Simons,<33..now time to go to sleep to prepare for a 4 hour practice",1
Wait didn't I just come back from home?? And I leave in a wk and a half again?? :D,1
All grad school apps are officially sent!  now time for finals,1
"Break! 1,000 Angels are cheering for you, blessing you. You are fully supported. Feel & enjoy it. #LJB",1
"Well better go to bed, got a meeting in the morning with the principal for all my ""excessive tardiness"" oh and getting OC taking away",1
"ugh, i just wish that things weren't so stupid and complicated.",1
Another day at the hell hole .,1
"We want to change our lives, but refuse to change our thoughts, therefore we remain bound. ~ James Allen  #quote",1
"I love this cypha ""That's  ya'll/That's ya'll/That's #peace ya'll"" #nowplaying 'Flava Of Forever' by @RSwift215 et la off 'Anthem'",1
"A journey of a thousand miles begins with a single step.  Lao-tzu, The Way of Lao-tzu Step into & #read",1
@Ashleegrim13 yeah. i have a huge calc exam on monday so ill be spending my whole weekend studying.,1
Receptionist at the PT office is whistling Christmas carols,1
"So long November, you have been the worst month ever. Hello December!",1
@ablake93 y you on the sofa bed?? I'm at workshop next thur and fri,1
to be heading to Cape Town 2day! Is it just me or is that in the air? :D #illoveairports,1
"Church then mommy and me time!!, decorating for christmas <3",1
Morning .. Have a lovely day everyone - Wishing your day to be filled with & #Happiness .. #Hugz,1
I Hate Seeing SEX SEX SEX On My TL,1
"Bought to start my big journey to Delaware: first to Claymont, then New Castle and then Dover.",1
So blessed to have a home church like CLA!,1
Might be pulling my first all-nighter as a grad student tonight,1
Really looking forward to the Christmas play at @ChurchoftheRez on Saturday and worship at @Rezdowntown on Sunday!,1
"I invite you to ""like"" my  page on my latest book, The of a #Faith-Filled Life.  #author #Christianity #Barnes&Noble #Amazon",1
@TheBodyShopUK is having a birthday 2 weeks before Christmas. Lots of family time,1
my bedroom is finally tidy after atleast 2 weeks living like a tramp,1
Me & @Nathage are making paper chains.,1
Am in the best real ale pub since the,1
@DanielLouden Good news: @stephenfry is going into the 39 Steps in London...,1
Looking on websites for clothes I will eventually fit into,1
another weekend where i have to wake up early everyday..,1
follows a pure thought like a shadow that never leaves-Buddha #quote,1
The prospect of me going to Iceland for xmas is becoming very real. SO.EXCITED.,1
"My wife has just started using twitter & she's telling me who *I* should be following... because they are people I ""need to listen to""",1
"ugh!  da  skool in da KPS system, 1 mo day till break & im out dat thanq!",1
"""Do not be afraid for behold, I briing you good tidings of great joy which will be to all people"" Luke 2:10    #peace #love",1
"Pumped for rehearsal of our fabulous Holiday Pageant performance ""Christmas is For Everyone"" next Saturday 12/16 in Chelsea @orencecaro",1
"Two classes, couple hours of work, then a ride back home for Thanksgiving with @sarahclusserath",1
here at ong's HOUSE =)) doing some RH BILL STUFF :D,1
"""The walls we build around us to keep out the sadness also keep out the joy."" - OR gives you the",1
Lunch was with the Sullivan side of the family.. &now to supper with the Hutchinson side. #myfamilyisweird,1
My mom told me I could spend $20 at Walmart and I spend $19.97.,1
"So glad I'm home from school early, quick nap before work -_-",1
This is gonna be a long night !!Can't wait for this week to be over :) at least there is only 12 days of school left !!!!! #MOTIVATION,1
@emily_cooper_    YA SAY IT'S YA BIRTHDAY!!!     HAPPY BIRTHDAY TO YA!!,1
"@etupps yeah well now my sister is watching ""secretly pregnant""",1
Off to a second thanksgiving. atleast its family time. (:,1
5th day straight of having a headache,1
back to sleepless nights. 8 o'clock class included..,1
Might be pulling my first all-nighter as a grad student tonight,1
My theater presentation went smoothly by the way. Only one tiny mistake. My teacher taped it and we're gonna watch and self-criticize.,1
"my throat is on fire.. guess i'll be going to the doctor tomorrow. in other news, tonight was a successful night(: praise God !",1
Off to be surrounded by engaged and soon to be wed couples,1
Ew feel like I wanna puke. and I have practice in like 20 minutes.,1
"@Josepf that is true! I do tend to skip while walking, jump in puddles and giggle :-D Just like mom taught me, is contagious!",1
"I cry 2 tears , one for  one for im just happy to be here :)",1
chemistry past paper time.,1
"Do U ever get those excitement feelings in your stomach & heart? I do & quite often, too. They must be my blessing butterflies.",1
"the feeling of gladness based on the love,grace,blessings,promises,& nearness of #God that belong to those who believe in #Christ",1
"You will be closest to God when you are most satisfied in Him & find true joy in God, gladly submitting to Him. #gladness #satisfaction",1
@TheBodyShopUK My 2 year old little boy watching me put Shea Body Butter on my legs & then doing the same to himself. He smells fab!,1
"Today I am thankful for the funny creatures that God made, like my grandparents' dog. #7 #fb",1
short break from inputting to putting payslips in envelopes! Back to inputting,1
off to work I go.. gotta stick a 45 minute bus journey first mind!,1
We Are Here To Love &  Be Loved     for   and - #amwriting A #book today Wo Hoooo!,1
Off to be surrounded by engaged and soon to be wed couples,1
@Hamicus_Maximus over the counter pills don't work for me :/ so I have to endure the pain until I see my mom....,1
"""You are confirmed to test STAR WARS: The Old Republic!""",1
"going to relax my first night back at fred, massive amounts of homework that I have will start tomorrow.",1
"Its  afternoon, all difficult thoughts are over for the week. Spread and #happiness all #weekend. Or be an A-hole. Your choice.",1
House of Prayer band playing on Campus!,1
"My favourite comment of today, from my dear boss ""You don't have any time off booked in the next 3 months do you?""",1
"finished my english exam yesterday, now i have to do my english argument speech about riots",1
Work till close,1
I have to get up at 8 in the morning and drive back to Smyrna .,1
The man next to me at the bus stop smells like a public toilet.,1
"Work today, tomorrow, and Saturday",1
"sliced my finger with a knife,",1
There's a show on Nat Geo called Alaskan State Troopers. It'll be a 3 episode season of snow and Moose sightings.,1
â€Ž1:58AM 6lb 15oz 20in Today we welcome a new baby boy to our family. #family,1
The whole class failed the physics.,1
"It's the first Sunday of Advent. As I do every year, I will be posting an  task every day this month.",1
Well I just woke up and no ones here. Apple for breakfast it is. Gonna study for my final later this afternoon.,1
Feeling like singing all afternoon. So I have: Have Yourself A Merry Little  At my desk. On NYC streets on my way home.,1
all situated. college life for another month.,1
Today is    day ;)) So lets send or  and to our #Friends on Twitter :) They are #Precious **,1
Puppies are loving &  Be  for puppies on  & all the they bring.  #SaintFrancis will smile too.,1
"Off work. Now off to run, bike, lift and then swim. #calmdown",1
@_ElectronOrbit  @My_NonExistence UM NO! 5. NO. and 6. Ikr :) Junior...BUDDY! shit all these rumors are irritating,1
I Remember When Yu Feeld My Heart Wit,1
= extra time added to the @dkny no non-purpose bread & no candy diet,1
"just realized that tomorow, i have to go to school.. with annoying people that i can't stand.",1
Putting up my Christmas tree takes about 10373629 hours.. Going to be a long night,1
Mall with jake and dakota #not #faggets,1
Far to tired to go and sit about in a doctos waiting room all afternoon,1
"Home bound, love when my mom is cranky",1
"@okwithwords aw u da best!   were words that were not in my vocabulary before but now I find them ""rolling"" off my tongue",1
Late night Christmas shopping.,1
"Break! If you could be anywhere on Earth, what would be the best? What would it feel like to be there right now? #LJB",1
is determined by the ratio of your focus on God to your focus on your problems. The greater your focus on God- the greater your joy.,1
"On the way back to the hotel , its raining =D .. Really nice weather",1
Eaglet flew off with his mum back to the mountain. This has made my day- I thought he was dead.,1
an  But true happiness is being able to take it all in and embrace all you've been givin even if it sucks. #REJOICE,1
Mayday Parade and traffic school is what I'll be doing tonight. Tickets are way lame.,1
Ahh done with finals now I can reals this weekend...oh wait i have all my a.p lit to do,1
"something i like to bring to people, aint it that time of you for you to do the same?",1
"""99% is taking to the streets from Madison to Madrid to say â€œNo. We will not pay for your crisis.â€",1
@amitchell259 seriously! At least you made about 2% of those tickets worth at work today #jealousofyourdad,1
shitty weekend about to be followed by a shittier week,1
"Nearly time to go for the antenatal class, cant say im looking forward to it.  Sat around making moaning noises and humming apparantly",1
Friday night bus means it will stop at every.possible.stop,1
"You will be closest to God when you are most satisfied in Him & find true joy in God, gladly submitting to Him. #gladness #satisfaction",1
i guess now would be a good time to start my paper that I need to have at least 3/4 done for my 8am class tomorrow... -____-,1
Giving my dog a bath.,1
That awkward moment when your laying down and realize man ha I should really be at school...,1
I love how I just got soaked running to my car,1
All who would win must #share it; #happiness was born a twin. - Lord Byron #quote #wishdom #Inspiration #Relationships,1
O.M.F.G. Just opened the fridge and discovered the Screme egg I put in there 2 hours ago. Had completely forgotten about it. Pure,1
She will give me a hard time about that night for the rest of my life,1
ugh science and french tests tmo. and I forgot my books,1
My little brothers feet smell so bad and I have to sit next to him for the next 2&1/2 hours,1
"Its reassuring to know I studied for 5 hours today and when I sit down at my test, there's gonna be nothing I studied on it.",1
I'm so grateful for this place. And for my friends here.  #peace,1
"â‹°Ëšâ‹°â‹°Ëš ""The present moment is filled with & #Happiness. If you are attentive, you will see it.""â€” Thich Nhat Hanh. â‹°Ëšâ‹°â‹°Ëšâ¤â‹°â‹°Ëš â‹°Ëšâ‹°â‹°Ëšâ¤ â‹°â‹°Ëšâ‹°",1
"â€œSometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.â€ ~ #Quote Thich Nhat Hanh",1
@authornataliea I intend to have a reading binge once I get everything cleared away.,1
(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive & bear a Son & shall call His name Immanuel  Is 7:14,1
reflectin on the grace of God in my life #peace #freefromworry,1
Break! You have the power to create this day any way you want. What is the grandest vision you have for it? #LJB,1
Good morning world! Work til 11:30 then school  #killme,1
"It took two hours for Jr to go to sleep for his nap...he kept going ""ma ma mama ma""...the of motherhood -___-",1
"Everyone's going to India for Christmas break, well my ass is staying right here in the U.S. #NRI haha",1
Work for the 2nd time today,1
"Late 4 school, dont have any long pants to wear. Instead I have to wear this 3/4 pants but who cares! Theres snow! My heart's fill with",1
"I now have to pencil in my eyebrows everyday, they're so white you can't even see them",1
Being kicked out of my room right now..guess I'm staying in my basement for the week,1
@carly198 Currently I'm freezing cold and my nose has started running.... I'm assuming I've got the hot sweats to come later,1
Doing Ms. BenÃ©'s work all night..,1
It's such an awesome feeling when someone is genuinely happy to see you. Especially when that someone is a cutie patiootie little kid!,1
"finished all my homeworkk, cleaned my room, and now off to practice in a few. #thelife #notreally #ilovevolleyballthough <3",1
Yay i get to stay home tonight!,1
Driving to chapel hill.,1
"@TheBodyShopUK A relaxing, hot bubble bath complete with pamper session brings me",1
Oh and off to work till midnight -.-,1
Upstairs people dropping the F-bomb & beating the crap out of stuff at 11:46 AM....,1
+ Happy Thanksgiving to everyone . Let's going to thanks to God everything we have.* Family&Friends,1
That first cup of coffee on a Sunday morning,1
Community responsibility workshop,1
didnt know this essay on fucking geese was due tomorrow..........,1
trying to write a paper on a midsummer night's dream. good thing I dont understand this play at all.,1
No better feeling than being curled up under the warm covers for an afternoon nap.,1
"My favorite perfume is Joy. ""It was created as a reaction to 1929 Wall Street Crash,""(wikipedia). I hear they've changed the formula?",1
Staying with Mrs.Schlorman til that bio test is over. -__-,1
Mini Teddy Grahams  for breakfast,1
"Gahh, I'm kind of nervous to give a talk tomorrow.. Ohh joy. Let's see how many times I mess up..",1
HAHA. RT @Evankeene: Great...we are watching another boring psychology documentary.,1
"For all interested, the queen of Norway is paying my school a visit on Thursday. I'm gonna look like a hardcore student in the library",1
"Saucy Sunday in Seattle - Family Joy, Xmas Decorating, NFL, Fire and Tea!",1
Ok done some homework...now of to the gym and im returning to homework and cleaning,1
Happy early sunday! Bon matin tout le monde!,1
Couldn't be happier that it is Friday after this long week!,1
"Aids test, done! Attempt to look insightful at an international service conference...successful!",1
"I sit next to a person that i can't stand in english,",1
TY Karen @Alex_Carrick RT @karenfrommentor These ladies new to me @BlissHabits @SquarePegKaren but I bet you would love them,1
Basketball practice is gonna be H-E- double L Monday!,1
Finally boarding the plane. See you all at twelve,1
finished my edu psych review on time,1
So this is basically a waste of time...,1
Bon Iver tonight! Absolutely cannot wait!,1
A night of writing papers is ahead of me.. & then the act in the morning.,1
"i just love being wide awake knowing i have to get up early for school,",1
Fever; swollen throat; sinuses suck! & plus basketball game tomorrow...,1
Just found a Twitter account dedicated to bad punning.,1
@nicknewbould - @Rayguitarman will miss you really! Just in the lounge at Euston waiting to come home eating my body weight in Pretzels,1
Here comes the radiated heat -- #joyness sounding like we're in the bowels of a tanker. #HellsKitchen #NYC,1
Black Friday shopping for the win,1
Typing this 12 page paper.,1
Bout to smash these scampies and lay it down. This has been a FULL week..& in the midst of it all I learned how to keep my,1
"Have a five page paper, and a nine page paper to write for one class",1
Everything changes on a dime. Just letting go and watching the magic flow #hope,1
I have a weird habit of rolling on the yoga mat for no apparent reason o_O,1
Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview,1
Morning. Swimming lessons. And the joy of this morning. The 9yo has moved up a level = later swimming lesson = spending my life here,1
"lions, wings, and desperate housewives!",1
"at  JAKARTA ""MAGICAL ELECTRO"" DJ's: @dhanesocces #CHRISTWIST #KHALID MAGICIAN MASTER DANIEL GL: #DANES @BdgParty_Club",1
Do the work. Do the analysis. But feel your run. Feel your race. Feel the that is #running.~Kara Goucher,1
1 week of school then finals :),1
Waking my brother up at 6:30 to take me the airport is going to be a mission and a half.,1
ugh working on this stupid boring history presentation! -.-,1
@mizmers bahahahaha so many things i could say... RT @danecook: I just shit my pants. Pure 100% gravy.,1
I might tell a lie if you ask me bout my whereabouts but I might speak that real if you ask me what I care about,1
I just want time for Christmas. Time and happiness,1
"Good morning Twiterland, we are here! Sending you  #compassion #peace to all.  Happy Furday :) *purr*",1
Has procrastinated wayyy to long on my comp work and now it's all due tomorrow. #gonnatakeforever,1
The last @SpicksSpecksABC made my eyes get real soggy! #whyyouend!!??,0
"Aww, this weekend is gonna stink... The TV died :(",0
Feeling pretty awful. And I really can't handle these pictures in my Patho book tonight,0
"Took a trip to Belfast yesterday,visited the  store @zoecarney bought me a ""Surprise pack"" It had a David Ngog poster in it",0
@gerrickmumford False Evidence Appearing Real,0
@MedusaInDespair 13 year old dating! Do they start that young?,0
No one jumped on my UH bet the other day tho. And I know I got tons of UH followers.,0
"I wouldn't be either if I were you..RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",0
Me and my brothers got my parents a anniv. gift and hid it under their pillows so its a,0
"""..We fashion the rhyme/ and the Truth is the only Fit.""-  s/o @Kadiri_Sennefer",0
Just watching the Jeremy Kyle show its brilliant but I think Gordon Ramsey would be better   #kickingoff,0
If I have time to tweet in line fuck sakes woman you're taking too Dam long. Just strip down put it on and I'll tell you .,0
"@Mmmwhatsup  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. 

Luke 9:3",0
@jayyyydennnn i made a stupid ass decision it friggen sucks i want a job so badly,0
Girl wearing purple cowboy boots and a camo backpack on campus,0
United States Post Offices: the harsher side of    #inefficient,0
is a creative block to our body's natural flow of #instincts and #intuition that are often not cultivated in the Western mind.,0
I want to meet people from LOST but I probably never will.,0
Scripture is not just for the people serving in 'ministry'. It is for you to apply your heart right where you are. #confusion #control,0
@NicoleGamo finally you got it! Congrats! Do they know already? How did they react?,0
About to workout so I don't actually want to kill myself while watching Victoria's secret fashion show tonight!!,0
"is short, live it |  is rare, grab it | is bad, dump it | #Fear is awful, face it | #Memories are sweet, cherish it |",0
Found my first gray hair today.,0
"why do people say morning twitter?, its not like you can talk to the whole of twitter.",0
@LeaSantoss i Love you so much Pack Ur bags Baby ......,0
"I love that... RT â€œ@RevRunWisdom: Not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",0
cant beleive the college football season is almost over!,0
"""If you  someone tell him or her. Forget about the rules or the of looking ridiculous.""",0
Being treated to get my feet done on my bday! What a great and a sweet :D it's been too long!,0
@_madster I miss our weekly den outings for no other reason then the fact that at least we got to hang out once a week!!!!! #sadness,0
@Zohair_Z for sure! and they've taken a nosedive since then kind of like EP after Irtiqa,0
I hate higher maths,0
False Evidence Appearing Real,0
@britanylynnn I told u so many times why! You don't do that ishh to your friend! It's effed up! How many times do I need to say it!?,0
A woman worth your its worth your #effort,0
I hate rude people! Just makes me feel sick and sorry for them...,0
yay John is home WAY early!,0
Adam: I was afraid -Gen. 3:10 ~ Abram: Do not be afraid -Gen. 15:1 ~ Sarah: she was afraid-Gen. 18:15 ~ Jacob:I was afraid -Gen. 31:31,0
Happy Friday! Who is excited it's the weekend?,0
"Went to Victoria's Secret today, expecting to have $10 on my gift card, but I had $50! lol",0
LMAO calling me up for a game last minute #regretcuttingme?,0
@chrishole07  properly going somewhere adventurous or watching  one of the too! I love a haha!,0
i hate hearing my mom eat..,0
I be forgettin I'm followin these celebrities til they pop outta nowhere wit a tweet.. nigga,0
So pissed off.  Cant wait till practice so i can let some of this out.,0
"If you thought ""Suga Free"" ( @djeclyps Dub Mix) was a banger, wait until you hear what I can't even mention is coming soon...",0
@YesIamQuESt would it offend you if when I listen to otFailure (the song) I'm thinking about girls?,0
"Justin Bieber is just one above Matthew Fox, who is being sued for punching a girl in the crotch, in Cosmo magazine. What a !",0
@makenzie_stoner leave a milk cup on my window sill ONE MORE TIME!  This time instead of cottage cheese we got jello,0
treadmill stress test,0
if only the mind gets sharper as fatigue sets in #tootiredtoeventhinkofacleverhashtagtopic,0
"..My friends had a party for me last night, well I called it a surprise party, they called it an intervention, LOL",0
Packing to leave tomorrow,0
I've become a bitter person. What's the point of putting on a fake smile if I don't appreciate anyone.,0
Ive come to the conclusion I'm a failure at life,0
@RiskyBusinessMB so the show in boston was so epic i decided im coming to another show but im not gonna tell you which one ;),0
I want to see what life is like without fear! What can i achieve if I weren't afraid!!?,0
@gracehinckley hahahahaha I didn't know Asian girls could lift stuff that big.,0
"They expect anger, rage and jealousy. Give them kindness, stay clam and watch them burn in flames. :)& #life #smile #Egypt",0
Bardstown rd aglow is stupid. Quit parking in front of my house for this stupid 'event'..,0
Happy twitties: what to do- 2day had tearful breakup with ex- no more contact etc- lots of crying. moving on- any ideas?,0
"If that is a video of The Agency singing HAPPY BIRTHDAY to @taylorswift13, I'll 'AWWWWWWWWWW' the whole day long.. ;) x",0
