text,label
The sickest feeling in my stomach is being vulnerable.,1
God and you'll have no reason to fear anything/anyone else!,1
"Man I Gotta Make It... and I'm Running Outta Time, Moms ain't getting no younger so I gotta make sure she Get to live the good life 2",1
"Letting go is a slow process, however many have yet to even begin the process. of the unknown.",1
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",1
Never run away from your problem face them face to face cause so they will catch and never let goo... RIP Jane Kane,1
"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",1
"Watching probable for the 100th time now, what a classic movie with @Alyssa_Milano stunning actor",1
"the strongest, most ancient, most driving emotion known to man, you can relate every belief any human has to Fear....",1
"""@JulioSanties: @JessicaVeal Those were HORRIBLE ideas."" I KNOW RIGHT! And my boyfriend just bust in the door.",1
"to perform ""You're Gonna Go Far Kid"" by Offspring on my next tour! having regrets #TWLOHA @TWLOHA",1
"Isaiah 54:14 â€œI am far from oppression, and fear does not come near me.â€   #promise",1
is the main reason why we as humans miss our blessings,1
is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.,1
Mines 11... Jr high next year. Freakin' out. RT @ryanclassic: @metricjulie My youngest brother is 14.,1
"I would breeze through them Spiders, the Snakes however... different matter",1
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",1
I'm on a military base in Florida having flashbacks of Ranger School.,1
"The oldest and strongest  of  is fear, and the oldest and strongest kind of fear is of the #unknown",1
"@colmhanratty agreed, and to top it all off your stag is over:-( terrible Tuesday to look forward to!",1
When you say something and you pray the person don't hear,1
"not afraid of tomorrow, for I have seen yesterday and I love today #less",1
Never run away from your problem face them face to face cause so they will catch and never let goo... RIP Jane Kane,1
Be of good courage and not for Jesus Christ is right now working on your behalf and His zeal for you will perform this.Isaiah 9:7 #FB,1
@alisonhaislip Green Bay is now the Mother of Democracy and the Father of Civilization?,1
"is in me, being #afraid to lose once again #scares me, I'll be this way till proven wrong!",1
"I Don't Know If I Like The Feeling In My Stomach.& (?) #nervous.
#IQuit.",1
Had alarm set for 6 for some reason but I am up and buzzing. More thinking Krul will have a busy day today,1
"You know I spend money cause spending time is hopeless, and know I pop bottles cause i bottle my emotions.",1
Writing is fun when it's just for you and your peers. It becomes scary when you start sending out your work to be judged & rejected.,1
9. My biggest fear is needles. I can't stand getting a shot.,1
false evidence that appears real,1
"Working on a message on  ""Fearing failure subjectively drives us into the arms of security where we usually die but never really live""",1
"I get lightheaded whenever they show surgical procedures on TV, my knees start to hurt, eyes squint, stomach turns, I'm such a pussy.",1
"Not afraid of tomorrow, for I have seen yesterday and I love today #less",1
@RyanSchellShock They'll? Jeez I thought I was only being sent one I'm either the luckiest or unluckiest guy ever,1
"It's like your lover or more like a ghost. I spend the day wondering what you do, where you go.",1
The only thing holding all of us back is the of #failing,1
â€œ@mattmosley: This is the shakiest 14-point lead in history of college football.â€ lol,1
"If you missed last night's message, go to our website (www.foundatiocincy.com) and listen to it. It can be found under the media tab.",1
"I love that... RT â€œ@RevRunWisdom: Not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",1
Props to @tonyakriss for beating me many times over in lazer tag - WITH a broken ankle.,1
Strictly avoid frightening ideas,1
Just received news that I'm taking on the @OutsideTheBoxPT 400 Rep Challenge tomorrow. Sounds like bedtime for me,1
@BrightonEd I'm also putting off getting an eye test as I know ill need glasses!,1
@moyni0421 that's a fear of what the Flyers represent. The old Philly flu for Sid. He passed his tests today. Still out.,1
Customer who collects pens just gave me one from her collection its discontinued. I'm afraid to use it. It comes in its own box.,1
isn't a bad #emotion. It can be a #motivating force that urges us 2 #change things that don't work. #recovery #survivors,1
"the strongest, most ancient, most driving emotion known to man, you can relate every belief any human has to Fear....",1
"End of factor commercial says ""you're welcome America"" No one asked for that show back",1
"I need to preach more in order to gain followers.""IDFrabbi And the of the #LORD fell on all the kingdoms of the lands #Judah,""",1
"For Each A Road, For Every Man A Religion, Face Everybody And Rule, Fuck Everything And Rumble",1
the only tyme wen ppl cum alive n mi nicki minaj voice,1
