,Word,Value,Freq,Method
0,unparalleled,1.938416560490930,3,Bert_Mask
1,plate-,1.83386504650116,3,Bert_Mask
2,overdue,1.1740883986155200,3,Bert_Mask
3,hesitation,1.0227497816085800,4,Bert_Mask
4,pressured,0.8027194976806640,5,Bert_Mask
5,waaaay,0.6521310806274410,3,Bert_Mask
6,seamless,0.6399132251739500,5,Bert_Mask
7,exquisitely,0.6171672741572060,3,Bert_Mask
8,epicure,0.6124173402786260,4,Bert_Mask
9,encouraging,0.5731075207392370,6,Bert_Mask
10,redeemed,0.5606666505336760,3,Bert_Mask
11,understood,0.5507083998786080,9,Bert_Mask
12,fastest,0.5402237971623740,6,Bert_Mask
13,challenge,0.537747014652599,11,Bert_Mask
14,manicurists,0.5278910001118980,3,Bert_Mask
15,goooood,0.4976660907268520,3,Bert_Mask
16,interrupted,0.4399158954620360,10,Bert_Mask
17,attractions,0.4372701644897460,3,Bert_Mask
18,thoughtful,0.4104683399200440,7,Bert_Mask
19,asset,0.3860847949981690,5,Bert_Mask
20,fortunate,0.358381191889445,9,Bert_Mask
21,parfois,0.3553895950317380,4,Bert_Mask
22,genius,0.3330364227294920,11,Bert_Mask
23,charm,0.3258325159549710,8,Bert_Mask
24,remarkable,0.3133860826492310,10,Bert_Mask
25,enjoyment,0.3105201959609990,5,Bert_Mask
26,baldwin,0.3045765558878580,3,Bert_Mask
27,admittedly,0.2996689847537450,7,Bert_Mask
28,unlikely,0.2988882064819340,7,Bert_Mask
29,song,0.2984146277109780,15,Bert_Mask
30,c'était,0.2957980632781980,3,Bert_Mask
31,malfunction,0.2877896853855680,7,Bert_Mask
32,receptionists,0.2868185043334960,3,Bert_Mask
33,insist,0.2859168450037640,6,Bert_Mask
34,davis,0.2845038686479840,7,Bert_Mask
35,painful,0.2762337724367780,12,Bert_Mask
36,discourage,0.2757937431335450,5,Bert_Mask
37,unheard,0.2720071077346800,8,Bert_Mask
38,hesitate,0.2703193534504280,11,Bert_Mask
39,frills,0.2607619017362590,16,Bert_Mask
40,specialist,0.257671730858939,7,Bert_Mask
41,puddles,0.2575887739658360,4,Bert_Mask
42,pony,0.2555064558982850,4,Bert_Mask
43,digress,0.2504933675130210,6,Bert_Mask
44,perusing,0.2504775722821550,6,Bert_Mask
45,vapiano,0.2503851413726810,5,Bert_Mask
46,unbeatable,0.2433551549911500,6,Bert_Mask
47,that-,0.2391047477722170,5,Bert_Mask
48,departments,0.2345767498016360,5,Bert_Mask
49,proved,0.2295439309544030,18,Bert_Mask
50,smokiness,0.2281140287717180,3,Bert_Mask
51,nous,0.2205783128738400,4,Bert_Mask
52,slowly,0.2175913418040560,17,Bert_Mask
53,pales,0.2160090804100040,4,Bert_Mask
54,focaccia,0.2146716713905330,3,Bert_Mask
55,speeds,0.2146274149417880,4,Bert_Mask
56,cheerful,0.2144144574801130,6,Bert_Mask
57,overwhelming,0.1983745992183690,20,Bert_Mask
58,regret,0.1933093164481370,51,Bert_Mask
59,piping,0.1895966204729950,11,Bert_Mask
60,shoutout,0.1879937648773190,3,Bert_Mask
61,fake,0.1867509995188030,28,Bert_Mask
62,stress,0.1845683200018750,14,Bert_Mask
63,spectacular,0.1841736050213080,34,Bert_Mask
64,entertained,0.1836969703435900,8,Bert_Mask
65,allergic,0.1822747190793360,24,Bert_Mask
66,exaggerating,0.1819406350453690,3,Bert_Mask
67,thirst,0.1806762814521790,3,Bert_Mask
68,straws,0.1761809587478640,4,Bert_Mask
69,greasiest,0.1748286485672000,4,Bert_Mask
70,complement,0.1731364727020260,4,Bert_Mask
71,researched,0.1715769569079080,3,Bert_Mask
72,biggie,0.1696712474028270,3,Bert_Mask
73,disallowed,0.1669635772705080,3,Bert_Mask
74,souvent,0.1662561212267190,7,Bert_Mask
75,blessed,0.1655420064926150,4,Bert_Mask
76,fool,0.1651406586170200,8,Bert_Mask
77,happier,0.1613144313587860,17,Bert_Mask
78,sears,0.1607983708381650,6,Bert_Mask
79,intense,0.1603031516075130,10,Bert_Mask
80,oversized,0.1598023176193240,8,Bert_Mask
81,wayyy,0.1570107142130530,3,Bert_Mask
82,dueling,0.1566770871480310,3,Bert_Mask
83,pudding,0.155213548291114,31,Bert_Mask
84,shy,0.1550700664520260,8,Bert_Mask
85,:d,0.1547753512859340,4,Bert_Mask
86,supreme,0.1542607843875890,3,Bert_Mask
87,savoury,0.1542077461878460,6,Bert_Mask
88,exception,0.1520630253685850,27,Bert_Mask
89,ample,0.1509521636697980,18,Bert_Mask
90,snapper,0.1486363302577630,11,Bert_Mask
91,complains,0.1481860081354780,3,Bert_Mask
92,compliments,0.1473005319896500,19,Bert_Mask
93,watering,0.145192019144694,15,Bert_Mask
94,nostalgic,0.1428995132446290,6,Bert_Mask
95,candied,0.1416871547698970,5,Bert_Mask
96,yuengling,0.1413338184356690,7,Bert_Mask
97,a.,0.1402253568172460,10,Bert_Mask
98,glad,0.139904997155473,185,Bert_Mask
99,incredible,0.1383864079912500,120,Bert_Mask
100,https://youtu.be/p7jfzklykos,1.2538936989526100,3,Bert_Partition
101,cacophony,0.8940227536839820,3,Bert_Partition
102,http://www.thedrake.ca/blog/2012/10/zombie-brunch-drake/,0.7674298385270300,3,Bert_Partition
103,proches,0.7110106467933470,4,Bert_Partition
104,singular,0.6170702435174810,5,Bert_Partition
105,godsend,0.5933830376551760,3,Bert_Partition
106,flautas,0.5672734280162300,3,Bert_Partition
107,kphx,0.5208706809169380,3,Bert_Partition
108,primanti,0.5082621692986200,3,Bert_Partition
109,flays,0.490720156698399,6,Bert_Partition
110,kassie,0.4497997385659740,3,Bert_Partition
111,ridonkulous,0.4492171740117960,3,Bert_Partition
112,nowland,0.4450554856628760,4,Bert_Partition
113,hospitable,0.4127583152361230,4,Bert_Partition
114,sassy,0.407846926310858,8,Bert_Partition
115,yummm,0.3741559597333590,4,Bert_Partition
116,tôt,0.3725099566068680,4,Bert_Partition
117,passent,0.3725099566068680,4,Bert_Partition
118,-overall,0.3618025299062350,3,Bert_Partition
119,jalapenos,0.3589400466380240,18,Bert_Partition
120,chez,0.3576929107962800,10,Bert_Partition
121,brocach,0.3385466286298670,6,Bert_Partition
122,piping,0.3372086253441140,21,Bert_Partition
123,hyvee,0.3336204197863750,4,Bert_Partition
124,30min,0.326043676318452,11,Bert_Partition
125,dining-,0.3202367092143640,3,Bert_Partition
126,dunk,0.305927025817328,4,Bert_Partition
127,asset,0.3037143171957370,6,Bert_Partition
128,enviroment,0.3008591814101030,3,Bert_Partition
129,encouraging,0.2946055875376990,7,Bert_Partition
130,bouquets,0.2905758875794330,3,Bert_Partition
131,-washrooms,0.2819751000656690,3,Bert_Partition
132,fanatic,0.2813393942846980,4,Bert_Partition
133,unparalleled,0.2732883022735940,3,Bert_Partition
134,erica,0.2715855513148740,3,Bert_Partition
135,11.95,0.2715342807012820,4,Bert_Partition
136,extremly,0.2701847864617260,3,Bert_Partition
137,fastest,0.2671037896961390,6,Bert_Partition
138,suffocation,0.2556400328397620,7,Bert_Partition
139,1480,0.2517058103009280,3,Bert_Partition
140,pedi($50,0.2495170359226440,3,Bert_Partition
141,crustacés,0.2483843581742770,5,Bert_Partition
142,great-,0.2470244448300850,8,Bert_Partition
143,chimichangas,0.2461461747299490,4,Bert_Partition
144,cobraron,0.2382780016303240,4,Bert_Partition
145,flakey,0.2352015165101160,5,Bert_Partition
146,autobus,0.2347165871532230,12,Bert_Partition
147,remarkable,0.2299207535868360,15,Bert_Partition
148,chihweenie,0.225110375952141,3,Bert_Partition
149,8/29/15,0.2207195490872530,3,Bert_Partition
150,jacked,0.2174116357104170,7,Bert_Partition
151,foodgasm,0.2164556821366080,3,Bert_Partition
152,delicous,0.215997718977355,7,Bert_Partition
153,birthdays,0.2116149372855690,4,Bert_Partition
154,skillets,0.2114447846444440,3,Bert_Partition
155,gossips,0.2100862607330720,5,Bert_Partition
156,that-,0.2100862607330720,5,Bert_Partition
157,kabobs,0.2086602912233150,11,Bert_Partition
158,halibut,0.2070190161653270,18,Bert_Partition
159,staffs,0.2058617313427590,9,Bert_Partition
160,bleach,0.2049634338261550,6,Bert_Partition
161,conscientious,0.2027859303115080,3,Bert_Partition
162,indulgent,0.2006727871671820,4,Bert_Partition
163,fortunate,0.2005796922822630,9,Bert_Partition
164,biodegradable,0.2003977697547320,4,Bert_Partition
165,primo,0.1997135074980000,4,Bert_Partition
166,c'était,0.1985559346899410,3,Bert_Partition
167,baristas,0.1955871564006170,12,Bert_Partition
168,2&1/2,0.1946356785627620,5,Bert_Partition
169,margs,0.1920300443908670,4,Bert_Partition
170,delighted,0.1917007600777840,12,Bert_Partition
171,attractions,0.18972943723478,3,Bert_Partition
172,focaccia,0.1877108889307940,3,Bert_Partition
173,rwb,0.1863606879972630,3,Bert_Partition
174,knowledgable,0.1855232154854020,28,Bert_Partition
175,steffes,0.1842915332927340,3,Bert_Partition
176,tinga,0.1832383522588890,3,Bert_Partition
177,omelettes,0.1822369594922080,3,Bert_Partition
178,neapolitan,0.1768677736723870,3,Bert_Partition
179,remodeling,0.1768416958928890,3,Bert_Partition
180,emt,0.1761347666278140,4,Bert_Partition
181,rockin,0.1735786912324960,4,Bert_Partition
182,hainan,0.1721928957086900,3,Bert_Partition
183,naugahyde,0.1721018524954550,3,Bert_Partition
184,chickpeas,0.17125275602485,5,Bert_Partition
185,pizza(s),0.1705539396355610,4,Bert_Partition
186,byow,0.1686174950308620,3,Bert_Partition
187,s'mores,0.1682471758767670,4,Bert_Partition
188,omelets,0.1670335184450350,3,Bert_Partition
189,barista,0.1664246533089510,4,Bert_Partition
190,12/24/2011,0.1657672380868790,5,Bert_Partition
191,12/23/2011,0.1657672380868790,5,Bert_Partition
192,challenge,0.165213663226883,22,Bert_Partition
193,goto,0.165057656013099,6,Bert_Partition
194,yummy,0.1650448209043590,205,Bert_Partition
195,zerostars,0.1649703028071830,5,Bert_Partition
196,soupy,0.1618610116838740,4,Bert_Partition
197,newest,0.1612693116625360,16,Bert_Partition
198,euro,0.1609939516592260,3,Bert_Partition
199,cheesed,0.1608697057988650,4,Bert_Partition
200,flavourable,1.0024067163467400,3,DistilBert_Mask
201,perfect-,0.650638480981191,6,DistilBert_Mask
202,exquisitely,0.5632834434509280,3,DistilBert_Mask
203,warms,0.5323188702265420,3,DistilBert_Mask
204,blessed,0.5135938227176670,4,DistilBert_Mask
205,3njpyable,0.4988551139831540,3,DistilBert_Mask
206,fastest,0.4775714476903280,6,DistilBert_Mask
207,challenge,0.3989101323214440,11,DistilBert_Mask
208,g.,0.3906735777854920,4,DistilBert_Mask
209,nous,0.3783976137638090,4,DistilBert_Mask
210,heatstroke,0.3633065223693850,3,DistilBert_Mask
211,quarters,0.3601029713948570,6,DistilBert_Mask
212,piquant,0.3474589387575790,3,DistilBert_Mask
213,enjoyment,0.3462693929672240,5,DistilBert_Mask
214,promising,0.3433745801448820,4,DistilBert_Mask
215,ranks,0.3426967561244960,4,DistilBert_Mask
216,meticulous,0.3314148187637330,10,DistilBert_Mask
217,decorations,0.3287033677101140,10,DistilBert_Mask
218,asset,0.3092150688171390,5,DistilBert_Mask
219,genius,0.3081287308172750,11,DistilBert_Mask
220,epicure,0.302229642868042,4,DistilBert_Mask
221,great-,0.2991129457950590,8,DistilBert_Mask
222,naugahyde,0.2948144674301150,3,DistilBert_Mask
223,seamless,0.2887047529220580,5,DistilBert_Mask
224,hesitation,0.2861937582492830,4,DistilBert_Mask
225,attractions,0.2826465368270870,3,DistilBert_Mask
226,tastebuds,0.2779635787010190,4,DistilBert_Mask
