text,label
"My new favourite place to eat on Avenue Rd, north of Lawrence. Nice setting inside, and friendly staff. Food came quickly, and our jerk and curry chicken were nicely done.",1
"Ended up going here after a really bad experience with another spa. We were seated immediately, asked if we wanted a drink, and received service right away despite being very busy. The chairs were almost all full. The lady doing our pedicures got right to work right away. Would definitely recommend this place to my friends.",1
"I have been wanting to try this place for so long as a huge Big Burrito fan.  We finally made it for Sunday brunch and happy to report it lived  up to my expectations.  We sat in the outside area (covered but with heating lamps) and had a great waiter.  They have a price fix brunch with includes a drink, app and entrée.  We decided to just order entrees and glad we did as the entrees are very large portions. I went with the mushroom and goat cheese omelet but substituted the mushrooms with tomatoes. It also came with toast ( I went with wheat), fingerling potatoes, and choice of a meat-I got the bacon. The omelet was delicious and the bacon was crisp just the way I like it.  We did have to wait a while to get salt & pepper, ketchup and jelly but finally got it all before our food got cold.   Others in my party got the eggs benedicts, shrimp omelet with egg whites and waffles. Everything got good reviews. What I also loved was we got a big pastry basket with biscuits, apple cinnamon muffins and scones.  Al very tasty and a nice starter.  I would really like to go back for happy hour as they have a very nice bar inside.",1
"Delicious. Food has a lot of flavor, big proportions, and worth the money. They deliver, Grubhub, and have door dash. I definitely recommend coming here.",1
"Called them and had them go out to a rental property for a tenant, very seamless. Made the repairs and adjusted the timer,  communicated well with the tenant, got my invoice sent right away, overall very impressed. They were very affordable as well. Will use them again on other properties.",1
"When you first walk in it will trip you out! Very elegant and classy inside. Good luck finding good seating. This place is huge, but almost always packed. Pastries are a total delight! I would come here just for a pastry treat and pass on the coffee. Probably one of the most enchanting coffee shops I've ever been in. A fantastic place to bring a close friend or relative for a long conversation.",1
"I always enjoy shopping here because for me this place is a time machine to when I was a child and I came to this very location to shop with my mother. Being of European heritage we found a lot of our ethnic foods here, brands we recognized from back home in our Native Spain. 

My favourite part of the store is the coffee isle, I love the smell of the different coffees. Plus I get to grind them to my liking, I know that its probably not a big deal as all stores allow you to do this, however, as a coffee lover this is big to me. 

This location much like all the others are very clean, lots of good produce and what I like the most is that the bananas are always yellow, being part monkey I love bananas but only when they are yellow!",1
"What can I say?! Best sushi, best service, awesome atmosphere! This place is alive. When it comes to sushi, I would only recommend this place. We've created so many memories in here. 
I love this place!",1
"Once upon a time there once was a girl who dreamed of a magical place where the Salmon Sashimi is fresh, the Gyoza is served hot, and the Tempura appetizer actually arrives as an appetizer, BEFORE the main course! Welcome to Sushi Xtra.

Anyone who has scanned though my sushi reviews knows I am a big Sashimi lover, but as some of you know it's an expensive addiction to have. I recently discovered that they have Saturday and Sunday (from 12-4pm) happy hour... which of course made me rather happy!

It's a half price menu as long as you spend $20... (which turns out to be $10) I highly recommend the Beef Sashimi and the Fire Dragon Roll.",1
"This place is the best place for a loan. They work with me and after the frost few times of getting a loan, they have extended and increased my loans. The only thing they require besides the necessities is to show proof of employment every six months    .",1
Great Service. The food was good. The lasagna was a little too spicy for me. I want to try their pizza next. Parking was crazy and long wait times are negative factors.,1
My favorite Sushi place in the Phoenix/Scottsdale area,1
"Steve has been my Loan Officer for my last 3 loans; 2 conforming loans & 1 equity line.  I will say Steve's knowledge of the available products & his understanding of the home purchase process is just one of his many attributes.  He's personable, extremely persistent, & very well organized to mention a few.  Being a Real Estate Agent & having a ""really good"" Loan Officer on your team is imperative in today's competitive market.  I'm pleased to say Steve Howard at Homestreet Mortgage is a true asset for my group.  I highly recommend Steve for all our Clients loans.",1
A little hidden gem.  Great selection to choose from.  Will definitely be going back.,1
The doctor has since called and emailed me and asked if there is anything that he can do (I can't imagine there is so I rudely didn't respond) and while it is not likely I would ever go back I really appreciate his efforts. Receptionists come and go but this is the doctors practice so the stars are back up...,1
Very Nice musical show in Pallazzo. But this is a Final show in Las Vegas. I love to see show like this. Everything in the show is perfect and nice. I will miss this show. And I hope Pallazzo bring some show like this in soon,1
"My husband and I had an exquisite meal here last night.  The server, Sean, was very knowledgeable and efficient. The sashimi appetizer was light and delicious. My husband loved his steak and I really enjoyed my sea bass. (Loups de mer). The asparagus side dish was remarkable and had a bite to it. All in all, I highly recommend stripsteak.",1
"I have been waiting for a pho place this good in my area for a long while and I couldn't be happier!

I ordered the pho normal on doordash and even though the delivery said it would take over an hour on a busy night, it got here in around half if not less that time.

Minus delivery costs, the pho itself cost $7.25!!! What!! So filling too.

Wow. Just wow. I am pretty picky with my pho and have high standards, but this was soooo good.

The 'pho normal' still has a spice to it, it has a nice peppery kick and the broth is truly on point. Clean, well done and flavorful broth. I got the well done beef even though I always order rate, as I worried it may not cook in the winter cold on the way here. It was still good but my assumption was very wrong and I would get the rare beef next time lol. I just found the well done beef to be too chewy but that's my general preference when it comes to pho. The meat itself was tasty.

It also came with bean sprouts, a lime, basil, and some hot sauces.

This is bound to be my regular pho spot. Soooo happy!",1
"Staff is very sweet, everyone is very accommodating. Everyone is full of smiles. The dim sum variety is huge and everything is perfectly seasoned. The reason for 4 instead of 5 stars is because the food wasn't hot enough (I bit into some cold pieces) and the tea cups needed to be washed better!",1
"Penny is a dream. Amazing skills and one on one service. Clerk was a bit annoying, she kept talking to penny and asking questions while she was working on me. Learn the trade or ask them to wait.",1
"Little bit busy, but was well taken care of.  Beer selection was great, bartender complemented every selection. Only problem was it is a burger place too, and too much bun for the burger.  Bun bites are bad. Give me more meat.",1
"Best breakfast burrito ever! I can't wait to come back to Phoenix so I can eat here again. I don't even like soy cheese but the country breakfast burrito rocked my world.. I would have loved to eat it with a fork and knife on a plate, but even in its basket the taste was amazing and I know I'll be craving it until my next Arizona adventure. Service was super friendly, my latte with hazelnut milk was on point, and the garlicky salsa that came with the burrito was pure magic. 

They only serve breakfast, and the menu isn't up on the board as that is full of all the bakery treats and beverages. I'd love to see a larger menu, or even some menus by the door for more accessibility. Luckily I knew about the food from yelp, so I just asked the people in front of me to pass a menu back. It's a little awkward to not be able to see a menu until it's your turn to order if others are in line behind you. Overall, great job Nami! You've got to taste it to believe it.",1
"Good Day to all reading my review of Mimi's Thai Restaurant located on Gerrard Street. 
This restaurant is a hidden gem waiting to be discovered.
From the moment we arrived we felt like we were in the Four Season's Hotel!  It was incredible.
The proprietor took care of us with silk gloves on, she was that smooth of a restauranteur!
The menu is quite extensive and is available online if one wishes to peruse the menu before arriving.
The Pho was so plentiful, tasty and hardy.  It was bursting with different layers of flavour and textures.  The accompanying garnishes personalize your Pho to your liking.
The cold shrimp rolls were exquisite and stuffed so full of wonderful ingredients and flavours.  The accompanying dipping sauce was the perfect foil for the roll.
The Restaurant was clean, organized and very well managed.
If you are looking for a culinary feast, Mimi's is the only place to go!  They certainly know how to deliver!
Manga, Manga",1
