word,score,freq
good.will,0.5520984530448914,1
confiável,0.5104089975357056,1
disappointed!live,0.4238656461238861,1
yummmy,0.3933510866481811,2
unparallelled,0.3240174949169159,1
pequeño,0.3009565733373165,2
hidey,0.2745087444782257,1
bonnes,0.2660963833332062,1
racquets,0.2649228274822235,1
excellend,0.22580236196517944,1
incredable,0.2149626761674881,1
greal,0.20866970717906952,1
gooooood,0.20657293498516083,1
goooooddd,0.19423790276050568,1
greast,0.19262894988059998,1
return.i,0.18952174484729767,1
withhold,0.167660191655159,1
délice,0.16445349901914597,2
unintimidating,0.15450140833854675,1
saver,0.15289024884502092,6
ftw,0.1516758253177007,3
waderfull,0.15004537999629974,1
homesick,0.14985154249006882,4
convicted,0.14861807227134705,1
bugers,0.14669488370418549,1
give5,0.14550207555294037,1
f*ing,0.14426769316196442,1
goooood,0.14318548887968063,2
awsome,0.14172955866282186,11
gooood,0.1398313893005252,4
loveeee,0.1384151726961136,2
smoq,0.1371421366930008,1
accomdating,0.1367306262254715,1
leckere,0.13659147918224335,1
buen,0.13654464483261108,1
recommmend,0.13584759086370468,2
coad,0.134678453207016,1
yooooomy,0.13283540308475494,1
meilleur,0.1325953626073897,4
nicee,0.12977874279022217,1
wowzer,0.12638111412525177,1
awesome,0.12595864884046049,1420
delish,0.12464257839639656,122
amazing,0.12401862383451868,2349
reasonablly,0.12380506843328476,1
afforable,0.12359907478094101,1
helio,0.12262208759784698,1
tastety,0.12190202623605728,1
feu,0.12186310440301895,1
excellent,0.12164468427955964,1249
painless,0.12094617918457674,23
flavorfully,0.12039576470851898,1
superb,0.11935149656520003,102
knowledgeable,0.11881533095950406,279
phenomenal,0.11791712722997941,137
isheep,0.11790090054273605,1
gem,0.11734220750521046,230
notch,0.11697815688364584,192
pessoal,0.11632949858903885,1
outstanding,0.11402096289871454,263
delcious,0.11361179997523625,3
quant,0.11346469074487686,1
terrific,0.11306540399642759,73
amical,0.1130219642072916,2
fantastic,0.1129791662986611,699
bomb,0.11203191656198713,148
talented,0.11176203207287472,63
spaß,0.11051250249147415,1
neighborly,0.10947339981794357,1
yummy,0.10820394214685125,427
impresed,0.10818030685186386,1
affordable,0.10787165251731683,189
delicious,0.10765650468732856,2321
incredible,0.10758612522045201,263
endroit,0.10500624434401591,9
meticulus,0.10349252074956894,1
fav,0.10346986759253138,50
buenos,0.10265010828152299,2
thorough,0.10214773334816775,96
relaxed,0.10131991412085684,112
reccomend,0.10032739728807931,14
love,0.09924799127903408,2902
pleased,0.09890149080802878,224
accommodative,0.09873099625110626,1
exceptional,0.09825777943962807,180
reasonable,0.09685525348086263,554
exquisite,0.09634133790220534,35
informative,0.0963230872867323,65
consistantly,0.09617254324257374,2
blessed,0.09592750881399427,7
wonderful,0.0958338168216627,743
supah,0.09549692273139954,1
reigned,0.09490916877985,1
yum,0.09402386463555176,197
perfection,0.09401253278593759,181
adorable,0.09374396797529487,41
fabulous,0.09306243189722554,209
cheers,0.0927437030426834,46
superbe,0.0926547865383327,3
tastiest,0.09232046565739438,16
friendly​,0.09202389419078827,1
