word,score,freq
probuct,0.4256466329097748,1
themcrate,0.40091392397880554,1
delite,0.378969669342041,1
delicious!ideal,0.3579959273338318,1
fantastic!you,0.34791678190231323,1
pampered,0.3171466588973999,1
chipswish,0.2858794331550598,1
woofs,0.2595328092575073,1
pit!it,0.24788403511047363,1
wiley,0.24640582501888275,1
price!,0.23641923069953918,1
recomened,0.2334417998790741,1
muchbetter,0.23032769560813904,1
favortie,0.22978828847408295,1
buti,0.22127196192741394,1
condition.this,0.20908419787883759,1
cocoquik,0.2051982581615448,1
looseleaf,0.19974267482757568,1
briny,0.19557803869247437,2
$3,0.195500448346138,1
them!,0.18875417610009512,3
inconclusive,0.18643603555392474,2
happpy,0.18641656637191772,1
bitesize,0.18411168456077576,1
30-inch,0.18372973799705505,1
poppie,0.18151113390922546,1
salame,0.18072213232517242,1
qulity,0.17795384675264359,2
muesili,0.17538024485111237,1
cheesiest,0.17512962222099304,1
surpasses,0.1718927810434252,2
bitof,0.17004945874214172,1
haveproven,0.1669710874557495,1
whenprepared,0.1616426259279251,1
productand,0.16147954761981964,1
flavorand,0.15889841318130493,1
flavorway,0.15886929631233215,1
20070910,0.1574014276266098,1
finnish,0.1571057140827179,1
"best""",0.15537424385547638,1
caution-,0.15484534204006195,1
ramon,0.15321871638298035,1
invidually,0.15045364201068878,1
housekeeping,0.1499931365251541,1
continuethe,0.14735378324985504,1
toothpics,0.14534719288349152,1
louann,0.1447135955095291,1
kracie,0.14433765411376953,1
mixed-,0.14337658882141113,1
wirh,0.1433209925889969,1
licorcie,0.1432107388973236,1
nonbar,0.14122039079666138,1
thatrescues,0.14121471345424652,2
fizzes,0.13771694898605347,1
excellant,0.1352997049689293,6
selction,0.1344071626663208,1
virulant,0.1339663416147232,1
petrodex,0.13322653248906136,2
pricewent,0.13253407180309296,1
spearminty,0.13136440515518188,1
utilice,0.12998069822788239,1
exhilarating,0.12955546379089355,1
ened,0.12890157103538513,1
kilos,0.12844781577587128,1
coffee!!!!.i'm,0.12829719483852386,1
iwith,0.12616144120693207,1
legos,0.12469632178544998,1
have!most,0.12431297451257706,1
bribing,0.12414272874593735,1
julanne,0.1237877607345581,1
