word,score,freq
amigos,0.9212220907211304,1
emily-5,0.9097739458084106,1
hija,0.4736959896981716,3
anf,0.4417809247970581,1
truelly,0.40241163969039917,1
happyexact,0.3577745258808136,1
nake,0.34427616000175476,1
packable,0.30100318789482117,1
warded,0.2517186999320984,1
este,0.23348397761583328,3
encanta,0.23108118772506714,1
recomiendo,0.22294360399246216,2
borad,0.2203628271818161,1
beutifull,0.21981237595900893,3
cuteeasy,0.21657776832580566,1
fantstic,0.21636979281902313,1
wp,0.20612754672765732,1
adores,0.2049739563630687,45
addicting,0.1938207738778808,11
kickin,0.18700844049453735,1
adorble,0.1863764375448227,1
agile,0.1769965079923471,3
awsome,0.17518405938013035,11
duel,0.17326305821188726,4
fave,0.1719739157706499,5
lipos,0.1689884609368164,2
perfect,0.1594258096109869,823
fleet,0.15938855148851871,9
loves,0.1499697358156162,2599
cutest,0.14981381986838052,34
enchanting,0.14403319358825684,2
enjoys,0.14077213116470172,341
worht,0.1392977088689804,1
repurchase,0.13645099103450775,1
pleased,0.13561987409898688,191
adore,0.13295124827418475,20
relastic,0.13291187584400177,1
hilarious,0.13178708567284048,46
saiyan,0.13003170304000378,3
addictive,0.1287501183779616,18
4-stars,0.12870891392230988,1
fascinating,0.12865477044445772,15
love,0.12673656644111447,2557
great,0.1250293302061168,3926
fastener,0.12319484418258071,4
wonderful,0.12262401852871442,259
excellent,0.12251616052637598,245
enjoying,0.11943313611275289,100
starrs,0.11929281055927277,1
loved,0.11903350177055148,1019
detialed,0.11802437156438828,1
ardent,0.11607479117810726,2
brony,0.11475452966988087,1
invaluable,0.11267493496416137,2
favorite,0.11116184123110516,595
satisfied,0.11103930874783965,61
addorable,0.11062128096818924,1
favorites,0.11013233046267284,72
alphie,0.10929494289545498,3
l;ittle,0.10761872678995132,1
cram,0.10665156775939977,7
happy,0.10570141946243794,699
perfectly,0.10544456594071876,220
captivates,0.10542839757787685,2
compliment,0.10507705958413058,19
ritzy,0.10477381944656372,1
delighted,0.1045171469838048,35
saver,0.10134506917425565,14
brighter,0.1011808645140765,27
apropriate,0.10006161034107208,1
blast,0.09919630178584433,162
fantastic,0.09897894083477707,149
delight,0.09809076657984406,30
companion,0.0967258892401501,25
nerd,0.09595181694550609,10
terrific,0.0953157307506588,38
proud,0.09519628248895837,39
amazing,0.09465635271209187,196
enjoyed,0.09353187825503861,402
hit,0.09118617471898444,609
aluminium,0.09100400656461716,1
recommended!there,0.08941929787397385,1
pleasure,0.087860692773358,21
sturdy,0.08769778710221965,708
welcome,0.08703212881022517,16
prettily,0.08655449002981186,1
unpackage,0.08647013455629349,1
grandsons,0.08538098224983891,80
munchkin,0.08402261656436433,15
magnificent,0.08394895234544363,7
ehm,0.08366791158914566,1
helps,0.08330878785915395,177
thanks,0.08304756726459768,151
precise,0.08282189219038022,15
fad,0.08274466535011823,9
adorable,0.08225298024948555,254
beautifully,0.0821762435997908,62
nice,0.08211487452180677,1333
huggable,0.0818546873550596,13
awesome,0.0818479335258673,357
anomal,0.08040063828229904,1
lurks,0.08021466523587151,2
ecxited,0.07987213879823685,1
thrilled,0.07904411054020302,166
abstracts,0.07901418209075928,1
vacuuming,0.07743829914293851,7
sturdily,0.07713339473715071,12
irresistible,0.07692178338766098,1
captivated,0.07667020806111395,4
keeper,0.0765874742254014,28
cursor,0.0763573944568634,1
captures,0.07541450776270722,10
amazed,0.07410001291382108,51
legos,0.07136852637807142,250
stands,0.07032786707859487,109
ageless,0.06976406276226044,1
greatest,0.0697329048753569,38
refreshing,0.06943297214232959,13
beautiful,0.06909741641603673,232
community,0.06894658510351465,19
recommend,0.0687935476585799,1723
bargain!my,0.06811656057834625,1
entertained,0.06797678899602033,100
helped,0.06766748994387281,105
enchanted,0.0668711367994547,5
indoor,0.0668508249321295,59
mejorar,0.06663502007722855,1
powerful,0.06622798014915425,43
entertainment,0.06615631398183228,109
stylish,0.06612055584137125,10
colorful,0.06579740222094833,237
easy,0.06535051513376021,1734
hero,0.0648140750409636,29
coolest,0.06473309518603076,35
impressed!first,0.06345511227846146,1
obsessed,0.0633068882478153,70
requirement,0.06304983901619769,7
allows,0.06302924076275479,140
essential,0.06288764061593191,12
durable-,0.06179545578197576,2
grandchild,0.06172570107800483,36
superb,0.061501243572113,18
