word,score,word_count
@ms_mary_macc,-0.00016071256525416783,1
its,0.00010730299692652077,449
cute,-0.0009444943842321967,33
watching,0.0004310737163216928,200
her,-0.0012560599509769384,296
tryna,-0.0008111143178449801,13
guess,-0.0005236695035757469,155
stuff.,0.0002964703473152339,6
see,-0.00020296152599679225,400
the,0.00018875271921918783,8649
wheels,-0.00016071256525416783,1
"spinning,",-0.00016071256525416783,1
but,-0.0006537995429182121,1052
r,-0.0005664045418552195,52
they,-0.0011841786325509224,558
spinning,-0.00016071256525416783,1
in,0.00017314376806000105,3777
mud?,-0.00016071256525416783,1
lol.,-0.0002374406399801018,33
i,-0.00025593234710709464,7892
love,0.00033546162447310523,1008
you,-0.000798511080577505,2783
babe.,-0.00016071256525416783,1
@lizpenny,-0.00030360055456185364,1
haha,-0.0012215467859098706,102
yer!,-0.00030360055456185364,1
julian,-0.00030360055456185364,1
told,-0.0013894634186970682,109
mike,-0.000932603208940975,10
to,0.00038004689413273247,7743
take,-5.064821070252244e-05,213
me,-0.0004459562017438333,1729
round!,-0.00030360055456185364,1
lol!,-0.0011074548697188496,11
x,0.001502074473340431,59
if,-0.0012474304796068468,543
post,-0.0007897542399878432,32
a,-6.445534659353323e-06,5558
football,0.001386330026880448,37
status,-0.0018178706597437766,6
on,0.0001484132459837192,2104
fb,-0.0016585081584730287,19
"today,",0.0011691105743563512,69
will,-5.134513658965505e-05,698
be,0.0003003584152893495,1629
buried,-0.002352283171609694,1
alive.,-0.001014817361298507,4
just,-0.0003513548226487265,1406
left,-0.0003750270800228631,182
@tykeyes92,0.0019258599778913773,1
and,0.0006654511377617742,5098
@jussayin_shell,0.0019258599778913773,1
im,0.0001688777129098079,324
pretty,0.00027073327421415366,93
sure,-0.0003175609100442584,73
i'm,0.00018443087164254064,1279
gonna,9.046224899495022e-05,329
cry,-2.8918658000657582e-05,54
myself,0.0005354031899739207,99
sleep,0.0015006223356363528,219
tonight.,0.001792647521621805,110
yay!,0.0024725807053640287,10
done,0.0013802789764987347,143
with,0.0009324182059811438,1779
one,-0.00024215314565685767,689
final!,0.0021261811123986264,3
...now,0.001149677499291452,8
continue,0.0004177031260290202,20
hating,-0.0005764962384273532,7
my,0.0002395578388271604,5201
life,0.00036669703358437235,336
studying,0.0025975327460786035,71
for,0.0006288199418582077,3297
next,0.000239438400144538,305
one...,0.0009570670485439527,10
@maliamorgan,-0.0019360865914738196,1
by,-9.36758054341364e-05,466
"way,",0.000495132292320098,7
ended,0.000238393630843095,18
up,0.0006287103944797668,1103
getting,6.380373329618698e-05,282
99%,-0.002158794732859793,9
that,-0.0007575711518901097,2065
math,0.0022121824089578355,49
test,0.0018967690041373614,110
thought,-0.001462479641037901,165
beat,-0.0016406146330301555,33
on...#maybenexttime,-0.0019360865914738196,1
#lol,-0.001538443189938429,8
realized,-0.0007186902619091295,50
going,3.310297863017598e-05,647
like,-0.0004344118519526554,885
10,0.0014591614765153515,90
months,-0.0008534267760351537,35
before,0.00047752968470800403,177
back,0.000826649684029542,611
at,0.0007760156730497207,1471
@willybusc!!,-0.0006345867191763925,1
(not,-0.0007860592026181716,5
including,-0.00017926830369207082,6
spring,-0.0003991630805931992,6
game),-0.0008613395096078117,2
#gococks,-0.0006345867191763925,1
@chrisbharrison,0.00017320939606482472,2
 ,2.8709692182307178e-05,2676
might,-0.0007977580112016629,99
all-time,-0.00017719824384484028,3
favorite,0.00018442641013355877,56
game,-0.0010940665333397123,123
show!,0.0003773534973928085,5
what,-0.0005198740152716427,732
an,0.0003218604770130007,658
awesome,0.0001845872757394755,52
concept!,0.00017320939606482472,2
love!!!,0.00017320939606482472,2
have,0.00023353321621814318,1949
face,-0.0009309333884863994,150
it.,-0.0004066895624913764,212
suck,-0.0010877625941547193,25
statistics,0.00032441685660887737,5
always,-0.00047438159958180186,166
will.,-0.0013818825631462806,7
(miracle,0.0054217713550817614,7
scripture,0.00468726541694869,9
700,0.0054217713550817614,7
b.c.),0.0054217713550817614,7
behold,0.0054217713550817614,7
virgin,0.003178406301736282,12
shall,0.0030843696487181838,31
conceive,0.0054217713550817614,7
&,0.0010945101367296948,1202
bear,0.0031225105793371427,14
son,0.0006727139476584531,45
call,0.00044340912390245136,104
his,-0.0006053636701721444,390
name,0.0001232583211941223,54
immanuel,0.005749824163345432,7
is,-9.193008409981633e-05,3343
7:14,0.0054217713550817614,7
brother,-0.0009082083941252498,81
turned,-0.0005591305285612354,28
today!,0.0019171347221664512,74
it,-0.00042008814915138264,1899
was,-0.001051714941926415,908
yesterday,-0.0006487278955022544,295
when,-0.0010252431397652078,1176
he,-0.0012064446606139313,458
child,-0.00032010844520495335,35
can't,0.0001999521430777028,512
wait,0.0007834135872857062,250
go,0.0002872056344913658,583
school,0.0016338870312877555,330
drop,-0.0012197116392981165,16
of,0.000261908867336276,4479
birthday,-0.00017686186295202454,153
stuff,-0.0004255437140802404,54
some,0.00023991138865547354,480
