,word,score,word_count
0,@ms_mary_macc,-0.0001607125652541678,1
1,its,0.00010730299692652076,449
2,cute,-0.0009444943842321967,33
3,watching,0.0004310737163216928,200
4,her,-0.0012560599509769386,296
5,tryna,-0.0008111143178449801,13
6,guess,-0.0005236695035757469,155
7,stuff.,0.0002964703473152339,6
8,see,-0.00020296152599679225,400
9,the,0.0001887527192191878,8649
10,wheels,-0.0001607125652541678,1
11,"spinning,",-0.0001607125652541678,1
12,but,-0.000653799542918212,1052
13,r,-0.0005664045418552195,52
14,they,-0.0011841786325509226,558
15,spinning,-0.0001607125652541678,1
16,in,0.00017314376806000105,3777
17,mud?,-0.0001607125652541678,1
18,lol.,-0.0002374406399801018,33
19,i,-0.00025593234710709464,7892
20,love,0.00033546162447310523,1008
21,you,-0.000798511080577505,2783
22,babe.,-0.0001607125652541678,1
23,@lizpenny,-0.00030360055456185364,1
24,haha,-0.0012215467859098708,102
25,yer!,-0.00030360055456185364,1
26,julian,-0.00030360055456185364,1
27,told,-0.0013894634186970682,109
28,mike,-0.000932603208940975,10
29,to,0.00038004689413273247,7743
30,take,-5.064821070252244e-05,213
31,me,-0.00044595620174383324,1729
32,round!,-0.00030360055456185364,1
33,lol!,-0.0011074548697188496,11
34,x,0.001502074473340431,59
35,if,-0.0012474304796068468,543
36,post,-0.0007897542399878432,32
37,a,-6.445534659353323e-06,5558
38,football,0.001386330026880448,37
39,status,-0.0018178706597437768,6
40,on,0.0001484132459837192,2104
41,fb,-0.0016585081584730287,19
42,"today,",0.0011691105743563512,69
43,will,-5.134513658965505e-05,698
44,be,0.00030035841528934943,1629
45,buried,-0.002352283171609694,1
46,alive.,-0.001014817361298507,4
47,just,-0.00035135482264872655,1406
48,left,-0.0003750270800228631,182
49,@tykeyes92,0.0019258599778913777,1
50,and,0.0006654511377617743,5098
51,@jussayin_shell,0.0019258599778913777,1
52,im,0.00016887771290980793,324
53,pretty,0.00027073327421415366,93
54,sure,-0.0003175609100442584,73
55,i'm,0.00018443087164254066,1279
56,gonna,9.046224899495022e-05,329
57,cry,-2.891865800065758e-05,54
58,myself,0.0005354031899739207,99
59,sleep,0.0015006223356363528,219
60,tonight.,0.0017926475216218053,110
61,yay!,0.0024725807053640287,10
62,done,0.0013802789764987347,143
63,with,0.0009324182059811438,1779
64,one,-0.00024215314565685767,689
65,final!,0.0021261811123986264,3
66,...now,0.0011496774992914521,8
67,continue,0.0004177031260290202,20
68,hating,-0.0005764962384273533,7
69,my,0.00023955783882716037,5201
70,life,0.0003666970335843724,336
71,studying,0.0025975327460786035,71
72,for,0.0006288199418582078,3297
73,next,0.00023943840014453797,305
74,one...,0.0009570670485439529,10
75,@maliamorgan,-0.0019360865914738194,1
76,by,-9.36758054341364e-05,466
77,"way,",0.000495132292320098,7
78,ended,0.000238393630843095,18
79,up,0.0006287103944797668,1103
80,getting,6.380373329618697e-05,282
81,99%,-0.002158794732859793,9
82,that,-0.0007575711518901098,2065
83,math,0.0022121824089578355,49
84,test,0.0018967690041373614,110
85,thought,-0.001462479641037901,165
86,beat,-0.0016406146330301555,33
87,on...#maybenexttime,-0.0019360865914738194,1
88,#lol,-0.001538443189938429,8
89,realized,-0.0007186902619091295,50
90,going,3.310297863017598e-05,647
91,like,-0.00043441185195265545,885
92,10,0.0014591614765153515,90
93,months,-0.0008534267760351537,35
94,before,0.000477529684708004,177
95,back,0.000826649684029542,611
96,at,0.0007760156730497207,1471
97,@willybusc!!,-0.0006345867191763925,1
98,(not,-0.0007860592026181716,5
99,including,-0.00017926830369207082,6
100,spring,-0.0003991630805931992,6
101,game),-0.0008613395096078117,2
102,#gococks,-0.0006345867191763925,1
103,@chrisbharrison,0.00017320939606482472,2
104, ,2.8709692182307178e-05,2676
105,might,-0.000797758011201663,99
106,all-time,-0.00017719824384484028,3
107,favorite,0.00018442641013355875,56
108,game,-0.0010940665333397125,123
109,show!,0.00037735349739280845,5
110,what,-0.0005198740152716427,732
111,an,0.0003218604770130007,658
112,awesome,0.0001845872757394755,52
113,concept!,0.00017320939606482472,2
114,love!!!,0.00017320939606482472,2
115,have,0.0002335332162181432,1949
116,face,-0.0009309333884863994,150
117,it.,-0.00040668956249137635,212
118,suck,-0.0010877625941547193,25
119,statistics,0.0003244168566088774,5
120,always,-0.00047438159958180186,166
121,will.,-0.0013818825631462806,7
122,(miracle,0.005421771355081762,7
123,scripture,0.004687265416948691,9
124,700,0.005421771355081762,7
125,b.c.),0.005421771355081762,7
126,behold,0.005421771355081762,7
127,virgin,0.003178406301736282,12
128,shall,0.003084369648718184,31
129,conceive,0.005421771355081762,7
130,&,0.0010945101367296948,1202
131,bear,0.0031225105793371423,14
132,son,0.0006727139476584531,45
133,call,0.00044340912390245136,104
134,his,-0.0006053636701721444,390
135,name,0.00012325832119412233,54
136,immanuel,0.005749824163345433,7
137,is,-9.193008409981633e-05,3343
138,7:14,0.005421771355081762,7
139,brother,-0.0009082083941252498,81
140,turned,-0.0005591305285612353,28
141,today!,0.001917134722166451,74
142,it,-0.0004200881491513827,1899
143,was,-0.0010517149419264147,908
144,yesterday,-0.0006487278955022544,295
145,when,-0.0010252431397652078,1176
146,he,-0.0012064446606139313,458
147,child,-0.0003201084452049534,35
148,can't,0.0001999521430777028,512
149,wait,0.0007834135872857062,250
150,go,0.0002872056344913658,583
151,school,0.0016338870312877555,330
152,drop,-0.0012197116392981165,16
153,of,0.000261908867336276,4479
154,birthday,-0.00017686186295202454,153
155,stuff,-0.00042554371408024043,54
156,some,0.00023991138865547351,480
157,stranger,-0.0018362378742627003,7
158,sitting,0.00041829876417485957,88
159,"us,",-0.0005133341823700362,9
160,girls,-0.0014561322374542912,74
161,know,-0.001138304936045056,480
162,"her,",-0.002121364149246532,9
163,she's,-0.0006192163381608654,62
164,so,0.00025203455409502913,1377
165,fucking,-0.0008625343915746384,152
166,loud.,0.0013576944431153808,12
167,speaks,-0.003304903466954177,3
168,whore,-0.0015487209997849319,7
169,"yes,",5.0099869053619625e-05,17
170,major,0.0002832843545046317,18
171,cafs,0.002024349513922061,2
172,assignment,0.0018924481967593845,10
173,finally,0.0012672903929555675,167
174,finished,0.0024431134291660627,86
175,after,0.0004195953249317481,271
176,long,0.0012504269040720007,215
177,weeks,0.001155010314241573,64
178,doing,0.000648884156179891,139
179,<3,0.0005539572724790734,86
180,:),0.0008193633150080607,464
181,damn,-0.001678015778024851,81
182,fergie!,-0.0016120571559561842,1
183,put,-0.00028031248269493405,219
184,last,0.00012771100101696835,371
185,nights,0.002033219475739784,22
186,adebayor,-0.0015005085949269413,2
187,1st,0.0011430310805902939,41
188,goalscorer,-0.0016120571559561842,1
189,loot,-0.0016120571559561842,1
190,benfica,-0.0016120571559561842,1
191,"home,",0.0009973999578300487,24
192,vidic,-0.0016120571559561842,1
193,should,-0.0006626230528235771,198
194,squad,-0.0016120571559561842,1
195,killing,-0.0008536033802128033,20
196,ppl,-0.001790136966997695,77
197,feels,-0.00016089957923537407,58
198,better,0.0002410665762837288,137
199,think,-0.0007329187963053337,386
200,kill,-0.00195575371135645,51
201,em,-0.0013759466266897611,15
202,@kimzolciak,0.0004989630921772914,1
203,too!,3.540850729637738e-05,25
204,been,0.0005367561489448251,329
205,looking,0.0003311175050587168,145
206,forward,0.0013583264590959602,73
207,this,0.0003713607512824876,1544
208,episode!,0.0004989630921772914,1
209,thanks,0.0009775386392796572,119
210,sharing,0.0022034337439413975,23
211,#flyabove,0.0004989630921772914,1
212,#lifechanging,0.0004989630921772914,1
213,kills,-0.0018190881710148687,4
214,people,-0.0007385674344199504,516
215,all,0.0009243261253610408,1213
216,these,4.5879119592727844e-05,148
217,emotions,-0.0010485314024599865,13
218,express,0.00020889669529016895,16
219,mature,-0.0022136873183929615,1
220,manner,-0.0022136873183929615,1
221,'joy,0.0010629098935654232,1
222,not,-0.0009010612566368796,1365
223,things;,0.0010629098935654232,1
224,us.',0.0010629098935654232,1
225,-,0.00062340995535339,288
226,ben,-0.00025409672900749075,5
227,franklin.,0.0010629098935654232,1
228,look,-0.00028963277661649535,210
229,inside,-0.00032450060323687546,48
230,your,-0.00029177884215962483,1199
231,thankful,0.003182935094149957,52
232,there,-0.0007925362310230152,320
233,k.deer,0.0010629098935654232,1
234,now,0.0009675415167822789,764
235,start,0.001516352862125108,173
236,day,0.001908938787564494,845
237,work.,0.0019032021335623635,89
238,woo,0.00042035199065746086,6
239,@carlycolgan,-0.0012800166130818979,1
240,hahahaha,-0.0006631532557968984,13
241,mean...,-0.0012800166130818979,1
