,word,score,word_count
0,@ms_mary_macc,-0.001429114229043383,1
1,its,0.002304360084157606,652
2,cute,-0.0013967943797631472,42
3,watching,0.0009392725020871008,268
4,her,-0.0010776053141045693,315
5,tryna,0.0015865097088295869,17
6,guess,0.0018073296790186782,181
7,stuff.,-0.0018582350845645123,6
8,see,0.0023523713128421665,545
9,the,0.003490723466286607,13639
10,wheels,-0.001429114229043383,1
11,"spinning,",-0.001429114229043383,1
12,but,0.0038947046139655014,1787
13,r,0.005152762502029037,105
14,they,0.004035639340615807,1085
15,spinning,-0.001429114229043383,1
16,in,0.003091889928656473,5684
17,mud?,-0.001429114229043383,1
18,lol.,0.0011170115037729522,48
19,i,0.004177681525152813,13760
20,love,0.00682808099992721,2572
21,you,0.004026130734233359,4639
22,babe.,-0.001429114229043383,1
23,@lizpenny,-0.0023819767129195195,1
24,haha,0.0008768596787828607,123
25,yer!,-0.0023819767129195195,1
26,julian,-0.0023819767129195195,1
27,told,0.0019655793506382856,178
28,mike,0.0006131771082355423,8
29,to,0.0029430301459272886,10544
30,take,0.002906951648301659,306
31,me,0.0033864551126467934,2571
32,round!,-0.0023819767129195195,1
33,lol!,-0.00019651309049905925,23
34,x,0.0015993971672856812,57
35,if,0.005389418388846685,1121
36,post,0.0010567824731055454,58
37,a,0.0021413801634128627,7682
38,football,-0.001418008338235571,41
39,status,-0.0006038396428155263,6
40,on,0.0018165483808328113,2736
41,fb,0.0010117393957837825,32
42,"today,",-0.0002420537443291326,69
43,will,0.005330859524343975,1257
44,be,0.00431180347931062,2414
45,buried,9.160928816224138e-05,1
46,alive.,0.007203466551941852,6
47,just,0.000923590343321134,1795
48,left,-0.0019934941937226375,182
49,@tykeyes92,-0.0008152899345986953,1
50,and,0.003658704563870998,7940
51,@jussayin_shell,-0.0008152899345986953,1
52,im,0.003815357944725325,508
53,pretty,-0.002133691989689871,101
54,sure,0.0021511893211555444,118
55,i'm,0.003453637255403281,1952
56,gonna,0.001584711780316115,393
57,cry,0.001710900128713278,55
58,myself,0.0015902268038100304,121
59,sleep,6.031377744680502e-05,210
60,tonight.,-0.0011694596658668559,101
61,yay!,-0.00736250119332504,6
62,done,0.00010610007680332633,172
63,with,0.0009885223706380915,2271
64,one,0.0032530183830058092,1081
65,final!,-0.003206698250529977,1
66,...now,-0.00227500943636187,4
67,continue,0.004327146446780978,29
68,hating,0.0016625050562530913,5
69,my,0.0007114686474472278,6285
70,life,0.0037033833981362048,586
71,studying,-0.002516973655256568,51
72,for,0.0039039173144202483,5418
73,next,0.0020409565705025645,400
74,one...,-0.0006327655693597384,5
75,@maliamorgan,0.0016589931329508544,1
76,by,0.004827240330404495,797
77,"way,",0.0035321258618023423,14
78,ended,-0.002630821494774632,17
79,up,0.0009273702324707559,1307
80,getting,0.0024396596267056343,402
81,99%,0.0075670620790109135,20
82,that,0.003942726782464375,3567
83,math,-0.0008746831666165243,42
84,test,0.001960895295913521,102
85,thought,0.0023376829025022285,209
86,beat,0.003273159048269104,57
87,on...#maybenexttime,0.0016589931329508544,1
88,#lol,0.0008880840888025089,11
89,realized,0.000339511343216011,52
90,going,0.0021953501287884556,834
91,like,0.002757630146711161,1193
92,10,0.001635448269197989,118
93,months,-0.0010320814463827877,33
94,before,0.002444188194251611,201
95,back,0.0009599232881913409,758
96,at,0.0010955777170829795,1727
97,@willybusc!!,0.0013377961005608086,1
98,(not,0.0011956886777858245,5
99,including,0.0030333636052436745,13
100,spring,0.0017157633267682586,17
101,game),0.0011630229734146268,2
102,#gococks,0.0013377961005608086,1
103,@chrisbharrison,-0.0014048933536590388,1
104, ,0.0038497224278207925,4392
105,might,0.003955745989606224,160
106,all-time,0.0007234797237106249,2
107,favorite,-0.000257238175431868,79
108,game,0.002737302937604942,154
109,show!,-0.001823975510511294,4
110,what,0.005234299579738894,1269
111,an,0.0013396012679497734,865
112,awesome,-0.0007503290302236788,88
113,concept!,-0.0014048933536590388,1
114,love!!!,-0.0014048933536590388,1
115,have,0.005498302551375089,3824
116,face,0.005966648427368214,247
117,it.,0.004038454307969316,338
118,suck,0.003921372343299463,32
119,statistics,0.003030398315648199,5
120,always,0.0049004545927005,345
121,will.,0.0037431212431415805,7
122,(miracle,-0.0014855562266628416,4
123,scripture,0.0007894051240969986,11
124,700,-0.0014855562266628416,4
125,b.c.),-0.0014855562266628416,4
126,behold,-0.0014855562266628416,4
127,virgin,-0.001294359270261252,7
128,shall,0.004700289007026237,48
129,conceive,-0.0014855562266628416,4
130,&,0.0035390042938504705,1784
131,bear,0.0008186955623646478,16
132,son,0.003113089794208285,54
133,call,0.0033747366642398083,186
134,his,0.002576883462467734,513
135,name,0.002860790275194792,75
136,immanuel,-0.002889772117575831,4
137,is,0.004326744871611418,5488
138,7:14,-0.0014855562266628416,4
139,brother,0.0009568439171271252,99
140,turned,0.002743034711346294,33
141,today!,-0.0027325519322814536,71
