,word,score,word_count
0,these,-0.0013212684420271608,4704
1,pork,-0.0024403225644953736,345
2,rinds,-0.0038691717965435757,217
3,are,-0.0011507721890596813,6914
4,delicious!,0.0034251926894594952,61
5, ,-0.0016090505849191093,23556
6,they,-0.002371935527683489,6991
7,taste,-0.002585036392312874,3439
8,so,-0.001580886919563747,5349
9,"fresh,",0.0018399863086937746,48
10,plump,0.003555028178644951,8
11,up,-0.0020166001696653164,1871
12,"nicely,",-0.002303846744597548,12
13,and,-0.0012388375524787498,28669
14,have,-0.0013746205001665015,7639
15,the,-0.0021182566989536456,44707
16,right,-0.0010605852087509039,558
17,amount,-0.0018522664232124035,473
18,of,-0.0021019483057285932,19513
19,spice.,0.005942583822469412,5
20,"plus,",-4.244536318584682e-06,51
21,cooking,-0.0010733096833642412,164
22,them,-0.0015314065129608044,3487
23,in,-0.0016911614249435637,11921
24,"microwave,",-0.002793155089961299,47
25,just,-0.001733580068905247,3908
26,like,-0.0022813575144040392,5784
27,microwavable,0.0008633874325841173,14
28,"popcorn,",-0.0001780408703754569,32
29,is,-0.0012178390398328556,16076
30,a,-0.0013530782287420494,25984
31,breeze.,0.007625964877811005,2
32,i,-0.0020268068356268302,34690
33,store,-0.00038605565099029547,624
34,"freezer,",0.0021713768291131905,3
35,along,-0.0006189297104694383,151
36,with,-0.0011585825195547387,7769
37,my,-0.0010037648023085149,9333
38,to,-0.0017273549521507024,22939
39,keep,0.0008014643905267626,509
40,fresh.,0.0019362522064629174,62
41,there,-0.00227437838330516,1719
42,only,-0.0017920537530159834,2193
43,1,-0.0019687662540024313,377
44,carb,-0.0011866147170650288,99
45,per,-0.001022945733988061,544
46,"bag,",-0.0022046136475224513,157
47,which,-0.002410283364098456,1754
48,makes,0.0003729098365566824,677
49,perfect,0.001766848789075375,481
50,snack,0.0019595681834636124,325
51,for,-0.0009096395033086846,11489
52,diabetic,0.0008664935277174242,14
53,lifestyle.,0.0016473601021001134,4
54,found,-0.0010875587836167869,1138
55,chips,-0.0009572938166209973,929
56,on,-0.0015915072543789262,5889
57,vacation,-0.0020503846401338736,18
58,oregon.,0.0013389114058312166,2
59,was,-0.0029115864989458927,8519
