,Word,Value
0,nt,0.4130555577886657
1,spam,0.7328055796318484
2,emergency,0.7209891329464382
3,gore,0.717162690391383
4,recitation,0.7047103249544945
5,attractive,0.2879783977820444
6,serve,0.6972576946939387
7,correlations,0.6972005634612213
8,banquet,0.6916076234979185
9,lib,0.6915307045847172
10,painting,0.35626689868554406
11,official,0.41911310631838816
12,jew,0.6785904089443787
13,lawn,0.6782169394281309
14,dexter,0.2745629110417882
15,holding,0.2948371859056487
16,chilli,0.6684467674524776
17,indian,0.32519710039066324
18,rocks,0.3643507656648389
19,formal,0.20771513745561115
20,crack,0.6478354814640904
21,starving,0.295896647050254
22,innocence,0.639885419433613
23,orthodontist,0.6397826678264571
24,cow,0.6352865129206271
25,bitt,0.6349034720275628
26,oil,0.30252802086523156
27,naat,0.6332093926628385
28,british,0.3485198195296032
29,shifting,0.6272423205987343
30,2miles,0.623268967316299
31,eventually,0.30364257268650835
32,anyways,0.29034440035234227
33,swim,0.6128363787187852
34,bonding,0.6124013875439621
35,umbrella,0.13447112730377941
36,eminem,0.606938877780435
37,jazzy,0.6037620249497903
38,ict,0.6018326285218808
39,ranting,0.6007012589896796
40,hectic,0.20153347797912768
41,genetics,0.5982147584380366
42,rachcav,0.5980780633437384
43,guelph,0.5968080072198763
44,language,0.5964314774056941
45,product,0.31460523688560293
46,stealing,0.23203999002976733
47,hangover,0.5910546236227276
48,itunes,0.2114316441166318
49,dictionary,0.5876406107177634
50,idratherbesleeping,0.586411313853914
51,suffering,0.5861073946426177
52,dem,0.5840403137965962
53,canvas,0.5836743074932843
54,strong_face,0.5822440813075924
55,calender,0.23430782104223052
56,cranky,0.22912578668201333
57,noise,0.5790550467343969
58,vinyl,0.5787667527842678
59,dx,0.5785636312112847
60,pressed,0.5785209502672994
61,nope,0.2233966071912506
62,houses,0.24421535736684064
63,dump,0.26549987951975645
64,thedailyshow,0.5758928067399519
65,mountain,0.5741574059265108
66,dress,0.1981381652057715
67,wind,0.5723119669974238
68,bball,0.5698202068548514
69,00h,0.5693064026624997
70,google,0.13047178393731879
71,rejection,0.5682631620642262
72,immediately,0.22659178396322105
73,grandbaby,0.5670074557381558
74,network,0.5661480681165723
75,polystyrene,0.5658216956757143
76,steam,0.17675913846285618
77,nursing,0.5641741802171804
78,fourth,0.11111419734568684
79,responding,0.5639371141956113
80,parkviewchurch,0.5634219103470389
81,choir,0.5629579940681115
82,lt,0.5622628636897131
83,skins,0.5622628636897131
84,jecaro89,0.5606363152402346
85,bedtime,0.23398246276405105
86,vicinity,0.5595478591067148
87,aspirin,0.5595478591067148
88,ashelysmashley,0.5585285605497402
89,reset,0.5583438254487954
90,buzz,0.5583438254487954
91,funds,0.5583438254487954
92,pile,0.23872593164491918
93,soaked,0.5565141520226721
94,hungry,0.10626182528948341
95,whhhyyyyyy,0.5544042700975855
96,makeup,0.2411257038997791
97,rachel,0.5526520318737213
98,crow,0.5526520318737213
99,beastin,0.5520869968624688
100,doggie,0.5520006038645773
101,tape,0.5518009561622507
102,tolazytomove,0.5507882685205542
103,cigarette,0.058420071257980766
104,points,0.5499853117898686
105,crutches,0.5493895513223903
106,pickers,0.5487373411427826
107,nature,0.5469603621745304
108,walnuts,0.5464686630941077
109,michaelbuble,0.5454372766501523
110,fuckfrench,0.5450757984466261
111,puppy,0.14006751390069921
112,squat,0.5441431553135088
113,movin,0.544115983774987
114,patriciadenise_,0.5440219454947164
115,everywhere,0.224165806065437
116,entertain,0.5425578122843279
117,schooool,0.5423158724317091
118,venting,0.5406883438182818
119,um,0.1019585693293602
120,disturbed,0.5389046622530412
121,generation,0.09527861747564231
122,grease,0.5374250513818626
123,burns,0.5374250513818626
124,cluman011,0.535940819804887
125,misbah,0.5357934047243161
126,incoherent,0.5354456552416834
127,yummyquotes,0.535368301261752
128,finale,0.08055691855884889
129,consumerbehavior,0.5348955563073537
130,sundays,0.5347767922286165
131,brianyarvual,0.5343327614454875
132,rehearsal,0.11554233433586403
133,smyrna,0.5340895439906618
134,calendar,0.22544962950959874
135,gm,0.22678166693892765
136,refuse,0.5327447178507833
137,painful,0.5314106186232742
138,media,0.1430410590533584
139,alternadoll,0.5299749915581061
140,wide,0.5295250946062878
141,tip,0.5293702525117044
142,bars,0.5287593157575939
143,upgrade,0.5287053010728106
144,blah,0.5280441339387357
145,snnnnoooooowwww,0.5264586663896116
146,efo,0.5260981383838377
147,300th,0.5252739598690956
148,cozy,0.24254426350387231
149,chili,0.228694871660867
150,hobby,0.1301918344217437
151,program,0.23776174429289582
152,brains,0.5233468568352139
153,packed,0.1238472433886133
154,xsams,0.5222727430509738
155,throne,0.2406574391583059
156,actor,0.521569795276561
157,softball,0.5211967199991868
158,deodorant,0.5211235720850909
159,serbian,0.5202212117682518
160,moo,0.5200819077543516
161,iam,0.5194254123688442
162,pikeville,0.5193940272761053
163,obligation,0.518962517897557
164,imagined,0.518962517897557
165,buick,0.5186530468880723
166,barrel,0.5185836332880382
167,limit,0.04737117560605514
168,host,0.5174622586908569
169,frightening,0.5171691334937315
170,strictly,0.09867748177618468
171,wif,0.5169167009589078
172,redecorated,0.5169167009589078
173,strung,0.5168917295383877
174,mad_kat1000,0.5167854372681651
175,portfolio,0.5167441511915796
176,classico,0.5167441511915796
177,frozen,0.09380683050639482
178,deters,0.5156885205499667
179,l_kesler,0.5143901744724003
180,shell,0.5136592831550071
181,watchin,0.5132117039330539
182,candy,0.2008696236029926
183,cane,0.5128642413696929
184,uncomfortable,0.5126308861478572
185,miata,0.5120949591039079
186,thesis,0.5120597822008344
187,thisbringsmejoy,0.5120597822008344
188,laundrette,0.5120140867656019
189,ruinedddd,0.5120140867656019
190,shannon_mchugh,0.5117750645655675
191,competition,0.17450226385146583
192,marrying,0.5109095589794049
193,actual,0.09715240621818477
194,themselves,0.22323644576229884
195,orpheum,0.5103691635913182
196,feasting,0.5101197963484363
197,chickens,0.509857272118022
198,crushing,0.22188293743574466
199,poker,0.5097717534096257
200,distinguish,0.5096930049073556
201,testt,0.5096701275147942
202,geometry,0.5096701275147942
203,godswordislaw,0.5092668197141821
204,spaced,0.508346110279402
205,therapy,0.16532374587177623
206,3rd,0.058365770167569275
207,poop,0.5073653803282874
208,greenwood,0.5073357440610716
