,Word,Value
0,awefull,0.8515572389357763
1,salvadorian,0.7994302169350878
2,messini,0.7971064062275126
3,hkd,0.7662289955644979
4,medicre,0.7528147065849867
5,excetera,0.7220626199670116
6,sodalicious,0.718597083975818
7,thumpa,0.7156272909670643
8,westlake,0.5810945528824503
9,ehich,0.7116593427245074
10,zeroes,0.7092668422609373
11,boa,0.6572849781672476
12,dhaal,0.7043889276810842
13,helix,0.6275910961954669
14,nanny,0.5789180233072742
15,sheetz,0.029146212120070625
16,moola,0.6794528836512341
17,capriotti,0.3758865692437228
18,1950,0.4324220717970173
19,heloc,0.6612034826989356
20,briyani,0.6558854076834674
21,erie,0.5109755604679408
22,pepes,0.641393891381224
23,jeanine,0.6408379032763907
24,rhubarb,0.49169581612883473
25,barristers,0.6337589355233852
26,injera,0.37279181322350846
27,yogurtini,0.3846093379076019
28,colombian,0.42716862747026496
29,serranos,0.3365568982560017
30,gorditas,0.6237183455897892
31,lechera,0.6172213169311717
32,threading,0.31347075098670024
33,1969,0.6108374563319084
34,cavier,0.610338825314329
35,eds,0.46012110480155133
36,mathew,0.6046855245852559
37,teryaki,0.6038529785699194
38,kinko,0.6004615703091323
39,kate,0.38737533287911863
40,tjs,0.5981179388640011
41,tonkotsu,0.376647356006822
42,meen,0.5897142970815287
43,mlegh,0.5894309541412389
44,directv,0.17741717672268986
45,tylenol,0.4699528112622438
46,manure,0.5852039215984616
47,3h,0.584318204675936
48,fucken,0.583189954074785
49,magner,0.5813319189410537
50,indestructible,0.5800110978538283
51,rona,0.5795811791153981
52,currency,0.5788188374634194
53,outreach,0.4088673286859805
54,backpedaling,0.57696641325071
55,rieu,0.575935819372074
56,gecko,0.5754243500462609
57,capezio,0.5753336812357502
58,afterword,0.5749656332257846
59,bazic,0.5739928443621314
60,smellz,0.5739384380913364
61,skysong,0.5737653966543637
62,açaí,0.2508286676985533
63,levi,0.41739836439001166
64,grisly,0.5662886146392745
65,godlike,0.5654015091625256
66,moping,0.564491034034922
67,audrey,0.37535489841886777
68,madden,0.5638679501406831
69,worstest,0.5636277221639748
70,marry,0.3941260739976922
71,caviar,0.4445536762595081
72,jons,0.5618825549957703
73,galbi,0.37150668954543054
74,shabu,0.3961045336888688
75,coneys,0.5570833825256739
76,licensing,0.5552229037799838
77,barberian,0.5540861404045688
78,prociutto,0.5521572671060605
79,scaling,0.5512859542306586
80,omlet,0.19265347103046793
81,freshii,0.5497562381007877
82,barmaid,0.32379894089602657
83,snhd,0.5436607709822948
84,menchies,0.5423071774500597
85,bisell,0.5422461014858724
86,ardene,0.5420848837174075
87,saryo,0.5415281949857885
88,jitb,0.5414959316413357
89,orzo,0.4242038927567815
90,specimen,0.5408683657739475
91,jetpack,0.5380159019419406
92,tivoli,0.2760796572200727
93,gocheckthebathroom,0.5368298793535955
94,vibing,0.5366084163243332
95,farrell,0.5362749368075707
96,dcs,0.5348768546941749
97,tbones,0.533934932054305
98,amado,0.5337843019412415
99,wordpress,0.5332073731287305
100,esq,0.41773450353335917
101,retrooms,0.5311558638742476
102,phillips,0.37271514568293196
103,pavel,0.5301309288485775
104,booooo,0.5297956719102804
105,yellowtai,0.5295681746507892
106,panag,0.5281895568526532
107,tills,0.5279647625301992
108,ott,0.5279094034687082
109,brar,0.527873130362933
110,harmon,0.2422720371204462
111,ellio,0.52748796185127
112,entertainers,0.32918204702246584
113,bedford,0.18881195708488008
114,brasseurs,0.526653372612157
115,foodora,0.37090472058002777
116,workway,0.5255408028243255
117,wer,0.46256960471872477
118,penrose,0.23676125472234577
119,druken,0.5237443740780827
120,overrrrrrpriced,0.5235105937761726
121,instal,0.522424254004975
122,54g,0.5210638069685866
123,jorge,0.22346338186592807
124,plys,0.5208286625093839
125,trisports,0.5202487822849123
126,prejudge,0.519862556198538
127,puzzles,0.2356495894622434
128,bruh,0.5181668533882716
129,henna,0.1561284475872291
130,hasty,0.5165515495901885
131,havw,0.21283441551125715
132,thou,0.3586765315665167
133,toed,0.5147407212918724
134,taqitos,0.5129514487784511
135,valencia,0.512709757955271
136,empolyees,0.5126460792886256
137,doctorate,0.5099792425229887
138,jerusalem,0.24431457707779475
139,meanest,0.5084689523294762
140,wrongntwice,0.5058102445204119
141,grose,0.5046107826268418
142,bitesquad,0.5042205201069468
143,wasloud,0.5042173901202871
144,kibbeh,0.3446971343315236
145,kin,0.40586907929392824
146,grams,0.31172493178591376
147,mildewy,0.5024664490264528
148,joanne,0.5022200194530767
149,tah,-0.034610273413488546
150,cypress,0.45533056625936075
151,vogel,0.5006103698751737
152,jude,0.5001757667926936
153,lexi,0.26830522922797045
154,minumun,0.49964439246698633
155,chirachi,0.4995513017805302
156,aglio,0.4981293025817012
157,horable,0.49802878471666523
158,theifs,0.49784622377320614
159,cooper,0.19393267640678952
160,freakishly,0.49604121679818125
161,jp,0.08579683393582249
162,hogs,0.4957724010017807
163,cleare,0.49569615420558516
164,nowland,0.49545693173610533
165,bricco,0.4950410217611974
166,ucking,0.4944977405996934
167,barriques,0.49378766566898413
168,fas,0.493665611602227
169,acceptably,0.4924373836245071
170,ritter,0.4917691741147943
171,thanksgivings,0.491352508900134
172,swadee,0.49090370901617186
173,vocal,0.24580510967958416
174,shaming,0.4905674730809172
175,interstate,0.4890472029106604
176,funnel,0.17592169000248886
177,如果你不是白人,0.4886771707519736
178,當前台告訴你要等五分鐘的時候,0.4886771707519736
179,準備好等三十分鐘,0.4886771707519736
180,booksy,0.48855734371078896
181,barrio,0.24019595971276847
182,responsibilty,0.4881709704927193
183,lactic,0.4880960962313065
184,brace,0.48775120749402084
185,bdu,0.48658408496129063
186,masubi,0.48613755216098176
187,kali,0.4860111626757471
188,carmen,0.15385734781040417
189,ven,0.4845825126025818
190,stinkiest,0.4839266672826139
191,bajjis,0.48380677989978677
192,ofcource,0.4837054595439913
193,overslept,0.4831775173570174
194,slooooooow,0.48285681485973025
195,damon,0.24327686767419812
196,acceptaible,0.4819815560876956
197,chopt,0.20949689614307704
198,shuter,0.4805673890439405
199,ingridients,0.48017656097542494
200,mannequins,0.3599903456232648
201,tailors,0.34624392039937646
202,waggin,0.47884098029049466
203,uuugh,0.4784769677752107
204,salsarita,0.4781728938571845
205,patriots,0.47801362021689664
206,unsubscribe,0.4768644879596191
207,blaze,0.47647621568971465
208,lamest,0.4764345630925708
209,julian,0.15095797054985938
210,psoriasis,0.47591899473356314
211,laxative,0.4749517061973517
