,Word,Value
0,indie,0.5586569148735017
1,gillion,0.8036075637401681
2,crinkle,0.7205438155737001
3,gobble,0.6520159126155365
4,psp,0.5485072828668097
5,fustrating,0.7261175104311856
6,sleigh,0.45627571767526875
7,mack,0.5069067559946794
8,polls,0.7137605522414429
9,gorgous,0.7100117604404014
10,jackson,0.5714000609095552
11,palying,0.18435636899972863
12,br,0.6968399340148527
13,african,0.5431509016329751
14,zoe,0.5055188886368427
15,kianna,0.6727357413507317
16,magnalinks,0.6691349231470154
17,fury,0.34040203125132895
18,croak,0.6646448518552225
19,flingshot,0.664008461435607
20,ironman,0.6624627282466999
21,transmission,0.38896243874632475
22,dragonoid,0.6424120266548148
23,rody,0.22182527729129514
24,autoblox,0.6374777353529423
25,megablocks,0.23815947434206686
26,gator,0.4162043717424849
27,parachute,0.2938984761615038
28,popemobile,0.611736396077853
29,pope,0.5027983395369978
30,tink,0.6029877002760956
31,brawl,0.5296918293837325
32,phaser,0.5126650718199339
33,rhinestones,0.6016709302115395
34,3yro,0.6003206198591726
35,cording,0.5991031310945103
36,furbies,0.41597882535829356
37,coo,0.45822690610783623
38,quaity,0.5872593580852756
39,meygan,0.33564600828258206
40,llx,0.5826616118735796
41,chinsey,0.5825416203468547
42,eyeglass,0.5811023271332535
43,headset,0.579132056018354
44,mancala,0.2124254850198392
45,depots,0.579115470995157
46,hedgehog,0.3393162998921667
47,unworking,0.5760164804851744
48,footballs,0.5732210129343269
49,misshaped,0.5725843555542791
50,tinted,0.5723745565081068
51,hammock,0.3888391049588147
52,paly,0.5714521629130196
53,airports,0.3859188415547803
54,stratego,0.4918206350636106
55,nevere,0.567703388951276
56,u809,0.5654825700088124
57,fidgety,0.5588059053706387
58,spendy,0.4168898966405441
59,wilson,0.2934285318492428
60,flynn,0.3081962598930119
61,bleep,0.5512923097420737
62,sunset,0.30294942055166774
63,rumble,0.5507453360845096
64,saggy,0.549789509926303
65,clackers,0.5489070881530193
66,sponges,0.5472437012873909
67,horns,0.47502113000908086
68,reel,0.3936566460195754
69,pendent,0.5433638384430042
70,shockwave,0.1499328031310963
71,playded,0.5414913913696764
72,stewie,0.24616291105183302
73,cms,0.5402282392042903
74,goers,0.5396936561508635
75,imposter,0.4998785021727644
76,withi,0.5358979874287064
77,terrbile,0.5352301025919066
78,bled,0.5343596928022626
79,frigging,0.5336686356899929
80,gimmic,0.5331575288188063
81,bannished,0.5326327617051757
82,4400,0.5323462611045299
83,dummies,0.5317744821940965
84,ixl,0.3479774909822223
85,y0,0.5282004373373276
86,8x10,0.5254890652239603
87,5x7,0.5254890652239603
88,chixos,0.524650806280559
89,trycheap,0.5234065150435561
90,junkmessy,0.5234065150435561
91,imignation,0.5226195464128859
92,fricking,0.4924534535639471
