,Word,Value
0,greece,0.8792519892883326
1,hatar,0.857218105750018
2,cockroach,0.7914599800762845
3,woot,0.7797623800006421
4,pin,0.4288491445183046
5,poof,0.769082019474461
6,unpredictable,0.7599238683477562
7,qantas,0.7341102377434857
8,gore,0.4214728421855283
9,letdown,0.7278143981778914
10,transportation,0.7271518533710334
11,hee,0.7256539990249862
12,kateyfield,0.7175873709803231
13,ayyo_kyle,0.7150133716033565
14,correlations,0.7148210695094563
15,carol,0.3778742306459743
16,crispysmores18,0.7054962931541535
17,youarenot,0.7047629117367055
18,volleyball,0.24894297004395766
19,ewok,0.6901374859630428
20,hahahaa,0.6869255376263025
21,nails,0.3332829036686003
22,truealexlambert,0.6786410337929228
23,stoody21,0.6746692224021952
24,rachcav,0.6715453659080365
25,muted,0.6713350122352832
26,linee,0.6681180635762788
27,aphasia,0.6678106457591131
28,moles,0.6642678556480969
29,bon,0.28826445104861
30,whaa,0.6611206294062928
31,bora,0.6610270832548814
32,fugitive,0.6604384361100964
33,katiemargolles,0.6601556512358409
34,moo,0.1933126651475905
35,mary,0.35307784388535685
36,owe,0.654773432100856
37,brinner,0.652021734698526
38,blah,0.11475499965167979
39,uncertainty,0.09795370753910548
40,gray,0.27629539787371726
41,keurig,0.18079268545599475
42,woop,0.2482234528512252
43,tire,0.6442515090897822
44,pbr,0.6425142527115996
45,isabel,0.640935986720486
46,principle,0.24046624736675354
47,tater,0.6379151844461465
48,tots,0.328054157376091
49,graduate,0.6379069725383867
50,strong_face,0.6377686311654774
51,guelph,0.6360406706312307
52,polishes,0.6357373200178175
53,cloth,0.6355768918508337
54,rode,0.27148492287407466
55,îœ,0.29179981298093643
56,shifting,0.6331858627044773
57,shifts,0.24963691272860483
58,hales,0.6321146234460763
59,zachbutcher2625,0.6318914327774766
60,goose,0.6312092660934535
61,language,0.6311263928941586
62,every1,0.3898384992184144
63,iim,0.6295423469512597
64,verified,0.6268069171560758
65,amyhazelhansen,0.6243920349774462
66,tweetdeck,0.6240541398587693
67,curling,0.6235985399855366
68,fiesta,0.6225612159736302
69,_urmainblondiee,0.6213496530983043
70,factors,0.6194955784191976
71,mommmy,0.6180989385553517
72,summary,0.6174562008184971
73,magnifying,0.6171554601724543
74,gossip,0.21524536749392753
75,paperinspire,0.616767705962269
76,needy,0.3253674590261562
77,14dayz,0.6166913389188093
78,tribute,0.28238726820253185
79,pressed,0.6136729552461142
80,dun,0.6133970749669778
81,lookout,0.6127705837410674
82,snowboard,0.6120673323236141
83,stems,0.6119284285887285
84,chrisbsharp,0.6109486598777294
85,anticipating,0.6096457513058421
86,trucker,0.6095928147984583
87,believer,0.30142229842755697
88,wheat,0.6094378354063877
89,icon,0.6086083968265484
90,appreciation,0.3061054048255992
91,rewatching,0.1046418362575875
92,highway,0.2816017828360186
93,weed,0.19351664314860195
94,dryer,0.6064785233620454
95,damnn,0.6061492350360328
96,educated,0.6055333203403674
97,tomorrowat8,0.6046978413108743
98,ericgreen4,0.6044876377371347
99,hopeshelikesit,0.6034661624287763
100,happybdaytome,0.6033846709267044
101,picky,0.6031194741033981
102,p10,0.6026685494731907
103,robynlynngreen,0.6024976478146356
104,slavery,0.6020125124505509
105,ease,0.601220717422018
106,hw,0.22505173937403805
107,ªâ,0.6007206467007098
108,momentary,0.6001126315957945
109,placement,0.5994139314261022
