,Word,Value
0,sin,0.610157365955923
1,sandwich,0.5497985700204179
2,sum,0.31319414933658324
3,emergency,0.7025206557020527
4,apt,0.686755049078284
5,finale,0.6795500153613364
6,beer,0.6759358835304555
7,ah,0.34276030692549575
8,electron,0.6563621039996964
9,laughhhh,0.6480397091523469
10,ayyo_kyle,0.6409363286523904
11,baked,0.6349753412244347
12,aphasia,0.6259421773162179
13,nightâ,0.6226721674909601
14,sewing,0.6196940912986876
15,wedding,0.6191982747191347
16,number,0.291122575721503
17,disgusting,0.297370147553946
18,comics,0.6146185570939842
19,twinnys,0.6137600233475626
20,eve,0.6123580758149384
21,hells,0.6120100276058733
22,starving,0.28002636298291933
23,teacher,0.3069570779954516
24,pokemon,0.6074572532503217
25,cinnamon,0.6069399610991117
26,failed,0.6023277684890692
27,halfway,0.5997113866674677
28,yum,0.5987573352869682
29,jessnicole210,0.5986463184528598
30,lily,0.5927726682744977
31,bite,0.0074952602750754105
32,28,0.5926157520139544
33,creepy,0.5896750010255719
34,depressing,0.5832501133923131
35,erghh,0.5798366114204718
36,maths,0.08774968843218622
37,circumstances,0.579516496890434
38,tom,0.5773502691896257
39,blackberry,0.20698906498337705
40,woo,0.5773502691896257
41,funds,0.576043917725441
42,liq,0.5730111612743212
43,topic,0.5722413888892878
44,ruined,0.302776997793234
45,isabel,0.568646910951565
46,hectic,0.5684795182831222
47,growing,0.2698856701089749
48,vinyl,0.5673473270146955
49,stems,0.5661533992489337
50,630am,0.5640411932579231
51,damned,0.23802344779775286
52,tacky,0.561242356960585
53,dump,0.30651687236392205
54,thedailyshow,0.5610382621990244
55,division,0.5598869480812306
56,short,0.2965579048706216
57,bright,0.5570348672126866
58,oh_miranda,0.5560025716295733
59,foreign,0.2772700724597678
60,gay,0.17868237680583693
61,kitty,0.5538802085936833
62,cuddle,0.5538802085936833
63,allah,0.5537594993273957
64,calendar,0.5536419497454559
65,ginter,0.551016156399809
66,butreally,0.5435965621509812
67,revelations,0.5424689407385608
68,expectations,0.5424689407385608
69,ending,0.26422408731550096
