,Word,Value
0,hump,0.8208733041337276
1,makeup,0.7698601178683427
2,spoil,0.7442988843412705
3,assessment,0.7411675093302956
4,program,0.7238500789998935
5,tom,0.7144132001481072
6,penalty,0.35302418340448394
7,weight,0.6995730740180754
8,overflows,0.6989934131549304
9,kateyfield,0.6989049330841547
10,banquet,0.6920019717326682
11,electron,0.685379682280424
12,îœ,0.38769147110186136
13,breathing,0.6836861553730283
14,crispysmores18,0.672298535165884
15,baked,0.6661052562440434
16,ayyo_kyle,0.6649206797608543
17,jew,0.37884985267694987
18,elementary,0.6582232810384283
19,tournament,0.6506410633217062
20,fagan,0.6429218314091774
21,standing,0.21243040094562876
22,tater,0.6332631346225289
23,ughh,0.633196443447266
24,riding,0.3037772354897932
25,social,0.3486086056623935
26,ironing,0.6266041098426458
27,sigh,0.21639329931634071
28,woop,0.6175959296145348
29,pokemon,0.6170085710411998
30,bosom,0.616689382550783
31,yum,0.6149725559510073
32,siesta,0.6131083115639064
33,eminem,0.6115499274821606
34,canceled,0.6097422881343424
35,pump,0.6062069457009975
36,idratherbesleeping,0.604131650855508
37,uncertainty,0.32449483283375297
38,fog,0.6034314905224838
39,rents,0.602480067448529
40,louisck,0.6001370873480847
41,pillow,0.27398023561986845
42,deodorant,0.12875886629831879
43,sneezing,0.04976020860249675
44,assassin,0.594166113681635
45,creed,0.2916286067319948
46,hockey,0.2918108687640018
47,jazzy,0.5916629510039227
48,polishes,0.591276792574419
49,project,0.3093801614524326
50,needy,0.5899612171948577
51,14dayz,0.5899612171948577
52,raisin,0.5879269763335112
53,ukulele,0.587432046474211
54,mi,0.2716378780244315
55,pbr,0.5863148824825025
56,religion,0.3349256923622376
57,exams,0.2941145353347807
58,booming,0.5805210417499357
59,lesson,0.26061282478341813
60,standards,0.5800197823255457
61,far,0.3138514074810774
62,technology,0.28270447386161385
63,snowboard,0.5783751633570215
64,ive,0.2453486563331616
65,mountain,0.2923638991378319
66,blackberry,0.1490647227113226
67,bacon,0.5766738253557024
68,swear,0.29101944154930365
69,barber,0.5757239572213758
70,puting,0.574887996489401
71,wanker,0.5735864710978408
72,holidayseason,0.5730447778084226
73,bonnie,0.5707637048081446
74,tuesday,0.23417943174238187
75,jaimelynarmy,0.5699482682468615
76,dx,0.5691395569708719
77,italian,0.5687325472402133
78,petrol,0.567946625128493
79,preparation,0.5676772050785369
80,thexfactor,0.567404602350358
81,ginter,0.5671710435601202
82,jsenbewns,0.5663055116227661
83,steam,0.15656136518147373
84,lifeguard,0.5601605759285014
85,judah,0.30499481501484105
86,summary,0.5574808983297539
87,âœ,0.11877741200619674
88,coaching,0.5558750972674147
89,calming,0.5546604601624922
90,polystyrene,0.5544986128977583
91,paperinspire,0.5532803269197654
92,credit,0.04916756141582712
93,delayed,0.5527133655858221
94,prep,0.265656800698868
95,knackered,0.5518228476704035
96,gargle,0.5512978722592513
97,salt,0.2269505990009234
98,belt,0.2789221016966594
99,points,0.16940745971586985
100,works,0.27243240973972493
101,detention,0.546618706332181
102,wilcox,0.546618706332181
103,bloom,0.5455733774857205
104,arabic,0.5446908083017418
105,umbrella,0.5440930105590358
106,nathage,0.5439861001088081
107,chains,0.5439861001088081
108,stray,0.14078903613751836
109,cd,0.2537327203234229
110,swimming,0.5427659534835256
111,samaxwell725,0.5424399255446628
112,djpaulyd,0.5417840545755541
113,original,0.2507278307079457
114,aunt,0.540672096133247
115,cigarette,0.1940670118339698
116,charlieee91,0.5386066493213525
117,parkviewchurch,0.5378615507356509
118,realizing,0.23140983610873117
119,schooool,0.5371830467927841
120,efo,0.5370085579309215
121,joe,0.0691728709485081
122,danger,0.24340177800622564
123,multiplies,0.5359984378463045
124,underachieving,0.5341369071703297
125,mouse,0.2281761753031567
126,bury,0.5337322664745056
127,cycle,0.25743917303238456
128,grr,0.5314710120412902
129,horribly,0.5314710120412902
130,failing,0.13477115122031103
131,aspects,0.5309107506886931
132,wiiiiiide,0.5304867923025846
133,bart,0.5304092588058036
134,toys,0.5303145538776279
135,prokastinated,0.5301693966097674
136,entertain,0.5294057313444512
137,en,0.5286871377006077
138,univision,0.5286871377006077
139,colequitman,0.5280595859832024
140,wind,0.2075836639814752
141,1st,0.30367643402226935
142,twirl,0.5277242602270259
143,crushed,0.5277242602270259
144,erin50michael,0.5256947350308082
145,carless,0.5256947350308082
146,cs,0.5252403070563451
147,beyond,0.19090863395240082
148,badsurprise,0.524987765281898
149,mmmmmm,0.5242199009407776
150,sans,0.5240219261219169
151,sammibruner,0.5235821877867769
152,awww,0.5235821877867769
153,specialpersonâ,0.5224553662008287
154,boiling,0.522291030250904
155,accounting,0.05877873044900889
156,answerthis,0.520669783811941
157,regardless,0.5202332653850242
158,finallyy,0.519432385332377
159,soundtrack,0.5187974434020681
160,session,0.23617380813537547
161,tesco,0.5184891126244727
162,teen,0.518364178239074
163,gina,0.5179363178561185
164,orpheum,0.5178128055202629
165,relative,0.5175831712151582
166,pronouns,0.5175831712151582
167,mybestfriendforalways,0.5165355318079864
168,lil_hammock,0.5165355318079864
169,fireplace,0.5164974931714273
170,nestled,0.5164974931714273
171,itsjoleigh,0.5162416841463284
172,cried,0.22505458100197778
173,endingg,0.5161561760815289
174,minus,0.5138367874814752
175,lobby,0.5135090446445438
176,hobby,0.5135090446445438
177,praying,0.21433653945501585
178,suffer,0.23509262825084914
179,starving,0.5124945582295641
180,confused,0.18575801117401186
181,planning,0.1676669994107618
182,hotel,0.511355857038186
183,gum,0.22119631720588073
184,nature,0.23638624143919423
185,craziness,0.5104150440496882
186,phooson,0.510068691556887
