Word,Value,Freq
farewell,9.847696219570935,7
bummed,9.651396666653454,9
heartbroken,9.510484610684216,6
mourn,9.383280669339001,12
sadder,9.143932257778943,2
lamenting,9.106645499356091,1
homesick,8.66120806802064,12
miss,8.644970809109509,632
lonely,8.629690085537732,60
sad,8.384398852474988,489
depressed,8.34339848626405,51
goodbyes,8.24871960747987,7
missing,8.233528052456677,187
missed,8.19481745827943,164
goodbye,7.899403487332164,42
sadly,7.722834502346814,40
lonelyness,7.702340518124401,1
lonesome,7.538417254574597,5
tragic,7.472738181240857,9
mournful,7.373793994076549,1
bittersweet,7.341124449856579,1
misses,7.2121600257232785,11
collapse,7.173192416317761,3
condolences,7.13397637475282,11
matric,7.100050364620984,5
crumbled,7.013886366970837,1
sorrowful,6.90670767892152,3
saddest,6.880965624935926,2
absence,6.862523947842419,20
alcoholic,6.845478449948132,2
closure,6.791522418148816,1
teared,6.751957808621228,7
inactive,6.707795058377087,5
departure,6.6748837577179065,1
disappointing,6.662356291897595,10
premature,6.657686148770153,6
ginter,6.6355022536590695,1
unloved,6.584241305477917,1
reunion,6.582790766842663,7
missin,6.569911395199597,8
bummer,6.493970309384167,7
depression,6.485023413784802,56
roxbury,6.45693722832948,1
sadness,6.448573981411756,47
deaths,6.386301909573376,7
orphan,6.3518880950286984,2
depressing,6.34496394265443,71
crust,6.265181933529674,1
empty,6.220936690457165,54
finale,6.175159369595349,36
grieving,6.16537228692323,1
distant,6.121586714871229,5
satiated,6.1197408782318234,9
disappointed,6.108189498074353,44
melancholic,6.107962523587048,1
drifting,6.1018823729828,9
sectionals,6.10092965234071,7
alas,6.084362898953259,12
grieve,6.081314002163708,7
closed,6.075217639096081,45
retired,6.0595721350982785,34
achingly,6.045667086727917,1
memorial,6.041356478817761,6
2786,6.031291876919568,6
tore,6.0166505919769415,16
crushed,6.016626273281872,30
void,5.988337432034314,15
camille,5.9840835677459845,1
clingy,5.976107989437877,1
parade,5.954898272641003,45
fireworks,5.947146807797253,1
discouraged,5.937613402493298,3
ffxi,5.929911051876844,1
faded,5.925438319332898,9
decomposed,5.905524645932018,1
disappearing,5.870655928738415,2
modesto,5.859216605313122,6
absent,5.844183360226452,4
broke,5.823531066067516,116
unfortunately,5.820705805905163,32
wahhhhh,5.820393000729382,14
fsu,5.814357672818005,2
dodo,5.8115839110687375,5
rin,5.803390895016491,1
closing,5.777523909695447,1
distraught,5.7689484702423215,3
wahhh,5.7637323485687375,1
r.i.p,5.759370719082653,2
abbott,5.757298384793103,1
graduation,5.734982882626354,18
died,5.726855670101941,92
cal,5.725483332760632,2
swtor,5.718304549343884,1
resto,5.689720069058238,1
terribly,5.682511244900525,5
monthlong,5.679997836239636,1
seguin,5.650412951596081,1
astray,5.625590239651501,1
unable,5.623235617764293,12
melting,5.613154803402721,1
retire,5.591983710415661,7
loneliness,5.589198504574597,11
foodnetwork,5.567308817990124,1
eaglet,5.563300524838268,1
wish,5.563199912197887,388
italy,5.55331174004823,7
breakup,5.548900996334851,3
cali,5.545556937344372,11
hershel,5.543050681240857,5
hcc,5.537268077023329,2
succumbed,5.5350708113983265,6
sob,5.525017653591931,2
rockout,5.516550456173718,3
solo,5.506327067501843,10
lotr,5.497480784542859,1
nostalgia,5.495807562954724,6
unfollowed,5.488052760250866,6
amc,5.486678992398083,2
tear,5.4803132163360715,37
u.u,5.470780764706433,8
casual,5.467837725766005,2
redeem,5.46413413155824,1
woodlawn,5.457818900234997,1
active,5.454006110318005,22
declining,5.452065859921277,1
exodus,5.4505514251068234,1
lack,5.444603358395398,26
passing,5.444367800839246,15
introspection,5.441947852261363,2
recall,5.434863482601941,17
sameness,5.416186724789441,1
emerson,5.4120315657928595,3
uselessness,5.399578486569226,5
california,5.396571074612439,7
cumberland,5.394266997464001,5
brokenheart,5.39404479134828,4
grabe,5.359302436001598,1
montreal,5.358582411892712,1
pittsburgh,5.357828532345593,2
funeral,5.354269896633922,23
ebay,5.34935608971864,2
glitzy,5.3484443770721555,1
closes,5.341815386898815,6
oakland,5.333197985775769,5
winehouse,5.331356440670788,3
cascadian,5.330628310330212,1
avalanche,5.328374777920544,1
loner,5.323695574887097,19
retiring,5.320583735592663,1
remnants,5.320132647641003,1
tragedy,5.319761191494764,1
dying,5.316235457547009,59
chars,5.304148589260876,1
gunshots,5.301474486477671,1
broken,5.301439677365124,85
coast,5.297665034420788,18
collegetown,5.294124995358289,1
underachieving,5.292214308865368,2
sale,5.284247313626111,22
episodes,5.283434306271374,27
skater,5.277532015927137,5
sorry,5.275404368527234,116
fallen,5.2738570319488645,15
stein,5.269384776242077,1
characters,5.267198001034556,10
glamorous,5.259601508267224,5
nixon,5.253274356015027,15
corps,5.242792521603406,5
disappeared,5.240493689663708,15
kolkata,5.2151388274505734,2
nightlong,5.206859980709851,1
necessarily,5.206764136441052,2
leaving,5.198302184231579,130
philly,5.18641606438905,3
colombia,5.185885344631971,7
dismay,5.1855773078277725,6
anymore,5.184397135861218,189
dies,5.181899939663708,48
tumbles,5.180552874691785,4
stampede,5.180223380215466,6
partially,5.1785554038360715,1
craving,5.176363383419813,22
binge,5.171784793026745,4
angel,5.16383830178529,11
fma,5.156955157406626,3
simpsons,5.156546984799206,1
spark,5.156535063870251,4
avs,5.155576144345105,1
scattered,5.154322539456189,3
tumbr,5.1542657958343625,1
melted,5.141588603146375,4
macbook,5.134309207089245,7
pessimism,5.131771956570442,1
irvine,5.130534087307751,1
declined,5.125008498318493,1
hobby,5.121273909695446,18
discontinued,5.1206025229766965,2
muted,5.119143401272594,6
bleaker,5.115159426815808,5
hurry,5.110514556057751,3
desert,5.110079680569471,6
movember,5.097621832974255,1
pastry,5.093246852047741,5
fade,5.0903948890045285,6
passive,5.089912329800427,4
woodbridge,5.088543807156384,1
disarray,5.087832366116345,1
dtla,5.0821150885894895,1
depresses,5.081553374417126,4
beverly,5.076144848950207,1
childhood,5.0755585776641965,21
playmobil,5.074541960842908,1
hellooooo,5.070682202465832,1
didn,5.068895732052624,4
altitude,5.067343150265514,2
sinking,5.06606808770448,1
ended,5.063439761288462,54
dead,5.061854516156018,130
funerals,5.051324521191418,3
wished,5.047041569836437,14
reunite,5.045722876675427,1
marked,5.045334492810071,2
st.louis,5.041970406658947,1
partly,5.040258799679577,1
torn,5.03450790513307,6
inheritance,5.032956992276013,1
deteriorated,5.02860060799867,1
rewatch,5.024071131832897,1
wahh,5.020487700589001,5
goto,5.0164696322754025,1
joburg,5.0099975215271115,5
hei,5.009421025402845,1
lightyear,5.0075701819732785,1
inability,5.00524011719972,1
mountains,5.003785763867199,4
longing,4.9947206126526,7
sleepout,4.991938506253063,1
unofficial,4.991580401547253,1
foreveralone,4.987103139050305,5
pasadena,4.986844693310559,1
weight,4.985789214260876,19
lsd,4.981298838742077,1
midwestern,4.977578316815199,6
tears,4.975731526501478,113
nosedive,4.973417197354138,4
khoya,4.969898615963756,2
floats,4.967380438931286,5
lectures,4.9657024489715695,8
unhappiness,4.960555468685924,1
departing,4.9513591872528195,2
niagara,4.945770178921522,1
sheep,4.943289910443127,2
sim,4.937702094204724,4
misfit,4.9324003802612415,4
soundwave,4.930150185711682,1
participation,4.92940226662904,1
disappointment,4.925092373974623,7
founding,4.91008535493165,1
2-day,4.910076056607068,1
macro,4.902145300991831,2
reminiscing,4.896763716824353,8
fades,4.893069659359753,5
soggy,4.889184390194714,4
rotation,4.887836609967054,7
index,4.886137400753795,1
ddnt,4.884565745480358,1
shattered,4.884258423931898,1
attendance,4.881916676647962,8
left,4.87639466393739,368
catalyst,4.874376927502452,1
vanished,4.868920479901135,1
eponine,4.8619002448394895,1
myfavorite,4.861848984844982,1
cantata,4.8519541369751105,1
creamer,4.848921691067518,3
frnds,4.848742877133193,4
crd,4.844649468548595,1
quits,4.8413781272247425,4
sugar,4.830419932492078,10
consumed,4.824877654202282,10
moping,4.824050103314219,5
wishing,4.818755303509534,30
bereavement,4.811185513623061,6
hasbro,4.809899006970228,5
remembrance,4.806218300946057,2
tearful,4.803486024029553,3
navigator,4.799913321621715,5
bulls,4.794765864498916,2
dancer,4.794598494656385,2
anytime,4.790648614056408,15
smoldering,4.790101443417369,1
tere,4.7899304972961545,2
boooo,4.787632380612195,4
watcher,4.786601458676161,1
peices,4.7857355223968625,8
js,4.785480652935803,2
fatty,4.780681286938489,12
slump,4.780676041729748,1
explosions,4.774357710964978,1
whitout,4.772914086468517,6
poor,4.77168170083314,61
distracted,4.771015559323132,4
wahhhh,4.770110283978283,2
injured,4.769871388562025,7
pwg,4.7680405722931,2
youth,4.7670423137024045,2
dessert,4.766855631954968,12
reruns,4.764851246960461,2
