Word,Value,Freq
scarier,19.45096217170358,12
scariest,18.827095136791467,16
fearful,18.64213191047311,27
fear,18.330148801952603,1750
terrified,18.22366724982858,42
fear-,17.181107626110315,6
scares,17.174985036998986,46
afraid,17.011900053173303,2099
fearing,16.960014448314908,35
trepidation,16.702009306102994,2
phobia,16.442560300976037,15
factor,16.413752660900354,266
willies,16.2300044156611,1
bravest,16.054230795055627,9
roddy,16.008792982250455,4
scared,15.900357351452111,661
terrifying,15.618649587780238,32
wahlberg,15.403576955944299,37
terrify,15.262149915844201,14
fearless,15.236336813122033,51
scary,15.163916692882779,96
risking,15.101389036327602,1
shitless,14.868576154857873,6
timidity,14.754246816784143,5
haunt,14.75294981971383,14
phobias,14.658093557506799,6
intimidated,14.128039465099572,1
cowards,14.087972746044398,12
frightening,13.826140508800746,117
courage,13.820524320751428,170
scare,13.725115881115197,55
fears,13.69921217933297,53
petrified,13.464673147350549,22
trembled,13.438908682018518,4
spook,13.43248091712594,1
snakes,13.345802412182094,23
scaring,13.242471799999475,1
spiders,13.119613752514123,15
creepiness,13.04807864204049,1
haunts,12.966735944896936,6
terror,12.66385184302926,88
nervous,12.446572408825158,99
feared,12.442580328136684,8
boldness,12.38700686469674,24
mongering,12.111759290844201,10
undefined,12.091405019909145,4
intimidating,12.020358190685512,10
overrules,11.97067557349801,6
uncertainty,11.963066206127404,19
m18,11.853249654918908,1
hesitate,11.667563543468713,5
intimidate,11.631054029613733,8
eerie,11.598502264171838,12
ufo,11.512147054821252,7
flee,11.407981977611781,6
vibe,11.29056082740426,2
dread,11.280186758190393,21
preying,11.217668638378381,1
paranoid,11.200814352184533,19
freaked,11.193799123913049,37
heights,11.160868749767541,22
phobophobia,11.137469396740197,6
coward,11.080400571972131,13
daring,11.040063009411096,1
brave,11.027867422252893,28
aliens,11.002185926586389,1
convictions,10.804247007519006,12
robinson,10.71758090034127,1
tyranny,10.545054540783168,24
von,10.528995618969201,12
fright,10.48302374854684,1
terrorism,10.383967504650354,17
warns,10.358526334911584,6
vom,10.346317396312951,1
smyth,10.341024503856897,1
privacy,10.331509695202111,9
horrifying,10.31926833167672,1
hesitation,10.301197157055139,1
fled,10.273839101940393,1
repercussions,10.239755735546352,6
factors,10.162269697338342,6
v,10.151241407543418,28
defendin,10.091122732311486,12
extinction,10.067033872753381,2
terrorists,10.053950414806604,52
attracting,10.044857130199672,5
paranoia,10.03349123969674,1
outweighs,9.996683225780725,8
cautious,9.976739988476037,13
wuthering,9.966781721264125,1
threats,9.915413961559533,10
intel,9.896791563183069,1
n.a,9.88653479591012,1
vulnerable,9.719921217113733,7
dared,9.66232119575143,12
meno,9.638341055065395,1
repression,9.58459673896432,10
cockroach,9.56316481605172,23
threatened,9.497430906444789,4
executions,9.456139669567346,8
farewell,9.428112135082483,14
del,9.427257642894983,9
killin,9.427016363292934,9
rogan,9.39306555762887,5
hesitant,9.3593875028193,8
attract,9.340430364757776,18
indefinitely,9.282690153270961,4
mossad,9.2779608823359,7
governed,9.275721655040979,7
deters,9.182546720653772,18
unknown,9.169275388866662,60
desist,9.134401426464319,1
ominously,9.133380518108606,1
impact,9.107649431377649,31
lifer,9.070376501232385,1
influencing,9.054620371013879,7
conquer,9.049248800426723,29
1260,9.047957048565149,8
935,9.022878751903772,1
creepy,9.013372049480676,19
threat,8.998456106334924,19
confluence,8.995289907604455,1
paralysed,8.992436037212611,7
freaky,8.943254099041223,10
mankind,8.931216821819545,14
de,8.907866583019494,14
slaughter,8.81888924613595,9
recede,8.791062936931848,1
syria,8.775505170971156,1
potential,8.773674116283654,47
slayed,8.730528459697961,1
terrorist,8.669222459942102,6
lockhart,8.639788732677697,1
intensity,8.628999338299035,1
submissions,8.608279810100795,1
des,8.585927591472863,9
panic,8.565991506725549,57
conquered,8.555900201946496,10
lsu,8.547200307995082,29
emmet,8.54113446250558,1
dangers,8.536403761059047,3
harm,8.502005682140588,27
nightmares,8.500062093883752,9
sightings,8.456916437298059,1
unsure,8.445346937328576,1
descending,8.416164980083705,10
commitment,8.414733038097621,9
qaeda,8.411772356182338,18
beafraid,8.398181066662074,1
besets,8.395155058056117,1
ai,8.363321409374475,223
exceeds,8.362642870098352,1
humanrights,8.361447439342736,7
oppression,8.360733137279748,15
monsters,8.330437288433313,1
obey,8.322908029705287,51
safer,8.29390727058053,6
-never,8.283755884319545,4
threaten,8.271845445781945,2
tyme,8.266933546215295,5
domino,8.250398740917444,1
bold,8.236742601543666,3
armageddon,8.226317033916711,1
owe,8.210654363781213,8
dire,8.210130796581506,1
gatecrashing,8.209067926555873,13
lurks,8.203680143505336,12
