word,NNprob,wordCount,NN_Rank
joy-,17.837702,1,0
joy,14.28178,388,1
gladness,13.3487,5,2
joyful,12.257553,23,3
joys,11.83563,9,4
joyous,11.329987,15,5
radiant,11.272322,2,6
contentment,10.935514,4,7
radiate,10.416409,5,8
carols,10.409372,14,9
richly,10.393841,1,10
sunbeams,10.155041,2,11
blessings,10.131289,33,12
uplifting,10.039183,4,13
excelsis,10.038034,1,14
philippians,9.983435,1,15
sunshiny,9.923866,1,16
gospel,9.832666,12,17
hosanna,9.644047,1,18
uplifts,9.597963,4,19
sunshines,9.296602,1,20
happiness,9.260191,156,21
xrays,9.255512,1,22
radiance,9.224562,2,23
energies,9.194569,1,24
microsystem,9.18693,1,25
blessed,9.138441,50,26
happines,9.053068,3,27
uplift,8.961908,1,28
beatitudes,8.91663,1,29
lemsip,8.882757,3,30
unalloyed,8.746038,2,31
generously,8.722309,1,32
holidayseason,8.687937,2,33
achey,8.677431,1,34
oneness,8.609531,2,35
newsboys,8.594868,1,36
carolers,8.555801,3,37
spaciousness,8.54698,1,38
rejoices,8.46863,1,39
caroling,8.465115,5,40
splendor,8.435486,1,41
laughter,8.412243,17,42
evenings,8.35791,1,43
2-page,8.319143,1,44
physiotherapy,8.242598,3,45
bless,8.220972,18,46
teething,8.206598,1,47
happyness,8.182838,2,48
goodness,8.148626,16,49
uplifted,8.126797,1,50
happiest,8.095198,3,51
joyness,8.095161,1,52
heartaches,8.076021,1,53
meridian,8.053568,1,54
panto,8.045801,2,55
labours,7.9615264,1,56
believein,7.948214,1,57
christmastime,7.924559,5,58
harmony,7.92055,6,59
thankfulness,7.9016886,3,60
soak,7.8537917,15,61
grading,7.829163,3,62
joy!,7.813519,1,63
fulfillment,7.809282,2,64
behappy,7.757705,1,65
appointments,7.7570763,3,66
extolling,7.7298265,1,67
rejoicing,7.714109,1,68
christmassy,7.6656404,4,69
mentoring,7.6636243,2,70
fellowship,7.6369314,2,71
excellence,7.6048446,3,72
merriment,7.5930552,1,73
fettling,7.5877934,2,74
deaconess,7.587527,2,75
jolly,7.5800643,5,76
microeconomics,7.5768857,2,77
cornet,7.5495496,2,78
gratitude,7.5248394,29,79
brighten,7.517666,1,80
bonding,7.5001597,1,81
lifeskills,7.499865,1,82
soaking,7.49414,1,83
invigorating,7.4915633,1,84
shining,7.478284,6,85
hobnobs,7.477253,2,86
bundle,7.4340615,3,87
peace,7.3913407,153,88
a.m,7.3834476,1,89
jubilant,7.376769,1,90
16hrs,7.358999,1,91
choristers,7.3296247,2,92
glory,7.3295755,12,93
hymns,7.3148046,2,94
exalted,7.2728963,2,95
hallelujah,7.257486,2,96
sorrows,7.221904,3,97
alegria,7.205012,1,98
yule,7.200487,2,99
positivity,7.1739593,2,100
cheeks,7.159155,2,101
15am,7.14951,2,102
coziness,7.137218,2,103
wholeheartedly,7.120285,1,104
pains,7.118519,7,105
8am-8pm,7.064446,4,106
housework,7.0417027,2,107
humbled,7.031323,2,108
tonsillitis,7.0005283,4,109
sorting,6.9798203,6,110
sunshine,6.956381,16,111
multicultural,6.9523435,1,112
overflows,6.938787,3,113
healing,6.931621,3,114
mornings,6.896709,6,115
unify,6.8847284,2,116
soulfully,6.86925,2,117
warmth,6.850396,6,118
holyspirit,6.845198,1,119
fullfillment,6.839972,3,120
interviewing,6.8363876,1,121
larch,6.8284693,1,122
merry,6.8148494,23,123
cheerful,6.7719784,2,124
divinity,6.7666526,1,125
grateful,6.764792,31,126
3ish,6.750199,1,127
gracious,6.7482395,1,128
clarity,6.7474456,1,129
bliss,6.734185,11,130
schooling,6.7191963,1,131
mucking,6.7151847,1,132
10hrs,6.7128687,2,133
fullness,6.7001166,1,134
labour,6.698438,2,135
rededicated,6.6657,1,136
appointment,6.665543,24,137
immanuel,6.6584315,8,138
strep,6.647568,2,139
babysitting,6.635172,15,140
ministry,6.6305537,7,141
happier,6.6299686,6,142
tidings,6.61027,2,143
savoring,6.600681,1,144
brotherhood,6.6006613,1,145
faithfulness,6.597285,8,146
shalom,6.591283,1,147
teaching,6.5899324,14,148
motherhood,6.5831923,3,149
7.50am,6.5810394,1,150
paediatric,6.5604777,1,151
testimony,6.5593204,2,152
rejoice,6.552862,15,153
btec,6.507189,1,154
smiles,6.5055356,26,155
pleasures,6.5013967,2,156
pract,6.493112,1,157
timetable,6.4784837,1,158
glorious,6.4762473,4,159
rays,6.467839,2,160
happieness,6.4567103,1,161
jammie,6.454834,1,162
lovethat,6.451657,1,163
cst,6.4502873,6,164
knackered,6.4417386,1,165
swollen,6.42864,8,166
booklets,6.425404,1,167
chiropractor,6.4227805,1,168
errands,6.4216027,5,169
magnificence,6.3903217,2,170
shovelled,6.383835,3,171
blessing,6.3803873,20,172
lewisham,6.376795,1,173
delight,6.374653,10,174
presentations,6.3632455,1,175
digestives,6.354268,2,176
gloriously,6.352077,1,177
worksheets,6.3311234,1,178
richness,6.3109045,2,179
chores,6.3077507,2,180
bunged,6.2744813,1,181
caring,6.246368,4,182
sohappy,6.237189,2,183
2.30am,6.2350807,2,184
barnes,6.234841,1,185
delighted,6.2340674,5,186
thelife,6.220864,2,187
rainbows,6.216346,1,188
buoyancy,6.2106814,1,189
week-,6.20995,1,190
rudolph,6.207276,2,191
relaxation,6.1966615,3,192
simplicity,6.1937146,2,193
sparkles,6.1865478,3,194
prac,6.174411,1,195
sleigh,6.165533,5,196
5ish,6.13213,3,197
gentleness,6.125978,3,198
welcoming,6.119623,1,199
unltd,6.113282,1,200
appreciative,6.0707164,1,201
smile,6.0695806,142,202
tomorrrow,6.064102,2,203
quarterbacking,6.059772,1,204
talents,6.0438204,5,205
burst,6.042953,10,206
pints,6.030931,1,207
centred,6.0154204,2,208
giver,6.013241,2,209
exams,6.0089993,35,210
bubblebath,6.0043054,1,211
heaping,6.0036874,1,212
teaming,6.000501,1,213
allday,5.9820943,2,214
pleasure,5.9790463,10,215
ortho,5.978492,4,216
7-page,5.9725523,1,217
grace,5.970473,31,218
tangibly,5.963691,2,219
jetted,5.9589615,1,220
nanny,5.9509745,1,221
families,5.950646,10,222
brightened,5.936645,1,223
10.30am,5.92651,1,224
electron,5.917581,4,225
lectures,5.917229,5,226
praises,5.896039,1,227
footie,5.891884,1,228
serenity,5.887495,2,229
abounding,5.886481,1,230
muchlove,5.879642,1,231
mirth,5.8786488,2,232
essays,5.870359,15,233
