word,NNprob,wordCount,NN_Rank
fearful,32.05298,27,0
fear,31.828302,1771,1
scarier,30.283442,12,2
scares,29.567614,46,3
scariest,28.875505,16,4
shitless,28.636192,6,5
terrified,28.445044,42,6
spiders,28.27968,15,7
scare,27.48666,55,8
trepidation,27.43295,2,9
intimidated,27.306585,1,10
fearing,27.033846,35,11
afraid,25.502363,2099,12
terrifying,25.061634,32,13
terrify,24.823687,14,14
scaring,24.569664,1,15
scary,24.36686,96,16
phobia,24.246008,15,17
fear-,24.209555,6,18
scared,24.18516,661,19
frightening,23.9098,117,20
phobias,23.795153,6,21
wahlberg,23.775331,37,22
spook,23.540924,1,23
intimidating,22.604845,10,24
fears,22.449907,53,25
phobophobia,22.276627,6,26
sightings,22.175884,1,27
flee,22.16789,6,28
fright,21.520882,1,29
chupacabra,21.015224,6,30
intimidate,20.801302,8,31
factor,20.645449,266,32
risking,20.449373,1,33
terror,20.440104,88,34
bravest,20.005714,9,35
willies,19.878695,1,36
threats,19.684631,10,37
dangers,19.635214,3,38
fearless,19.465439,51,39
creepiness,19.236052,1,40
snakes,18.992147,23,41
mongering,18.767345,10,42
farewell,18.74238,14,43
feared,18.61712,8,44
hesitate,18.582064,5,45
aliens,18.472448,1,46
warns,18.295078,6,47
threat,18.200182,19,48
petrified,18.188347,22,49
tyranny,18.150785,24,50
haunts,18.084904,6,51
eerie,17.952208,12,52
goodbye,17.861666,40,53
dread,17.79874,21,54
attracting,17.67633,5,55
hesitation,17.489485,1,56
repercussions,17.41571,6,57
prospect,17.01393,3,58
cowards,16.705961,12,59
cautious,16.44081,13,60
succeed,16.382835,14,61
bucketlist,16.299282,2,62
boldness,16.210352,24,63
heights,16.188572,22,64
goodbyes,16.106379,2,65
timidity,16.00861,5,66
creatures,15.805334,9,67
false,15.744628,140,68
hesitant,15.603205,8,69
danger,15.571762,63,70
footsteps,15.5096445,1,71
horrifying,15.506313,1,72
denominator,15.440342,5,73
paranormal,15.42008,6,74
privacy,15.247939,9,75
nervous,15.230951,99,76
loathing,15.166971,93,77
uneasiness,15.106962,5,78
dangerous,15.085686,13,79
intriguing,15.054673,1,80
outweighs,15.033069,8,81
attract,14.944753,18,82
influencing,14.901542,7,83
revulsion,14.806461,1,84
creepy,14.79817,19,85
bloodsport,14.697681,5,86
unsafe,14.68609,6,87
deters,14.529925,18,88
beards,14.518849,1,89
risk,14.492751,41,90
interact,14.459367,1,91
harm,14.405147,27,92
paranoia,14.316948,1,93
von,14.306657,12,94
overuse,14.260297,1,95
enjoyable,14.15111,3,96
haunt,14.144956,14,97
clicking,14.116105,1,98
exorcisms,14.069269,4,99
quarry,13.930092,1,100
gator,13.855658,4,101
potential,13.852088,47,102
bats,13.845285,8,103
impact,13.835295,31,104
preying,13.826261,1,105
startle,13.825608,1,106
infiltration,13.817209,38,107
alien,13.800055,8,108
ufo,13.712089,7,109
unknown,13.637298,60,110
