word,NNprob,wordCount,NN_Rank
catan,99.24019,59,0
fleet,83.98588,15,1
puzzlers,79.974045,1,2
fleets,78.1137,4,3
100-piece,76.4381,1,4
calm,75.52962,6,5
resealable,75.46029,2,6
seafarers,75.425865,7,7
rubberwood,73.98827,1,8
brainteasers,73.002556,1,9
versatile,72.942085,26,10
"1,000-piece",72.75364,2,11
settlers,72.40917,60,12
comraderie,72.00555,1,13
hydrate,70.8204,1,14
natured,70.74483,2,15
afforable,70.72441,1,16
insured,70.182655,1,17
brightening,69.147606,1,18
calming,68.18204,3,19
settler,67.5091,2,20
arsenal,67.08312,5,21
calmed,66.35729,2,22
emergencies,66.18154,1,23
enthusiasts,66.15862,3,24
knowledgeable,65.55457,1,25
versitile,65.552795,1,26
multifunctional,65.353355,1,27
calms,65.2781,1,28
hardy,65.04934,4,29
greyboard,65.02225,1,30
hearty,64.90491,1,31
52-card,64.767586,1,32
sturdy,64.691345,521,33
storm,64.48174,10,34
breeze,64.31083,45,35
sharpshooters,64.24014,2,36
brainteaser,64.071465,1,37
favorie,64.051346,1,38
blend,63.97229,10,39
icebreaker,63.90673,19,40
destructable,63.881107,1,41
preparedness,63.841274,1,42
buses,63.7837,2,43
teamwork,63.777504,7,44
dependable,63.540474,1,45
reinforcers,63.530266,2,46
roadtrips,63.506172,1,47
celtic,63.253574,5,48
unbeatable,63.241577,2,49
safely,63.113052,13,50
learners,63.08957,2,51
mischief,62.97735,3,52
versitle,62.914917,1,53
crew,62.6784,55,54
pleaser,62.273746,4,55
soothed,62.221455,3,56
durably,62.208668,2,57
12-piece,61.860905,1,58
watchful,61.81562,2,59
versatility,61.760307,5,60
castell,61.74955,1,61
withstands,61.696823,6,62
fortified,61.69432,2,63
cucumber,61.324356,2,64
soothes,61.21158,3,65
durable,61.19748,704,66
playard,61.105976,2,67
resilient,60.816948,1,68
kickin,60.801228,1,69
versatile-,60.64343,1,70
bookmaking,60.539238,1,71
carefree,60.478535,1,72
baddies,60.242096,4,73
energizer,60.12283,1,74
flares,60.11569,2,75
relaxed,60.095898,5,76
playful,60.0907,4,77
affordable,60.058037,12,78
seamlessly,60.027046,3,79
stashing,59.810883,1,80
friendly,59.416885,80,81
trustworthy,59.165714,17,82
storability,59.00453,1,83
combines,58.839787,12,84
stash,58.805008,3,85
stylish,58.771553,19,86
blending,58.676594,2,87
irish,58.450035,1,88
swashbuckling,58.346924,1,89
helpers,58.172607,2,90
enjoying,58.129745,150,91
crosswords,58.120796,4,92
sunny,58.07013,5,93
reinforcer,58.035095,5,94
bluebird,57.887474,1,95
starfighters,57.711475,1,96
sociable,57.66224,1,97
safest,57.542053,1,98
riot,57.362686,6,99
loyal,57.358055,3,100
cranes,57.257977,2,101
cheerful,57.253906,9,102
stashed,57.161163,4,103
weather,57.086803,28,104
3-piece,57.009018,1,105
flag,56.885773,4,106
comforting,56.852448,14,107
seamless,56.741962,3,108
expandable,56.67624,2,109
firepower,56.415524,1,110
squeezable,56.363186,16,111
soothing,56.34084,38,112
skilled,56.25045,5,113
skies,56.23734,1,114
essentials,56.217304,1,115
bubbly,56.17285,1,116
controllable,56.109333,2,117
protective,56.09794,13,118
sharpshooter,55.986244,2,119
safe,55.962116,143,120
adaptable,55.941986,1,121
spirited,55.927372,22,122
firetruck,55.85582,1,123
enjoy,55.855198,1076,124
hideout,55.82877,1,125
convertible,55.816353,12,126
stoked,55.794903,1,127
withstand,55.793484,20,128
independence,55.557953,4,129
fullest,55.486946,1,130
crossword,55.450134,32,131
toguether,55.3873,1,132
flyable,55.37143,1,133
expertly,55.3592,2,134
teammates,55.33046,3,135
locomotives,55.21484,1,136
blended,55.214348,1,137
diecut,55.205532,1,138
gnomes,55.164772,14,139
mischievous,55.12159,1,140
kool,55.06951,4,141
bombers,55.057762,3,142
loving,55.02678,56,143
passengers,55.004482,2,144
calmer,54.996487,2,145
tagless,54.97523,1,146
efficient,54.825512,4,147
sunscreen,54.759834,1,148
warm,54.738113,46,149
nontoxic,54.714394,4,150
favroite,54.682842,1,151
stencils,54.596073,1,152
spirits,54.52566,3,153
arkham,54.48423,65,154
