word,NNprob,wordCount,NN_Rank
surprises,23.80374,33,0
ballinger,23.016062,1,1
nfc,22.889494,1,2
surprize,22.843723,9,3
ranked,22.459364,33,4
bolton,22.018368,16,5
cadeau,21.911066,8,6
baltimore,21.897665,7,7
enero,21.440708,1,8
epl,21.242403,5,9
td,21.068914,10,10
snell,20.89311,1,11
dit,20.652424,1,12
surprise,20.645132,534,13
hermes,20.631378,1,14
bhumi,20.58626,1,15
decoded,20.582659,10,16
ttk,20.512503,1,17
noida,20.316116,1,18
rawlins,20.058418,3,19
sur,20.015503,11,20
milner,19.864922,9,21
tmc,19.808971,4,22
wae,19.69054,1,23
alty,19.53673,1,24
ecoute,19.438982,9,25
tennyson,19.426756,3,26
delaware,19.398035,1,27
acura,19.380865,1,28
kiel,19.379883,5,29
julio,19.349203,1,30
bertrand,19.28533,2,31
suprise,19.27521,19,32
hopkins,19.10948,4,33
houston,19.077335,12,34
excelled,18.874681,1,35
kontrol,18.873163,1,36
fletcher,18.73503,1,37
blindside,18.642927,5,38
soutient,18.616117,4,39
liverpool,18.473671,6,40
dallas,18.417555,8,41
wayne,18.41634,14,42
ribu,18.408308,9,43
shadiest,18.299849,1,44
faisal,18.23429,1,45
award,18.217249,17,46
emmet,18.092587,1,47
manchester,18.077423,9,48
chamber,17.953972,7,49
deming,17.914347,2,50
newark,17.897642,12,51
cummings,17.883112,1,52
ramsey,17.85187,1,53
collin,17.842506,1,54
afc,17.778952,1,55
greyson,17.748018,6,56
guessed,17.738611,6,57
maryland,17.66926,4,58
augustus,17.532946,1,59
county,17.521757,6,60
unexpected,17.509497,66,61
aquarium,17.374334,1,62
lyon,17.236986,3,63
tiens,17.212828,4,64
thg,17.192148,1,65
barbican,17.130337,1,66
cahill,17.093325,1,67
dyer,17.057812,2,68
westham,17.02191,1,69
funded,17.000456,1,70
carroll,16.92371,1,71
patents,16.906437,4,72
ifonly,16.893478,1,73
cole,16.877424,1,74
adder,16.798563,1,75
