word,NNprob,wordCount,NN_Rank
personable,22.248047,48,0
bonus-,22.099903,1,1
versatile,21.38713,2,2
knowledgeable,21.05992,105,3
adorable,20.5538,17,4
approachable,20.394478,11,5
maltipoo,19.824238,5,6
sweetest,19.781403,8,7
cutest,19.709728,4,8
outdoorsman,19.599531,1,9
goodies,19.560844,13,10
shoutout,19.511078,3,11
knowledgable,19.499577,28,12
mahalo,19.443836,2,13
responsive,19.377188,23,14
breeze,19.30776,11,15
rollator,19.223366,1,16
unrushed,19.203014,1,17
-beautiful,19.138584,1,18
terrific,19.135103,32,19
calzones,18.911198,2,20
shakshuka,18.750637,2,21
6-piece,18.741241,1,22
housemade,18.720219,3,23
punctual,18.703947,8,24
thoughtful,18.476444,10,25
lifesaver,18.432617,1,26
thanh,18.413887,1,27
crowfoot,18.369509,1,28
faves,18.36812,6,29
unbeatable,18.330019,7,30
scrumptious,18.320417,10,31
friendliest,18.316025,16,32
spanakopita,18.304161,2,33
superb,18.280804,63,34
misti,18.248997,3,35
bookmark,18.19947,1,36
pleaser,18.174347,2,37
fantastic,18.111595,362,38
tangine,18.109068,1,39
mouthwatering,18.089752,2,40
backgammon,18.04361,1,41
workwear,18.018463,2,42
gorgeous,18.012468,41,43
fineliners,17.975782,1,44
dependable,17.957878,3,45
promptness,17.89706,1,46
mazing,17.895445,2,47
whipsmart,17.774462,1,48
accommodative,17.732368,2,49
adore,17.709784,8,50
handy,17.612457,12,51
awesome,17.60146,699,52
18-pound,17.574018,3,53
loveeee,17.567804,1,54
painless,17.560669,8,55
stylish,17.489887,8,56
bitesize,17.428402,1,57
favs,17.367954,7,58
calming,17.360767,12,59
retractable,17.317078,1,60
roomy,17.27279,4,61
amaaaaazing,17.231445,1,62
wonderful,17.15144,327,63
companionable,17.115557,1,64
fabulous,17.08813,84,65
amazing,17.08456,1189,66
flexible,17.078375,10,67
purrfect,17.02554,8,68
courteous,17.000101,80,69
beavertail,16.939184,2,70
snuggly,16.923416,1,71
accommodating,16.85371,90,72
delcious,16.834152,2,73
cannolis,16.81247,2,74
ashiatsu,16.809572,1,75
spunky,16.768688,1,76
popovers,16.758547,1,77
seamless,16.744467,5,78
marvelous,16.739431,7,79
delightful,16.72322,42,80
athleta,16.681068,3,81
generous,16.663586,85,82
yummies,16.61524,1,83
relaxing,16.611933,66,84
knowlegeable,16.571102,1,85
delight,16.551033,35,86
furbabies,16.538792,1,87
amaxing,16.522913,1,88
enjoyer,16.5209,1,89
discreetness,16.445225,1,90
spacious,16.433018,50,91
retriever,16.421429,1,92
zippered,16.419094,1,93
goodie,16.418732,1,94
friendly,16.382656,1513,95
xanh,16.338818,1,96
loveliest,16.313776,1,97
fab,16.30236,14,98
laidback,16.291996,1,99
hearty,16.28587,22,100
playful,16.27322,2,101
casbah,16.228373,4,102
attentative,16.225721,1,103
superbly,16.220493,1,104
attentionate,16.206903,1,105
appreciative,16.16877,3,106
daybeds,16.162975,1,107
moleskines,16.151993,1,108
trustworthy,16.067226,9,109
2-bedroom,16.059702,1,110
clapton,16.039322,1,111
popover,16.025599,1,112
relaxed,16.023754,32,113
hardworking,16.011372,3,114
insightful,15.982328,3,115
fav,15.969686,22,116
soleil,15.95967,1,117
lovely,15.931048,132,118
breeze-,15.894285,1,119
thalis,15.851109,1,120
saganaki,15.828755,2,121
expertly,15.790395,10,122
speedy,15.790191,16,123
2-element,15.775684,1,124
snickerdoodle,15.767845,2,125
9am-7pm,15.756525,3,126
helpful,15.741768,366,127
-friendly,15.725428,1,128
supercool,15.724243,1,129
diggity,15.672834,1,130
pleasure,15.669996,36,131
informative,15.658795,35,132
pleasurable,15.63574,2,133
sturdy,15.634218,2,134
sportsbook,15.626705,1,135
savory,15.555964,31,136
gaslamp,15.554161,3,137
pomodoro,15.551609,1,138
awsome,15.542408,2,139
audrey,15.530851,2,140
rad,15.522681,5,141
affogato,15.521979,1,142
favorites,15.509722,74,143
comfy,15.504339,27,144
oxford,15.460374,1,145
helper,15.4401865,2,146
bobbies,15.404498,2,147
thorough,15.398885,49,148
homeware,15.376966,1,149
smile,15.368116,126,150
alissa,15.358979,1,151
handsome,15.356358,3,152
photobooth,15.346064,2,153
portobello,15.336027,3,154
nautical,15.33345,1,155
energetic,15.322458,9,156
noelle,15.284356,1,157
tortelli,15.281565,1,158
lawrenceville,15.262992,5,159
sabich,15.249398,1,160
dottie,15.242312,1,161
joyful,15.229511,1,162
cheerful,15.215296,8,163
marvelously,15.213797,1,164
prompt,15.211535,69,165
affordable,15.2019005,98,166
pham,15.201214,2,167
coolest,15.200752,14,168
energizing,15.190807,1,169
blondies,15.171688,1,170
-fun,15.16646,1,171
lively,15.142187,13,172
charming,15.099441,23,173
knowlegable,15.084118,1,174
manapua,15.082104,5,175
joys,15.081213,1,176
coordinating,15.056093,1,177
handcut,15.0463505,1,178
kneaders,15.0449295,1,179
congrats,15.042559,2,180
yummy,15.041154,205,181
timely,15.038754,48,182
ibiza,15.03831,1,183
paninis,15.029932,2,184
stromboli,15.014139,2,185
adventures,14.995237,1,186
benedict,14.960741,47,187
mixins,14.958035,3,188
delicious,14.936449,1173,189
arancini,14.9171505,21,190
sweet,14.903585,564,191
neat,14.899252,39,192
cozy,14.894108,88,193
4-piece,14.892289,1,194
favourites,14.891911,14,195
great,14.883574,4072,196
unassuming,14.876768,4,197
tokidoki,14.872709,1,198
excellent,14.869209,578,199
delish,14.861163,37,200
pastitsio,14.85408,3,201
affortable,14.843681,1,202
charcuterie,14.831033,8,203
excellently,14.826698,3,204
laffa,14.813445,4,205
hugs,14.813231,1,206
stunning,14.783634,14,207
unstressed,14.779272,1,208
flawlessly,14.776846,1,209
sizable,14.77431,6,210
outstanding,14.7685,135,211
raffles,14.751306,1,212
essentials,14.745804,3,213
ahwatukee,14.742743,7,214
efficient,14.731871,92,215
joy,14.706739,31,216
loving,14.687496,27,217
adores,14.655109,1,218
delights,14.654079,3,219
sassy,14.635191,8,220
intuitive,14.620472,5,221
ease,14.611169,14,222
specializes,14.605425,4,223
kitties,14.597151,3,224
timeless,14.584653,4,225
tremendous,14.584154,15,226
petite,14.562483,6,227
speculoos,14.556068,1,228
souvlakis,14.552093,1,229
gentle,14.550857,16,230
amazing-,14.548185,2,231
gr8,14.542666,1,232
concise,14.540137,2,233
personalized,14.539134,6,234
rockin,14.5386715,4,235
beautifully,14.534071,44,236
thank,14.532135,360,237
loved,14.531904,439,238
beignets,14.519863,19,239
incredible,14.513674,142,240
sleek,14.509379,6,241
awesome-,14.503622,1,242
terrance,14.50266,2,243
favorite,14.499926,561,244
amazong,14.4951,1,245
enjoyable,14.486824,60,246
roastery,14.481096,1,247
calabrian,14.473321,2,248
cioppino,14.463313,1,249
enjoys,14.452938,7,250
sarra,14.445623,1,251
delighful,14.445466,1,252
unparallelled,14.4383335,1,253
halloumi,14.428791,1,254
lightweight,14.410137,1,255
branzino,14.4055805,5,256
pescetarian,14.398947,2,257
enjoyed,14.393955,360,258
tigra,14.393466,1,259
fantasic,14.391773,1,260
warmly,14.379972,11,261
appreciates,14.379502,1,262
koobideh,14.378992,5,263
doggies,14.356917,1,264
delectable,14.341234,12,265
chiang,14.3378935,1,266
unforgettable,14.336142,5,267
supportive,14.319257,3,268
unpretentious,14.312937,6,269
formaggio,14.309598,1,270
pakoras,14.309085,1,271
helpers,14.3005495,2,272
hideaway,14.297806,1,273
gyros,14.297271,25,274
tastiest,14.286818,3,275
communicative,14.279493,4,276
inspirational,14.278756,1,277
archery,14.2751875,2,278
zucca,14.273657,1,279
rok,14.269608,5,280
outgoing,14.244379,2,281
hikes,14.236362,4,282
scallopped,14.2267065,1,283
appreciated,14.226445,69,284
portable,14.220921,5,285
vapes,14.217581,1,286
beauties,14.191537,5,287
365,14.182332,1,288
kutz,14.181154,1,289
priced-,14.156297,1,290
lobsta,14.147306,1,291
daphne,14.133535,1,292
supple,14.122622,2,293
kelley,14.121674,1,294
gent,14.114912,4,295
aimee,14.113958,2,296
pomodori,14.106769,1,297
carefree,14.103671,2,298
outdoorsy,14.101045,1,299
radiant,14.095997,3,300
getaway,14.085175,6,301
adorably,14.060926,1,302
benedicts,14.059286,1,303
beignet,14.059281,1,304
bonus,14.052254,44,305
perks,14.046623,2,306
seamlessly,14.030116,2,307
carin,14.029076,2,308
korner,14.025579,1,309
guiding,14.011231,4,310
elegant,14.010174,24,311
customizable,13.996329,9,312
attentive,13.995128,269,313
simons,13.991347,1,314
gadgets,13.987529,5,315
céline,13.965866,1,316
gk,13.959356,6,317
wahoo,13.9502325,1,318
intricate,13.943639,2,319
helpfulness,13.939741,1,320
flatbreads,13.9329605,3,321
gracious,13.931633,6,322
loveeeeeeee,13.917202,1,323
patisseries,13.901439,1,324
atc,13.898952,1,325
diligent,13.896874,3,326
easing,13.8922,2,327
alexa,13.89167,2,328
nabemono,13.88982,5,329
potstickers,13.887985,6,330
welcoming,13.87694,102,331
love,13.872562,1562,332
travelzoo,13.863413,3,333
blessings,13.860159,2,334
standouts,13.858301,4,335
phenomenal,13.857242,60,336
tranditional,13.852419,1,337
fave,13.831745,27,338
baklava,13.829408,22,339
wonderfully,13.824066,15,340
lovin,13.814681,1,341
massages,13.811717,33,342
awning,13.802187,2,343
bruschettas,13.799091,1,344
challenges,13.795979,5,345
stuffers,13.793344,1,346
-packed,13.787181,2,347
skilled,13.778546,18,348
blintzes,13.777699,1,349
hardy,13.774162,1,350
bakeshop,13.762332,3,351
sociable,13.75731,2,352
bestest,13.744248,2,353
krob,13.742278,1,354
chouette,13.741809,1,355
admired,13.733562,1,356
buttah,13.712762,1,357
smoothly,13.708366,11,358
savoury,13.705536,9,359
awesomely,13.697243,1,360
dolmades,13.68441,1,361
vitello,13.674344,1,362
breakie,13.658664,1,363
roadtrips,13.658216,1,364
fontina,13.647982,4,365
great--,13.638395,4,366
kensington,13.636714,10,367
awnings,13.628974,1,368
compassionate,13.627279,7,369
complements,13.627028,4,370
straightforward,13.618926,3,371
splendid,13.609213,5,372
attainable,13.580927,1,373
fitbit,13.563078,2,374
assisted,13.542814,14,375
inspiring,13.539916,4,376
speakeasy,13.531931,9,377
apperciate,13.5269,1,378
beautiful,13.522722,277,379
deadlines,13.514986,4,380
ferris,13.496932,4,381
crane,13.480721,1,382
colorful,13.468284,7,383
gregarious,13.468269,1,384
porchetta,13.463739,3,385
vce,13.46278,9,386
easy,13.453112,258,387
talented,13.439503,23,388
bahama,13.4340315,3,389
eyewear,13.426025,4,390
wontons,13.422321,22,391
mignardises,13.420763,4,392
accomodating,13.419054,11,393
gorham,13.408264,2,394
enthusiastic,13.406669,19,395
pintxos,13.402868,1,396
afficiando,13.388642,1,397
toughest,13.369924,1,398
frankie,13.360725,1,399
deftly,13.353317,1,400
groovy,13.339691,3,401
mezes,13.331226,1,402
dedication,13.322815,5,403
aladdin,13.322351,5,404
bbqs,13.318455,1,405
unmatchable,13.318188,1,406
jaclyn,13.316797,1,407
lavosh,13.310262,1,408
zesty,13.302538,3,409
jacky,13.297397,8,410
toscana,13.283577,1,411
heavenly,13.280275,16,412
soothing,13.257779,5,413
schnauzers,13.255999,1,414
beavertails,13.251032,3,415
extendable,13.245667,1,416
juleps,13.240135,2,417
wowee,13.230702,2,418
jackpot,13.220818,6,419
homestyle,13.218443,2,420
breathtaking,13.209219,4,421
pitas,13.20744,8,422
gem,13.204241,104,423
algarve,13.201889,1,424
classics,13.194178,10,425
seeet,13.186749,1,426
badass,13.183165,2,427
feisty,13.178054,1,428
featuring,13.15861,6,429
puzzles,13.15812,2,430
lookout,13.154228,1,431
patisserie,13.148426,3,432
immensely,13.146759,2,433
spotlessly,13.142923,2,434
infectious,13.142147,1,435
2-fer,13.138542,3,436
great.i,13.12616,1,437
handmade,13.113556,8,438
thanx,13.107629,3,439
flexibility,13.090933,2,440
witty,13.087278,2,441
swift,13.082931,3,442
binocular,13.081205,3,443
kiddos,13.0745535,5,444
saltimbocca,13.068001,1,445
tips,13.065093,65,446
lambretta,13.052132,1,447
joyous,13.050614,3,448
littles,13.05052,1,449
pappardelle,13.0398245,2,450
tasty,13.034899,499,451
yummmmmm,13.0327,1,452
thanks,13.031358,238,453
favourite,13.023161,51,454
wildflower,13.022696,5,455
vaporizer,13.015602,3,456
blahnik,13.01447,1,457
lumpia,13.013638,2,458
smiley,13.011288,6,459
enchanting,13.00996,2,460
vivian,13.008829,1,461
tammi,13.003823,1,462
sangrias,13.000363,1,463
jazzy,12.994142,1,464
pleins,12.992577,1,465
delicous,12.988464,7,466
skylight,12.984574,1,467
fun,12.982298,438,468
ruger,12.981682,2,469
sidebar,12.978962,1,470
bronzino,12.97574,1,471
cuddly,12.958282,1,472
bookmarks,12.957775,1,473
peridot,12.952631,2,474
cortez,12.95045,8,475
restful,12.950009,1,476
adventurous,12.94549,14,477
planner,12.939059,1,478
lov,12.937816,3,479
munchie,12.936037,1,480
flavorful,12.932776,166,481
aromatherapy,12.927469,3,482
temptations,12.92622,1,483
smooth,12.918869,55,484
focaccia,12.918791,3,485
plancha,12.910152,2,486
immaculately,12.908518,1,487
chats,12.900536,9,488
souvlaki,12.886775,8,489
balayage,12.886233,3,490
bakes,12.88611,2,491
nicest,12.881111,24,492
expediting,12.874574,2,493
flavourful,12.864995,26,494
sangak,12.859035,1,495
joanna,12.858356,2,496
curtious,12.858076,1,497
talkative,12.850894,7,498
savored,12.848804,3,499
derrick,12.843817,2,500
fantastically,12.843753,7,501
flourless,12.839533,1,502
specialties,12.837942,5,503
gelatos,12.833918,2,504
natasha,12.830397,1,505
deliciosos,12.815877,1,506
yummyyy,12.815027,1,507
casaba,12.811941,1,508
coeur,12.811285,1,509
unwind,12.811157,6,510
clockwork,12.810501,1,511
brilliantly,12.80043,1,512
tartufo,12.797248,4,513
efficiently,12.790138,11,514
smores,12.786495,4,515
gastropub,12.779047,5,516
reliable,12.778225,38,517
spanokopita,12.773427,1,518
dumplings,12.770067,88,519
yummm,12.769737,4,520
jiffy,12.763697,1,521
trusty,12.754525,1,522
supurb,12.754228,1,523
yakitori,12.741196,2,524
raclette,12.740143,3,525
hemingway,12.73329,3,526
treasures,12.730602,2,527
audiobooks,12.714647,1,528
guided,12.711378,6,529
ottomans,12.700381,1,530
satisfying,12.690344,37,531
smokehouse,12.688048,2,532
flautas,12.687529,3,533
empanadas,12.682352,13,534
roomier,12.681187,1,535
freshest,12.680029,17,536
wedgewood,12.679296,9,537
adventure,12.678845,6,538
ace,12.673091,9,539
eases,12.67159,1,540
kabobs,12.665209,11,541
bonheur,12.66031,1,542
poppers,12.659343,1,543
sunchokes,12.6539,1,544
letzte,12.652444,1,545
sundaes,12.649793,5,546
dolmas,12.636696,1,547
moisturized,12.636332,1,548
magnificent,12.630681,5,549
adam,12.626999,18,550
meilleurs,12.618886,2,551
quartz,12.616278,1,552
gatsby,12.607218,1,553
impeccable,12.589686,26,554
vosges,12.584945,1,555
heartfelt,12.577583,1,556
comfortable,12.573021,199,557
handyman,12.563233,4,558
brilliant,12.561549,20,559
rooftop,12.560837,9,560
omelets,12.540836,3,561
quiches,12.535091,4,562
accessories,12.533205,19,563
